Character,SmashTag,Rank
Falco,bobby big ballz,7.0
Falco,Younger,9.0
Falco,CG | Peppi | Pappi,10.0
Falco,PEPIS | Noire,14.0
Falco,LG | Ginger,19.0
Falco,rocky,21.0
Falco,Joey Donuts,25.0
Falco,I'm Michael BTW,25.0
Falco,The_Hat123 | Anjo,31.0
Falco,LFTG | Logos,54.0
Falco,PRIN$E,55.0
Falco,TBD,62.0
Falco,Ghost Rider,72.0
Falco,Light,76.0
Falco,Fankriss,80.0
Falco,Slowking,80.0
Falco,Sodabro,92.0
Falco,SKY | Matwood,98.0
Falco,yingling,111.0
Falco,shoelegend88,113.0
Falco,YungWaff,118.0
Falco,Chompy,121.0
Falco,Elk G | Ivayne,122.0
Falco,Brainless  | FLiiNcHy,122.0
Falco,Khoron | Oreo,126.0
Falco,YoungHanSolo,144.0
Falco,Mr. Butterfly,153.0
Falco,DadsAkimbo,161.0
Falco,EWA | ERGonomics,169.0
Falco,GSP,175.0
Falco,Help,175.0
Falco,LG | Louis,183.0
Falco,Holy | key,188.0
Falco,Lamb's Ear,188.0
Falco,lochist,188.0
Falco,jeddo,188.0
Falco,Mova,188.0
Falco,Pulch,201.0
Falco,Chuchaka2112,208.0
Falco,diddylonglegs,208.0
Falco,Good1ife,215.0
Falco,gsm | Pound,215.0
Falco,JitteryInChurch,215.0
Falco,WU | nerodero,220.0
Falco,Seraph,220.0
Falco,Jakespeare,220.0
Falco,John,237.0
Falco,KaiKwonDo,250.0
Falco,SadSack,264.0
Falco,Layer,264.0
Falco,Boalisk,264.0
Falco,Chummi,283.0
Falco,STLTS,283.0
Falco,ledgefiend,283.0
Falco,tpyo,307.0
Falco,deep_cuts,307.0
Falco,hHerb,307.0
Falco,TourGuide,307.0
Falco,MIT | unlucky,307.0
Falco,doby,307.0
Falco,Navedo,328.0
Falco,Pi2z,328.0
Falco,SeshLord Ozai,328.0
Falco,MrDrBoi,328.0
Falco,BK_Rib,353.0
Falco,wally,353.0
Falco,91,353.0
Falco,Kelpo,353.0
Falco,#215 | Ogre,353.0
Falco,2rk | Turok,385.0
Falco,RitzyCheese,385.0
Falco,Drewski,385.0
Falco,kaiyon,385.0
Falco,niimo,385.0
Falco,Arctic,413.0
Falco,MacTheStampede,413.0
Falco,flthd | flatline,413.0
Falco,Rama,413.0
Falco,jatpuan,413.0
Falco,rickey_kc,413.0
Falco,AWaveDash,413.0
Falco,MK | RedSoul,413.0
Falco,Dolfo,413.0
Falco,Heatedchaos,413.0
Falco,ali_,413.0
Falco,ruco,413.0
Falco,PRD | JMi,458.0
Falco,Supreme.Noobs | Edicus,458.0
Falco,KOA | youngbool,458.0
Marth,KoDoRiN,2.0
Marth,LSD,27.0
Marth,Typhoon,33.0
Marth,Umarth,35.0
Marth,Epoodle,36.0
Marth,MT,37.0
Marth,a-on,45.0
Marth,Arcadia,47.0
Marth,Ahmad,49.0
Marth,Cow,52.0
