Character,SmashTag,Points
Fox,SU | wild flower,1.0
Fox,Trash,1.0
Fox,nunoodle,1.0
Peach,SANS | Blues Clues,172.0
Peach,Bbatts,95.0
Peach,Anchovy,39.0
Peach,Aura,17.0
Peach,DiMaria,14.0
Peach,PW | Vincessant,9.0
Peach,Soltrain,8.0
Peach,Analog,5.0
Peach,SUPERUNKNOWN,3.0
Peach,yBaS | MaxJacks,1.0
MidTiers,Dream,95.0
MidTiers,ycz6,71.0
MidTiers,Darrell,39.0
MidTiers,Frap,39.0
MidTiers,Winx Club | Siddward,24.0
MidTiers,Maruf,19.0
MidTiers,actually hmhh | LionTimeMachine,13.0
MidTiers,jams,11.0
MidTiers,Kerblamu,10.0
MidTiers,Otto_Zone,10.0
MidTiers,RULES | Strazz,9.0
MidTiers,GAS,7.0
MidTiers,CowCowCowCowCow,6.0
MidTiers,Special K,2.0
MidTiers,Lee,1.0
Other,PEPIS | Noire,66.0
Other,LAG,55.0
Other,Rocket,48.0
Other,Joe(y) Bats,44.0
Other,Anjo,38.0
Other,Liquid | Hungrybox,36.0
Other,El Link,28.0
Other,Jkiller,20.0
Other,totally butts,19.0
Other,Tuesday,17.0
Other,Weeg,16.0
Other,Chadwicc,15.0
Other,Fern,15.0
Other,MessiSTL,13.0
Other,JitteryInChurch,12.0
Other,ClintStevensTV | HungryboxFan304,12.0
Other,TTV/Aceflight,11.0
Other,Wōlī,9.0
Other,RedX,8.0
Other,GSP,8.0
Other,SKY | Matwood,8.0
Other,Anjel,7.0
Other,CableKnit,4.0
Other,Baja,4.0
Other,Hood,4.0
Other,Dusky,4.0
Other,Leyo,4.0
Other,lol | Hero,4.0
Other,ArcaneFox,4.0
Other,Navedo,3.0
Other,maxi,3.0
Other,Opportunity,3.0
Other,fssong,3.0
Other,SmashMouthEgg,3.0
Other,Shlorp,2.0
Other,[r] | U.S Marine,2.0
Other,Boalisk,1.0
Other,Barry Allen,1.0
Other,JustRhett,1.0
Other,Schwifty | Sirjaxism,1.0
Other,GThree,1.0
Other,Penguin,1.0
Other,Honey Nut Cheerios,1.0
Other,djweav2k,1.0
Other,probably high,1.0
