Character,SmashTag,Points
Falco,rocky,175.0
Falco,Younger,170.0
Falco,YC | Peppi | | Pappi,116.0
Falco,bobby big ballz,112.0
Falco,I'm Michael BTW,105.0
Falco,Joey Donuts,96.0
Falco,LFTG | Logos,57.0
Falco,Slowking,54.0
Falco,TBD,52.0
Falco,Fankriss,46.0
Falco,YungWaff,31.0
Falco,Brainless  | FLiiNcHy,29.0
Falco,Khoron | Oreo,28.0
Falco,Help,17.0
Falco,LG | Louis,16.0
Falco,jeddo,15.0
Falco,lochist,15.0
Falco,Mova,15.0
Falco,Chompy,13.0
Falco,YoungHanSolo,12.0
Falco,Good1ife,12.0
Falco,PRIN$E,12.0
Falco,EWA | ERGonomics,11.0
Falco,Jakespeare,11.0
Falco,Elk G | Ivayne,11.0
Falco,yingling,10.0
Falco,Lamb's Ear,10.0
Falco,Ghost Rider,9.0
Falco,SadSack,8.0
Falco,STLTS,7.0
Falco,shoelegend88,7.0
Falco,DadsAkimbo,7.0
Falco,diddylonglegs,6.0
Falco,Holy | key,6.0
Falco,MIT | unlucky,6.0
Falco,gsm | Pound,5.0
Falco,Layer,5.0
Falco,SeshLord Ozai,5.0
Falco,Pi2z,5.0
Falco,91,4.0
Falco,tpyo,4.0
Falco,TourGuide,4.0
Falco,BK_Rib,4.0
Falco,KaiKwonDo,4.0
Falco,Kelpo,4.0
Falco,kaiyon,3.0
Falco,RitzyCheese,3.0
Falco,2rk | Turok,3.0
Falco,hHerb,3.0
Falco,flthd | flatline,2.0
Falco,Rama,2.0
Falco,ruco,2.0
Falco,Heatedchaos,2.0
Falco,AWaveDash,2.0
Falco,Sodabro,2.0
Falco,ledgefiend,2.0
Falco,ali_,2.0
Falco,Dolfo,2.0
Falco,Arctic,1.0
Falco,PRD | JMi,1.0
Falco,KOA | youngbool,1.0
Marth,KoDoRiN,623.0
Marth,LSD,144.0
Marth,Typhoon,124.0
Marth,MT,116.0
Marth,Epoodle,107.0
Marth,Nintendude,63.0
Marth,Khryke,49.0
Marth,MGFC | JorDank,34.0
Marth,Redcoat,33.0
Marth,Mud,28.0
Marth,Arcadia,27.0
Marth,Yamasaki,27.0
Marth,Ahmad,27.0
Marth,a-on,26.0
Marth,ZimD00D,20.0
Marth,redpandamaster,17.0
Marth,Cow,17.0
Marth,Jun,17.0
Marth,Ribboned Ace,12.0
Marth,Dr. Lame,11.0
Marth,charmell0,9.0
Marth,mikey,8.0
Marth,Zhāoshù,5.0
Marth,JLo,4.0
Marth,kippu,4.0
Marth,Kandayo,4.0
Marth,Phantom Airline,4.0
Marth,21! | Ronan,3.0
Marth,3OutChange,3.0
Marth,Floods,2.0
Marth,Ariz,2.0
Marth,ash6,2.0
Marth,Nips,1.0
Sheik,IMP | Ben,441.0
Sheik,CG | Jflex,355.0
Sheik,prof,75.0
Sheik,Crescent | JSalt,70.0
Sheik,Inky,66.0
Sheik,ZOOK | Suezo,43.0
Sheik,Ellis,31.0
Sheik,Hulka,15.0
Sheik,FreeHops,11.0
Sheik,aujory,10.0
Sheik,Hell'sLabyrinth,6.0
Sheik,LewdCelebs4Free,6.0
Sheik,NattyIce,5.0
Sheik,Beiker,3.0
Sheik,Mp drago,2.0
Sheik,Blitzkrieg,2.0
Sheik,GSG,1.0
Sheik,Anzeray,1.0
ICs,Trail,15.0
ICs,BKB! | stocmoney,10.0
ICs,AHHHHH | Climbers Alice,2.0
Falcon,GG | n0ne,378.0
Falcon,Revenge | Gahtzu,296.0
Falcon,jacket,73.0
Falcon,NathanSandwich,42.0
Falcon,RU | Midnight Blue,29.0
Falcon,LFG | PanterA,22.0
Falcon,Vish,20.0
Falcon,LFG | Fist Mexico,17.0
Falcon,Mootook,15.0
Falcon,SquidTheCat,12.0
Falcon,Nard Dawg,12.0
Falcon,Marvelboy,5.0
Falcon,Kr1meM45ter2517A,5.0
Falcon,Axis,5.0
Falcon,ight,5.0
Falcon,Bobakanoosh,4.0
Falcon,Deeb,4.0
Falcon,Captain G,2.0
Falcon,CrazyColtCory,2.0
Falcon,magnumgunn3r,2.0
Falcon,nmble-mann,1.0
Falcon,Kettering,1.0
Falcon,EagleOne,1.0
Puff,DD,121.0
Puff,Golden,64.0
Puff,Not_DuduTsai,19.0
Puff,CS | Faust,11.0
Puff,thicceon,10.0
Puff,MDF | Amor,8.0
Puff,WFL | ABC,7.0
Puff,CVSmashMods | Ripn,3.0
Puff,Melee Stats | Pikachu942,2.0
Puff,$W@6 | rocketf20,1.0
Puff,Dorian uwu,1.0
Puff,Fire,1.0
Puff,PurpleZ,1.0
Fox,TG | Mot$,155.0
Fox,The Leaf,93.0
Fox,K8A,68.0
Fox,DannyPhantom,51.0
Fox,Paladin,45.0
Fox,Flow | ESPONJA,33.0
Fox,Chiefn_,28.0
Fox,Melo,22.0
Fox,Nebulous | Jib,18.0
Fox,Aura,17.0
Fox,OtES,14.0
Fox,G,14.0
Fox,Cowbell,14.0
Fox,Vianny,14.0
Fox,Flow | Stark,14.0
Fox,Electroman,13.0
Fox,Erica,13.0
Fox,mexico629,11.0
Fox,Schnurb,11.0
Fox,BuenasRetas | Cobs,10.0
Fox,Chem,10.0
Fox,Tanooki,9.0
Fox,Maelstrom,8.0
Fox,Triple Cake Dance,8.0
Fox,RustyTrombone,8.0
Fox,GUG | K�rv,7.0
Fox,Forrest,7.0
Fox,jerma985,7.0
Fox,EWA | Gorgonzola,6.0
Fox,BeanBurrito-San,5.0
Fox,rice,5.0
Fox,CW | rabit!,4.0
Fox,Power Kevin,3.0
Fox,Night,3.0
Fox,Keykey,3.0
Fox,FM | Cilan,3.0
Fox,JoffDuchar,3.0
Fox,SIMP | Vagab0nd,3.0
Fox,Ratt,3.0
Fox,Wassabi,3.0
Fox,Dash,2.0
Fox,SFOP,2.0
Fox,Wumbo,2.0
Fox,markrevival,2.0
Fox,TurboThot,2.0
Fox,Jet,2.0
Fox,Arctic,1.0
Fox,Jeem,1.0
