SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
3899,rom,10,1,0,0,0,1,0,1,WC
144268,RJN | Casper,13,4,0,0,0,1,0,2,WC
245152,emy,9,2,0,0,1,0,0,3,WC
61570,CG | Peppi | Pappi,7,0,0,0,1,0,0,4,WC
3299,Vish,8,1,0,0,1,0,0,5,WC
183677,Yamasaki,7,1,0,0,1,0,0,6,WC
327212,IWI | Marrgasm,7,1,0,0,1,0,0,6,WC
37997,Rael,8,4,0,0,1,0,0,8,WC
2312687,smash.gg User,10,10,0,1,0,0,0,9,WC
146978,Ding Hing,7,2,0,0,1,0,0,10,WC
4864,Theftz,7,3,0,1,0,0,0,11,WC
1995324,CawkMuncher9000,6,3,0,1,0,0,0,12,WC
257324,GSP,6,4,0,1,0,0,0,13,WC
156503,Beiker,10,8,0,1,0,0,0,14,WC
41211,Denzill,4,1,0,1,0,0,0,15,WC
229216,KaiKwonDo,4,1,0,1,0,0,0,15,WC
954582,winismine,6,4,0,1,0,0,0,17,WC
20991,0kay,8,7,0,1,0,0,0,18,WC
129363,Flow | ESPONJA,9,10,1,0,0,0,0,19,WC
154482,Easy,5,3,0,1,0,0,0,20,WC
1974127,Okami | aujory,4,3,0,1,0,0,0,21,WC
38643,RedX,5,4,0,1,0,0,0,22,WC
15856,Dolla bill Bill,5,4,0,1,0,0,0,22,WC
245795,TR | H,2,2,1,0,0,0,0,24,WC
368021,Coinee,3,3,1,0,0,0,0,24,WC
22140,NeMo,4,4,0,1,0,0,0,24,WC
50053,PML | Die222,5,6,0,1,0,0,0,27,WC
33458,RustyTrombone,5,8,1,0,0,0,0,28,WC
4205,a-on,7,6,1,0,0,0,0,29,WC
492755,BoffTarget,5,9,1,0,0,0,0,30,WC
1737518,Kombeze Ataie,5,10,1,0,0,0,0,31,WC
18722,K.H.D | REIGN,1,2,1,0,0,0,0,31,WC
157632,PokkaPokka,1,2,1,0,0,0,0,31,WC
54728,Stigma,4,10,1,0,0,0,0,34,WC
725014,charmell0,2,8,1,0,0,0,0,35,WC
10228,Flow | Stark,3,4,1,0,0,0,0,36,WC
62457,QTT | Yeyo,1,3,1,0,0,0,0,37,WC
22458,Kandayo,1,4,1,0,0,0,0,38,WC
34399,BuenasRetas | Cobs,1,5,1,0,0,0,0,39,WC
230537,hHerb,1,9,1,0,0,0,0,40,WC
54997,RetroSHFFL | Lex,1,10,1,0,0,0,0,41,WC
2117535,vel,0,8,1,0,0,0,0,42,WC
13765,Help,0,3,1,0,0,0,0,42,WC
252523,Dusky,0,2,1,0,0,0,0,42,WC
2209284,c_,0,6,1,0,0,0,0,42,WC
1844994,Flame,0,7,1,0,0,0,0,42,WC
1466521,Floods,0,1,1,0,0,0,0,42,WC
788730,CATii,0,4,1,0,0,0,0,42,WC
50606,ViL | TheSWOOPER,9,0,0,0,0,1,0,1,EC
279107,Khryke,11,2,0,0,0,1,0,2,EC
1375808,Epoodle,8,1,0,0,1,0,0,3,EC
266332,Pepis | Pokimanefan,7,3,0,0,1,0,0,4,EC
1942273,Fankriss,7,1,0,0,1,0,0,5,EC
12048,K8A,7,1,0,0,1,0,0,5,EC
542693,Bbatts,7,1,0,0,1,0,0,5,EC
3977,Sicca,8,2,0,0,1,0,0,8,EC
5126,Rabbit,5,0,0,0,1,0,0,9,EC
448153,Neenor,6,1,0,0,1,0,0,10,EC
144798,Akir,8,4,0,0,1,0,0,11,EC
4845,GG | SnooSnoo,4,0,0,1,0,0,0,12,EC
326727,Frumentarii,5,3,0,1,0,0,0,13,EC
10468,Reesch,5,4,0,1,0,0,0,14,EC
40793,MGFC | bootichief,6,5,0,1,0,0,0,15,EC
62721,Dirty Lasagna,6,3,0,1,0,0,0,16,EC
5869,Joe(y) Bats,7,4,0,1,0,0,0,17,EC
150123,TPN,6,4,0,1,0,0,0,18,EC
232193,Chiefn_,7,10,1,0,0,0,0,19,EC
34893,Zoma,3,3,1,0,0,0,0,20,EC
174790,Mounir,7,10,1,0,0,0,0,21,EC
172811,CS | Amity,3,6,1,0,0,0,0,22,EC
657464,CowCowCowCowCow,3,6,1,0,0,0,0,22,EC
2179108,Mud,3,2,1,0,0,0,0,24,EC
1503239,catsonthemoon,2,2,1,0,0,0,0,25,EC
241260,Alex18+,6,6,1,0,0,0,0,25,EC
1773196,DrNormie,4,5,1,0,0,0,0,27,EC
221136,Zeeker,3,4,1,0,0,0,0,28,EC
533918,Maelstrom,2,3,1,0,0,0,0,29,EC
49875,Paladin,1,2,1,0,0,0,0,30,EC
230122,vampa,3,7,1,0,0,0,0,31,EC
864206,Orotis,3,8,1,0,0,0,0,32,EC
215584,LAGr | Travioli,2,3,1,0,0,0,0,33,EC
379419,Zab,6,10,1,0,0,0,0,34,EC
159198,Pi2z,2,5,1,0,0,0,0,35,EC
66936,buckeye545,1,3,1,0,0,0,0,36,EC
1597235,Peyton,2,6,1,0,0,0,0,36,EC
7676,MrDrBoi,2,7,1,0,0,0,0,38,EC
2088027,kite,1,6,1,0,0,0,0,39,EC
1064029,Victawr,2,14,1,0,0,0,0,40,EC
1993164,Globe,0,4,1,0,0,0,0,41,EC
1796764,Mp drago,0,7,1,0,0,0,0,41,EC
1650434,Puff,0,1,1,0,0,0,0,41,EC
30865,Spi,0,5,1,0,0,0,0,41,EC
1194651,gsm | Pound,0,2,1,0,0,0,0,41,EC
2215703,DiMaria,0,2,1,0,0,0,0,41,EC
1601,FendrickLamar,0,2,1,0,0,0,0,41,EC
