SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
393258,OkayP.,13,2,0,0,0,1,0,1,WC
15989,DarkHero,11,2,0,0,0,1,0,2,WC
132537,Far!,11,2,0,0,0,1,0,2,WC
68261,Azel,8,1,0,0,1,0,0,4,WC
135091,SubTails,7,1,0,0,1,0,0,5,WC
1300387,Zamorita,7,1,0,0,1,0,0,6,WC
3772,Arcadia,7,1,0,0,1,0,0,6,WC
183677,Yamasaki,8,3,0,0,1,0,0,8,WC
29840,TBD,10,4,0,0,1,0,0,9,WC
154482,Easy,9,6,0,1,0,0,0,10,WC
22333,Redcoat,6,2,0,0,1,0,0,11,WC
60696,FM | Cilan,6,2,0,0,1,0,0,11,WC
37116,GUG | Kurv,7,3,0,0,1,0,0,13,WC
890721,Mr. Butterfly,9,4,0,0,1,0,0,14,WC
70110,Buttlet,4,1,0,1,0,0,0,15,WC
4614,Notorious,6,2,0,1,0,0,0,16,WC
245152,emy,6,3,0,1,0,0,0,17,WC
35258,LFG | Fist Mexico,7,4,0,1,0,0,0,18,WC
230350,AR0,11,7,0,1,0,0,0,19,WC
26750,KoDoRiN,6,4,0,1,0,0,0,20,WC
211440,Darrell,8,6,0,1,0,0,0,21,WC
466221,Melo,6,6,1,0,0,0,0,22,WC
50053,PML | Die222,11,11,0,1,0,0,0,22,WC
269511,SquidTheCat,4,4,1,0,0,0,0,22,WC
23207,veil,3,1,0,1,0,0,0,25,WC
20991,0kay,5,4,0,1,0,0,0,26,WC
21405,Fire,5,4,0,1,0,0,0,26,WC
41409,PotatoRice,5,4,0,1,0,0,0,26,WC
1077796,FreeHops,9,8,0,1,0,0,0,29,WC
146978,Ding Hing,3,3,1,0,0,0,0,30,WC
487623,NAM,8,9,0,1,0,0,0,31,WC
710975,Keo,5,7,1,0,0,0,0,32,WC
30352,62-bit | Hero,6,5,0,1,0,0,0,33,WC
18722,K.H.D | REIGN,4,4,1,0,0,0,0,34,WC
2146437,gaeming | HaxMoneyHulkHogan,3,3,1,0,0,0,0,34,WC
10485,DD,2,2,1,0,0,0,0,34,WC
288395,jams,3,3,1,0,0,0,0,34,WC
368021,Coinee,4,5,1,0,0,0,0,38,WC
268767,markrevival,4,8,1,0,0,0,0,39,WC
