SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
15504,Umarth,9,0,0,0,0,1,0,1,WC
15989,DarkHero,9,0,0,0,0,1,0,1,WC
45951,Dacky,10,1,0,0,0,1,0,3,WC
22333,Redcoat,7,1,0,0,1,0,0,4,WC
279722,EP | Justus,11,4,0,0,1,0,0,5,WC
265808,NOOT,8,3,0,0,1,0,0,6,WC
954582,winismine,13,7,0,0,1,0,0,7,WC
4127,MIOM | Toph,7,1,0,0,1,0,0,8,WC
221423,Typhoon,7,1,0,0,1,0,0,8,WC
29840,TBD,7,1,0,0,1,0,0,8,WC
245152,emy,8,2,0,0,1,0,0,11,WC
65777,bobby big ballz,6,2,0,0,1,0,0,12,WC
132938,RU | Midnight Blue,10,5,0,0,1,0,0,13,WC
312135,AlyJ,11,7,0,0,1,0,0,14,WC
28720,NB! | Secrets,6,2,0,1,0,0,0,15,WC
15298,Cowbell,8,5,0,1,0,0,0,16,WC
3954,YungWaff,14,10,0,1,0,0,0,17,WC
897692,Iron,5,4,0,1,0,0,0,18,WC
12023,El Link,6,6,0,1,0,0,0,19,WC
41211,Denzill,5,3,0,1,0,0,0,20,WC
11606,Elk_G | Karm,3,2,0,1,0,0,0,21,WC
20991,0kay,6,5,0,1,0,0,0,22,WC
10485,DD,3,2,0,1,0,0,0,23,WC
288395,jams,4,3,0,1,0,0,0,24,WC
1966716,LewdCelebs4Free,4,3,0,1,0,0,0,24,WC
358739,Rasec,4,3,0,1,0,0,0,24,WC
13765,Help,5,4,0,1,0,0,0,27,WC
146978,Ding Hing,5,6,0,1,0,0,0,28,WC
50053,PML | Die222,5,6,0,1,0,0,0,28,WC
152430,MIT | ybot,5,7,1,0,0,0,0,30,WC
62457,QTT | Yeyo,4,6,1,0,0,0,0,31,WC
11590,Rickeye_rick,4,13,1,0,0,0,0,32,WC
1298609,Beck,1,0,1,0,0,0,0,33,WC
2058790,Butternust,1,1,1,0,0,0,0,34,WC
472971,MaxJacks,2,2,1,0,0,0,0,34,WC
27527,Megaman,6,6,1,0,0,0,0,34,WC
28949,BirdPerson,3,4,1,0,0,0,0,37,WC
147251,GS | TreyTheTrashman,3,4,1,0,0,0,0,37,WC
18722,K.H.D | REIGN,2,3,1,0,0,0,0,39,WC
368021,Coinee,4,7,1,0,0,0,0,40,WC
268767,markrevival,3,6,1,0,0,0,0,41,WC
38778,Mages | CH | Sunnyknight,2,6,1,0,0,0,0,42,WC
107560,monted,1,1,1,0,0,0,0,43,WC
22458,Kandayo,3,3,1,0,0,0,0,43,WC
1171263,PYR,4,7,1,0,0,0,0,45,WC
34399,BuenasRetas | Cobs,1,4,1,0,0,0,0,46,WC
2264502,FZ | boy0boy,2,8,1,0,0,0,0,46,WC
244748,TitusMelee,1,5,1,0,0,0,0,48,WC
1665299,2Pro4Pro | Toastrmann,1,7,1,0,0,0,0,49,WC
275884,Maljo,1,7,1,0,0,0,0,49,WC
1931842,tpyo,1,8,1,0,0,0,0,51,WC
128898,Hector,1,13,1,0,0,0,0,52,WC
130672,Soltrain,0,1,1,0,0,0,0,53,WC
1653242,MatouFans,0,7,1,0,0,0,0,53,WC
63794,tustin,0,20,1,0,0,0,0,53,WC
37116,Kurv,0,2,1,0,0,0,0,53,WC
159207,Genjutsu,0,3,1,0,0,0,0,53,WC
748365,ledgefiend,0,1,1,0,0,0,0,53,WC
950362,EWA | ERGonomics,0,1,1,0,0,0,0,53,WC
49875,Paladin,12,3,0,0,0,1,0,1,EC
55648,Mars,13,4,0,0,0,1,0,2,EC
366683,WickedTheKidBroly,7,0,0,0,1,0,0,3,EC
379419,Zab,12,8,0,0,1,0,0,4,EC
14734,SUEZO | Zook,7,1,0,0,1,0,0,5,EC
12048,K8A,8,2,0,0,1,0,0,6,EC
5618,CRACKSHACK | CBD Quiggles,8,4,0,0,1,0,0,7,EC
7495,Townes,11,6,0,0,1,0,0,8,EC
215584,LAGr | Travioli,5,0,0,0,1,0,0,9,EC
29405,Vianny,5,0,0,0,1,0,0,9,EC
230122,vampa,7,2,0,0,1,0,0,11,EC
1524828,Ben Snape,7,2,0,0,1,0,0,11,EC
14592,ZOOK | Suezo,6,2,0,0,1,0,0,13,EC
7199,TGL | Shamunt,6,2,0,0,1,0,0,13,EC
506644,Harout,8,8,0,1,0,0,0,15,EC
3936,GUILD | ghettowarmachine420,5,2,0,1,0,0,0,16,EC
2179108,Mud,9,9,0,1,0,0,0,17,EC
7654,Schnurb,5,3,0,1,0,0,0,18,EC
221136,Zeeker,5,3,0,1,0,0,0,18,EC
2231667,Shwa,4,4,0,1,0,0,0,20,EC
638273,SKY | Matwood,7,9,0,1,0,0,0,21,EC
149952,Jakespeare,7,11,0,1,0,0,0,22,EC
65777,bobby big ballz,3,1,0,1,0,0,0,23,EC
5869,Joe(y) Bats,8,9,0,1,0,0,0,24,EC
2215703,DiMaria,3,3,1,0,0,0,0,25,EC
67740,LIAM#697 | Shleeum,1,1,1,0,0,0,0,25,EC
