SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
64692,SANS | Blues Clues,9,0,0,0,0,1,0,1,WC
221423,Typhoon,12,3,0,0,0,1,0,2,WC
15586,Anjo,13,4,0,0,0,1,0,3,WC
70458,PEPIS | Noire,9,1,0,0,1,0,0,4,WC
7634,MT,9,1,0,0,1,0,0,4,WC
4215,rocky,10,2,0,0,1,0,0,6,WC
135088,LFG | PanterA,12,8,0,0,1,0,0,7,WC
3954,YungWaff,10,3,0,0,1,0,0,8,WC
3299,Vish,10,3,0,0,1,0,0,8,WC
211440,Darrell,9,4,0,0,1,0,0,10,WC
10485,DD,7,1,0,0,1,0,0,11,WC
41374,Anchovy,8,3,0,0,1,0,0,12,WC
22333,Redcoat,12,8,0,0,1,0,0,13,WC
132938,RU | Midnight Blue,7,3,0,0,1,0,0,14,WC
173178,LAG,6,4,0,1,0,0,0,15,WC
880372,Good1ife,7,5,0,1,0,0,0,16,WC
10362,Elk G | Ivayne,6,2,0,1,0,0,0,17,WC
16468,TTV/Aceflight,6,3,0,1,0,0,0,18,WC
269511,SquidTheCat,7,4,0,1,0,0,0,19,WC
10228,Flow | Stark,6,4,0,1,0,0,0,20,WC
129363,Flow | ESPONJA,9,6,0,1,0,0,0,20,WC
368021,JitteryInChurch,7,5,0,1,0,0,0,22,WC
10520,G,9,7,0,1,0,0,0,23,WC
6176,Mova,7,6,0,1,0,0,0,24,WC
19346,mexico629,6,4,0,1,0,0,0,25,WC
156775,Chadwicc,10,7,0,1,0,0,0,26,WC
423669,Wōlī,4,3,0,1,0,0,0,27,WC
183677,Yamasaki,5,4,0,1,0,0,0,28,WC
2146437,actually hmhh | LionTimeMachine,7,6,0,1,0,0,0,29,WC
30804,Frap,9,8,0,1,0,0,0,30,WC
1598204,YoungHanSolo,4,4,0,1,0,0,0,31,WC
4205,a-on,8,9,1,0,0,0,0,32,WC
34399,BuenasRetas | Cobs,5,6,1,0,0,0,0,33,WC
63772,Fern,4,6,1,0,0,0,0,34,WC
525553,jerma985,2,0,0,1,0,0,0,35,WC
288395,jams,6,4,0,1,0,0,0,36,WC
35258,LFG | Fist Mexico,8,7,0,1,0,0,0,37,WC
378512,Khoron | Oreo,6,6,0,1,0,0,0,38,WC
466221,Melo,5,5,1,0,0,0,0,38,WC
12023,El Link,5,5,1,0,0,0,0,38,WC
156503,Beiker,2,2,1,0,0,0,0,38,WC
33458,RustyTrombone,7,8,1,0,0,0,0,42,WC
13746,Baja,3,4,1,0,0,0,0,43,WC
257324,GSP,7,10,1,0,0,0,0,44,WC
10562,SFOP,1,0,1,0,0,0,0,45,WC
21081,Opportunity,2,1,1,0,0,0,0,46,WC
51055,MIT | unlucky,5,4,1,0,0,0,0,47,WC
322324,maxi,2,2,1,0,0,0,0,48,WC
245346,SIMP | Vagab0nd,1,1,1,0,0,0,0,48,WC
131130,Leyo,3,4,1,0,0,0,0,50,WC
1974127,aujory,3,5,1,0,0,0,0,51,WC
13765,Help,4,7,1,0,0,0,0,52,WC
846125,Navedo,2,4,1,0,0,0,0,53,WC
38643,RedX,2,4,1,0,0,0,0,53,WC
1077796,FreeHops,2,4,1,0,0,0,0,53,WC
254673,Layer,4,11,1,0,0,0,0,56,WC
230537,hHerb,2,6,1,0,0,0,0,57,WC
528737,3OutChange,2,17,1,0,0,0,0,58,WC
1016657,Kr1meM45ter2517A,4,8,1,0,0,0,0,59,WC
956568,Night,2,4,1,0,0,0,0,59,WC
16478,Anjel,2,4,1,0,0,0,0,59,WC
23501,Ratt,1,2,1,0,0,0,0,59,WC
252523,Dusky,3,8,1,0,0,0,0,63,WC
213297,Chompy,3,10,1,0,0,0,0,64,WC
428826,ArcaneFox,3,12,1,0,0,0,0,65,WC
51076,Power Kevin,1,4,1,0,0,0,0,65,WC
1466521,Floods,1,8,1,0,0,0,0,67,WC
1023611,[r] | U.S Marine,1,11,1,0,0,0,0,68,WC
524651,Schwifty | Sirjaxism,0,15,1,0,0,0,0,69,WC
2122811,$W@6 | rocketf20,0,8,1,0,0,0,0,69,WC
34804,Barry Allen,0,1,1,0,0,0,0,69,WC
148736,GThree,0,2,1,0,0,0,0,69,WC
1640788,Special K,0,5,1,0,0,0,0,69,WC
268767,markrevival,0,1,1,0,0,0,0,69,WC
725016,Dolfo,0,5,1,0,0,0,0,69,WC
3665,Younger,12,3,0,0,0,1,0,1,EC
12048,K8A,11,3,0,0,0,1,0,2,EC
26187,Slowking,13,4,0,0,0,1,0,3,EC
1942273,Fankriss,9,3,0,0,1,0,0,4,EC
1375808,Epoodle,7,1,0,0,1,0,0,5,EC
184637,Joey Donuts,8,2,0,0,1,0,0,6,EC
581039,I'm Michael BTW,9,3,0,0,1,0,0,7,EC
47497,Ellis,12,7,0,0,1,0,0,8,EC
65777,bobby big ballz,5,0,0,0,1,0,0,9,EC
63940,Weeg,6,1,0,0,1,0,0,10,EC
539984,Ahmad,7,2,0,0,1,0,0,11,EC
138710,Golden,7,2,0,0,1,0,0,11,EC
45726,CS | Faust,6,3,0,1,0,0,0,13,EC
25478,Maruf,9,5,0,0,1,0,0,14,EC
542693,Bbatts,7,4,0,1,0,0,0,15,EC
5869,Joe(y) Bats,8,6,0,0,1,0,0,16,EC
2179108,Mud,7,4,0,1,0,0,0,17,EC
29405,Vianny,9,6,0,1,0,0,0,18,EC
184457,MessiSTL,8,7,0,1,0,0,0,19,EC
283648,MDF | Amor,3,0,0,1,0,0,0,20,EC
45356,OtES,4,2,0,1,0,0,0,21,EC
2148920,thicceon,5,3,0,1,0,0,0,22,EC
49875,Paladin,8,5,0,1,0,0,0,23,EC
7654,Schnurb,6,4,0,1,0,0,0,24,EC
2251343,ClintStevensTV | HungryboxFan304,7,5,0,1,0,0,0,25,EC
11603,Arctic,4,3,0,1,0,0,0,26,EC
31487,Winx Club | Siddward,7,6,0,1,0,0,0,27,EC
40793,MGFC | JorDank,9,9,0,1,0,0,0,28,EC
22088,Nebulous | Jib,4,4,0,1,0,0,0,28,EC
638273,SKY | Matwood,7,7,1,0,0,0,0,28,EC
22595,Aura,2,1,0,1,0,0,0,31,EC
232193,Chiefn_,8,6,0,1,0,0,0,32,EC
47650,shoelegend88,4,5,1,0,0,0,0,33,EC
127997,CW | rabit!,3,4,1,0,0,0,0,34,EC
278295,DadsAkimbo,6,9,1,0,0,0,0,35,EC
152754,Hood,3,12,1,0,0,0,0,36,EC
637179,Sodabro,1,0,1,0,0,0,0,37,EC
533918,Maelstrom,1,1,1,0,0,0,0,38,EC
1194651,gsm | Pound,1,1,1,0,0,0,0,38,EC
1013413,WFL | ABC,4,4,1,0,0,0,0,38,EC
25351,Hell'sLabyrinth,4,5,1,0,0,0,0,41,EC
5630,BKB! | stocmoney,3,4,1,0,0,0,0,42,EC
16478,Anjel,3,4,1,0,0,0,0,42,EC
63581,CableKnit,3,4,1,0,0,0,0,42,EC
2215703,DiMaria,5,7,1,0,0,0,0,45,EC
581230,SmashMouthEgg,2,4,1,0,0,0,0,46,EC
1053202,diddylonglegs,2,4,1,0,0,0,0,46,EC
11945,RULES | Strazz,2,5,1,0,0,0,0,48,EC
1222893,lol | Hero,3,8,1,0,0,0,0,49,EC
1931842,tpyo,3,9,1,0,0,0,0,50,EC
237282,Electroman,2,7,1,0,0,0,0,51,EC
2233473,fssong,2,8,1,0,0,0,0,52,EC
14305,Nard Dawg,1,1,1,0,0,0,0,53,EC
585248,magnumgunn3r,1,1,1,0,0,0,0,53,EC
219838,Lamb's Ear,5,7,1,0,0,0,0,55,EC
657464,CowCowCowCowCow,1,3,1,0,0,0,0,56,EC
582190,rice,1,5,1,0,0,0,0,57,EC
1465414,ruco,1,8,1,0,0,0,0,58,EC
1807916,Shlorp,1,10,1,0,0,0,0,59,EC
1442352,BK_Rib,1,11,1,0,0,0,0,60,EC
2192126,NattyIce,0,4,1,0,0,0,0,61,EC
1796764,Mp drago,0,7,1,0,0,0,0,61,EC
1290774,Honey Nut Cheerios,0,3,1,0,0,0,0,61,EC
27524,JustRhett,0,3,1,0,0,0,0,61,EC
2139952,Boalisk,0,7,1,0,0,0,0,61,EC
1918686,Analog,0,3,1,0,0,0,0,61,EC
2194031,Dorian uwu,0,3,1,0,0,0,0,61,EC
1752009,djweav2k,0,1,1,0,0,0,0,61,EC
