SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1077,Revenge | Gahtzu,NOTAV,5,0,0,0,0,0,0,0,1,1,200.0,215.0,1.0
1088,Scar,WC,7,2,0,0,0,1,0,0,0,-1,0.0,17.0,30.0
2088,ycz6,WC,6,0,0,0,0,1,0,0,0,-1,0.0,16.0,31.0
3661,Hunt,WC,7,7,0,0,1,0,0,0,0,-1,0.0,12.0,39.0
3665,Younger,EC,18,9,0,0,0,1,0,0,0,7,75.0,103.0,6.0
3977,B0XX | Sicca,EC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,38.0
4176,NathanSandwich,WC,8,4,0,0,0,1,0,0,0,13,25.0,43.0,15.0
4205,a-on,WC,9,8,0,0,1,0,0,0,0,-1,0.0,14.0,34.0
4317,Solomon,WC,2,1,0,1,0,0,0,0,0,-1,0.0,3.0,96.0
5724,Wassabi,WC,10,8,0,0,0,1,0,0,0,-1,0.0,20.0,28.0
5869,Joey Bats,EC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,50.0
7194,Gingerham,EC,5,5,0,1,0,0,0,0,0,-1,0.0,6.0,69.0
7297,Tequila,EC,2,11,0,1,0,0,0,0,0,-1,0.0,3.0,96.0
7495,Townes,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
10268,PLEB | Capy,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
10520,CREW | G,WC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,62.0
11945,RULES | Strazz,EC,5,5,0,0,1,0,0,0,0,-1,0.0,10.0,50.0
12137,yingling,WC,17,11,0,0,0,0,1,0,0,13,25.0,57.0,13.0
12453,POOP | Zooty,EC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,119.0
13765,Help,WC,5,5,0,1,0,0,0,0,0,-1,0.0,6.0,69.0
14305,Nard Dawg,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,106.0
14592,ZOOK | Suezo,EC,10,2,0,0,0,1,0,0,0,9,45.0,65.0,11.0
15070,Verdo,EC,8,5,0,0,0,1,0,0,0,13,25.0,43.0,15.0
16066,TG NBR | Panayiotis,EC,11,6,0,0,0,1,0,0,0,-1,0.0,21.0,25.0
16393,Higgins,EC,9,7,0,0,1,0,0,0,0,-1,0.0,14.0,34.0
18722,RE!GN,WC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,106.0
21405,Fire,WC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,106.0
22458,Kandayo,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
22595,Aura,EC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,106.0
25351,Hell'sLabyrinth,EC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,96.0
26387,Phantom Airline,EC,12,7,0,0,0,1,0,0,0,17,10.0,32.0,18.0
26623,B0XX | ADMJ,EC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
28391,Vigilance,WC,3,2,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
28815,doctahdylan,EC,3,9,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
29840,TBD,WC,11,8,0,0,0,1,0,0,0,-1,0.0,21.0,25.0
30804,Frap,WC,2,1,0,0,1,0,0,0,0,-1,0.0,7.0,67.0
31487,Winx Club | Siddward,EC,9,8,0,0,1,0,0,0,0,-1,0.0,14.0,34.0
33458,RustyTrombone,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
34399,BuenasRetas | Cobs,WC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,75.0
34902,Tanooki,WC,9,3,0,0,0,1,0,0,0,17,10.0,29.0,20.0
35271,ATX | Noops,WC,14,9,0,0,0,1,0,0,0,-1,0.0,24.0,22.0
37116,Kürv,WC,3,3,0,1,0,0,0,0,0,5,95.0,99.0,8.0
37865,INDY,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,50.0
38643,RedX,WC,6,3,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
39235,Dream,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,50.0
40793,JorDank,EC,10,16,0,1,0,0,0,0,0,-1,0.0,11.0,42.0
41357,702 | AJ,WC,13,8,0,0,0,1,0,0,0,-1,0.0,23.0,24.0
41374,Anchovy,WC,11,2,0,0,0,0,1,0,0,9,45.0,71.0,9.0
41492,Divine Senator Kelly,WC,3,9,0,1,0,0,0,0,0,-1,0.0,4.0,81.0
46962,LeZagna,EC,15,6,0,0,0,1,0,0,0,7,75.0,100.0,7.0
47650,shoelegend88,EC,4,7,0,1,0,0,0,0,0,-1,0.0,5.0,75.0
48322,AHHHHH | Alice,EC,5,18,0,1,0,0,0,0,0,-1,0.0,6.0,69.0
50933,MIT | Fro116,EC,8,4,0,0,0,1,0,0,0,17,10.0,28.0,21.0
51076,Power Kevin,WC,5,13,0,1,0,0,0,0,0,-1,0.0,6.0,69.0
61570,YC | Peppi | | Pappi,WC,16,2,0,0,0,0,1,0,0,3,150.0,181.0,3.0
