SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1088,Scar,WC,5,1,0,0,0,1,0,0,0,-1,0.0,15.0,37.0
1601,FendrickLamar,EC,5,2,0,0,1,0,0,0,0,-1,0.0,10.0,56.0
2088,ycz6,WC,8,5,0,0,1,0,0,0,0,-1,0.0,13.0,40.0
3977,B0XX | Sicca,EC,14,12,0,0,1,0,0,0,0,-1,0.0,19.0,26.0
4176,NathanSandwich,WC,8,5,0,0,0,1,0,0,0,-1,0.0,18.0,29.0
4317,Solomon,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
4390,Jflex,EC,2,3,0,1,0,0,0,0,0,9,45.0,48.0,14.0
4446,RCS | Chi,EC,12,4,0,0,0,1,0,0,0,7,75.0,97.0,8.0
4929,Melee Stats | Ambisinister,EC,5,1,0,0,1,0,0,0,0,-1,0.0,10.0,56.0
5618,CRACKSHACK | Quiggles,EC,7,4,0,0,0,1,0,0,0,-1,0.0,17.0,35.0
5714,092 | LXIX,EC,4,4,0,0,1,0,0,0,0,-1,0.0,9.0,66.0
5869,Joey Bats,EC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,56.0
7654,Schnurb,EC,9,4,0,0,0,1,0,0,0,-1,0.0,19.0,26.0
7676,MrDrBoi,EC,1,8,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
7764,sfy | Fizz,EC,6,6,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
7962,FreeMelee | Zuppy,EC,10,3,0,0,0,1,0,0,0,4,125.0,145.0,4.0
10228,Flow | Stark,WC,3,2,0,0,1,0,0,0,0,-1,0.0,8.0,71.0
10268,PLEB | Capy,WC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
11945,RULES | Strazz,EC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,79.0
12048,K8A,EC,11,4,0,0,0,0,1,0,0,13,25.0,51.0,13.0
12817,WU | nerodero,WC,2,1,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
13765,Help,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
14049,Fasthands,EC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,66.0
18722,K.H.D | RE!GN,WC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
22088,Nebulous | Jib,EC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
22333,Redcoat,WC,16,7,0,0,0,0,1,0,0,9,45.0,76.0,9.0
22458,Kandayo,WC,1,0,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
22479,Peppi | CrossFitJesus,WC,9,0,0,0,0,0,1,0,0,-1,0.0,24.0,20.0
22595,Aura,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
24423,Talen,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
25351,Hell'sLabyrinth,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,133.0
26187,Slowking,EC,15,4,0,0,0,0,1,0,0,5,95.0,125.0,5.0
26387,Phantom Airline,EC,13,9,0,0,0,1,0,0,0,-1,0.0,23.0,21.0
26623,B0XX | ADMJ,EC,7,6,0,0,1,0,0,0,0,-1,0.0,12.0,43.0
26934,Clay,EC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
27780,IHOP Dan,EC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
28815,doctahdylan,EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
29103,Hexjo,EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
29840,TBD,WC,12,7,0,0,0,1,0,0,0,-1,0.0,22.0,22.0
29984,Broasty,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
30865,Spi,EC,2,8,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
31487,Winx Club | Siddward,EC,5,6,0,1,0,0,0,0,0,-1,0.0,6.0,77.0
32190,Crow,EC,9,3,0,0,0,1,0,0,0,13,25.0,44.0,15.0
33387,pointykitty,WC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
33458,RustyTrombone,WC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,43.0
33655,Mo $,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
34180,Socknose,WC,0,9,0,1,0,0,0,0,0,-1,0.0,1.0,133.0
34351,Simon,EC,4,4,0,0,1,0,0,0,0,-1,0.0,9.0,66.0
36403,Smashdaddy,WC,15,2,0,0,0,0,1,0,0,2,175.0,205.0,2.0
37116,GUG | Kürv,WC,14,5,0,0,0,0,1,0,0,7,75.0,104.0,7.0
37865,INDY,WC,13,12,0,0,1,0,0,0,0,-1,0.0,18.0,29.0
38643,RedX,WC,9,9,0,1,0,0,0,0,0,-1,0.0,10.0,56.0
41374,Anchovy,WC,13,2,0,0,0,0,1,0,0,9,45.0,73.0,11.0
44933,Fleece,WC,1,4,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
45356,OtES,EC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,29.0
47650,shoelegend88,EC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,79.0
48857,hestoned,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
62721,Dirty Lasagna,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
63313,Sneakywill,EC,7,2,0,0,0,1,0,0,0,-1,0.0,17.0,35.0
64692,SANS | Blues Clues,WC,9,1,0,0,0,1,0,0,0,-1,0.0,19.0,26.0
65777,bobby big ballz,NOTAV,3,2,0,0,0,0,0,0,1,3,150.0,163.0,3.0
127639,Neologism,EC,9,4,0,0,0,1,0,0,0,17,10.0,29.0,17.0
128266,EASTJ | Mike,WC,9,14,0,1,0,0,0,0,0,-1,0.0,10.0,56.0
129363,Flow | ESPONJA,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,56.0
134929,IDK,WC,2,7,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
137480,Jpeg | RC,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
147423,FlLFFl,WC,4,6,0,1,0,0,0,0,0,-1,0.0,5.0,79.0
147424,Spiral Cafe | Krudo,EC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,37.0
149076,Fiyah,WC,2,12,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
153599,NS | Frog,EC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,56.0
157615,ight,EC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
171201,Mootook,WC,10,6,0,0,0,1,0,0,0,-1,0.0,20.0,25.0
172046,Saya | QQQ#348,EC,1,11,0,1,0,0,0,0,0,-1,0.0,2.0,116.0
182665,Elysian,WC,8,5,0,0,0,1,0,0,0,17,10.0,28.0,18.0
183677,Yamasaki,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
184545,Pulch,EC,7,8,0,1,0,0,0,0,0,-1,0.0,8.0,71.0
213297,Chompy,WC,8,9,0,0,1,0,0,0,0,-1,0.0,13.0,40.0
213911,jtetter,EC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
215584,LAGr | Travioli,EC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,43.0
221136,Zeeker,NOTAV,3,2,0,0,0,0,0,0,1,5,95.0,108.0,6.0
221423,Typhoon,WC,8,3,0,0,0,1,0,0,0,13,25.0,43.0,16.0
226595,TourGuide,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,85.0
227436,Chet,EC,8,4,0,0,1,0,0,0,0,-1,0.0,13.0,40.0
227672,DumpyComb,EC,5,9,0,1,0,0,0,0,0,-1,0.0,6.0,77.0
230537,hHerb,WC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
254673,Layer,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
260631,Coco,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,47.0
268767,markrevival,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,133.0
269511,SquidTheCat,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,79.0
279722,EP | Justus,WC,8,3,0,0,0,1,0,0,0,17,10.0,28.0,18.0
323499,Edier,WC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
354953,RPG,EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,97.0
363202,Luigi Gang | Brownie,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,133.0
378512,Khoron | Oreo,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,79.0
