SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1092,Connor,WC,2,0,0,0,1,0,0,0,0,-1,0.0,7.0,62.0
2088,ycz6,WC,14,4,0,0,0,0,1,0,0,5,95.0,124.0,5.0
3602,JLo,EC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,77.0
3665,Younger,EC,16,8,0,0,0,0,1,0,0,13,25.0,56.0,11.0
4390,NGG | Jflex,EC,12,3,0,0,0,1,0,0,0,5,95.0,117.0,6.0
4394,Zhyrri,WC,10,4,0,0,0,1,0,0,0,-1,0.0,20.0,25.0
4876,will1v1_ttv,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,68.0
5618,HOLD$DOGE | Crypto Quiggles,EC,8,4,0,0,0,1,0,0,0,13,25.0,43.0,14.0
5869,Joey Bats,EC,9,10,0,0,1,0,0,0,0,-1,0.0,14.0,34.0
10060,PapaNoJohns,WC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
10362,Elk G | Ivayne,WC,10,3,0,0,0,1,0,0,0,-1,0.0,20.0,25.0
10485,DD,WC,6,3,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
10520,CREW | G,WC,7,3,0,0,0,1,0,0,0,-1,0.0,17.0,28.0
11590,Rickeye_rick,WC,4,8,0,1,0,0,0,0,0,-1,0.0,5.0,68.0
11945,CSTR#106 | Strazz,EC,7,7,0,1,0,0,0,0,0,-1,0.0,8.0,59.0
12137,yingling,WC,8,4,0,0,0,1,0,0,0,17,10.0,28.0,18.0
13746,Baja,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,48.0
13765,Help,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,48.0
14305,Nard Dawg,EC,5,2,0,0,1,0,0,0,0,-1,0.0,10.0,48.0
14489,Crow,WC,3,11,0,1,0,0,0,0,0,-1,0.0,4.0,77.0
15070,Verdo,EC,3,1,0,0,1,0,0,0,0,-1,0.0,8.0,59.0
15298,Cowbell,WC,11,5,0,0,0,1,0,0,0,-1,0.0,21.0,21.0
16393,Higgins,EC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
18722,K.H.D | Reign,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,87.0
19651,SC | Lad,EC,11,4,0,0,0,1,0,0,0,-1,0.0,21.0,21.0
19709,Old McJonald,WC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,87.0
21405,Fire,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,48.0
22088,Nebulous | Jib,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,42.0
22458,Kandayo,WC,1,0,0,1,0,0,0,0,0,-1,0.0,2.0,98.0
22491,Ari,WC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,98.0
28663,QTT | Marco,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,48.0
29103,Hexjo,EC,3,2,0,1,0,0,0,0,0,-1,0.0,4.0,77.0
30865,Spi,EC,1,12,0,1,0,0,0,0,0,-1,0.0,2.0,98.0
31487,Siddward,EC,10,9,0,0,1,0,0,0,0,-1,0.0,15.0,31.0
32190,Crow,EC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,38.0
34399,BuenasRetas | Cobs,WC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,54.0
37062,Reaver_King,EC,4,9,0,1,0,0,0,0,0,-1,0.0,5.0,68.0
37116,GUG | Kürv,WC,14,3,0,0,0,0,1,0,0,3,150.0,179.0,3.0
40476,Medz,WC,16,5,0,0,0,0,1,0,0,4,125.0,156.0,4.0
44671,Quaff,NOTAV,7,1,0,0,0,0,0,0,1,1,200.0,217.0,1.0
46231,geg :),EC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,77.0
47501,PP | rocky,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,68.0
47650,shoelegend88,EC,11,10,0,0,1,0,0,0,0,-1,0.0,16.0,30.0
50933,Fro116,EC,15,6,0,0,0,0,1,0,0,9,45.0,75.0,9.0
53655,Frankhoe,EC,7,3,0,0,0,1,0,0,0,17,10.0,27.0,19.0
55166,trades,EC,0,6,0,1,0,0,0,0,0,-1,0.0,1.0,113.0
58670,Savestate,EC,11,6,0,0,0,1,0,0,0,-1,0.0,21.0,21.0
64644,STP,EC,5,6,0,1,0,0,0,0,0,-1,0.0,6.0,66.0
64692,SANS | Blues Clues,WC,9,1,0,0,0,1,0,0,0,-1,0.0,19.0,27.0
64909,Calvin,EC,8,11,0,1,0,0,0,0,0,-1,0.0,9.0,54.0
