SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1030,LFG | Eddy Mexico,NOTAV,1,2,0,0,0,0,0,0,1,9
3665,Younger,NOTAV,0,2,0,0,0,0,0,0,1,17
4390,Jflex,NOTAV,4,2,0,0,0,0,0,0,1,5
10362,Elk G | Ivayne,NOTAV,0,2,0,0,0,0,0,0,1,17
11945,CSTR#106 | Strazz,NOTAV,1,2,0,0,0,0,0,0,1,17
12137,yingling,NOTAV,2,2,0,0,0,0,0,0,1,13
13932,Mango's Friend | Lucky,NOTAV,5,2,0,0,0,0,0,0,1,2
18722,Reign,NOTAV,0,2,0,0,0,0,0,0,1,25
26750,KoDoRiN,NOTAV,5,1,0,0,0,0,0,0,1,1
27527,Megaman,NOTAV,1,2,0,0,0,0,0,0,1,17
29840,TBD,NOTAV,3,2,0,0,0,0,0,0,1,9
31487,Winx Club | Siddward,NOTAV,2,2,0,0,0,0,0,0,1,13
40476,Medz,NOTAV,3,2,0,0,0,0,0,0,1,4
45726,Faust,NOTAV,0,2,0,0,0,0,0,0,1,17
65777,bobby big ballz,NOTAV,4,2,0,0,0,0,0,0,1,3
127639,Neologism,NOTAV,3,2,0,0,0,0,0,0,1,7
135088,LFG | PanterA,NOTAV,3,2,0,0,0,0,0,0,1,7
215584,LAGr | Travioli,NOTAV,2,2,0,0,0,0,0,0,1,13
221136,Zeeker,NOTAV,3,2,0,0,0,0,0,0,1,9
279107,Khryke,NOTAV,5,2,0,0,0,0,0,0,1,5
395730,PQ2 | CPU0,NOTAV,2,2,0,0,0,0,0,0,1,13
484238,Alextrer,NOTAV,0,2,0,0,0,0,0,0,1,17
725508,620 | Megacaat,NOTAV,1,2,0,0,0,0,0,0,1,17
732665,Lama,NOTAV,0,2,0,0,0,0,0,0,1,17
1076996,Newquake,NOTAV,0,2,0,0,0,0,0,0,1,25
1466521,Floods,NOTAV,0,2,0,0,0,0,0,0,1,25
2140092,Jet,NOTAV,3,2,0,0,0,0,0,0,1,9
