SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
3665,Younger,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
4390,NGG | Jflex,NOTAV,6,2,0,0,0,0,0,0,1,3,150,166,3.0
10529,The Leaf,NOTAV,3,2,0,0,0,0,0,0,1,7,75,88,7.0
13932,Mango's Friend | Lucky,NOTAV,2,2,0,0,0,0,0,0,1,5,95,107,5.0
14592,ZOOK | Suezo,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
15504,Umarth,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
16066,TG NBR | Panayiotis,NOTAV,3,2,0,0,0,0,0,0,1,9,45,58,9.0
22479,Peppi | CrossFitJesus,NOTAV,1,2,0,0,0,0,0,0,1,13,25,36,15.0
26750,KoDoRiN,NOTAV,6,1,0,0,0,0,0,0,1,1,200,216,1.0
30197,Ober,NOTAV,2,2,0,0,0,0,0,0,1,13,25,37,13.0
31487,Winx Club | Siddward,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
37116,GUG | Kürv,NOTAV,3,2,0,0,0,0,0,0,1,9,45,58,9.0
41374,Anchovy,NOTAV,2,2,0,0,0,0,0,0,1,9,45,57,12.0
44671,Quaff,NOTAV,0,2,0,0,0,0,0,0,1,25,0,10,25.0
46349,Aura,NOTAV,1,2,0,0,0,0,0,0,1,13,25,36,15.0
54824,Traplord,NOTAV,3,2,0,0,0,0,0,0,1,9,45,58,9.0
64692,SANS | Blues Clues,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
65777,bobby big ballz,NOTAV,2,2,0,0,0,0,0,0,1,5,95,107,5.0
158213,LG | Louis,NOTAV,2,2,0,0,0,0,0,0,1,13,25,37,13.0
173178,LAG,NOTAV,1,2,0,0,0,0,0,0,1,17,10,21,17.0
267849,TG | Mot$,NOTAV,2,2,0,0,0,0,0,0,1,7,75,87,8.0
395730,PQ2 | CPU0,NOTAV,1,2,0,0,0,0,0,0,1,17,10,21,17.0
508967,Goosekhan,NOTAV,5,2,0,0,0,0,0,0,1,4,125,140,4.0
694497,IMP | Ben,NOTAV,4,2,0,0,0,0,0,0,1,2,175,189,2.0
2029721,Ghost Rider,NOTAV,0,2,0,0,0,0,0,0,1,17,10,20,19.0
