SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1077,Revenge | Gahtzu,NOTAV,5,2,0,0,0,0,0,0,1,4
2088,ycz6,WC,12,2,0,0,0,0,1,0,0,9
3602,JLo,EC,4,7,0,1,0,0,0,0,0,-1
3665,Younger,EC,3,4,0,1,0,0,0,0,0,-1
3949,Project Pat,WC,2,1,0,0,1,0,0,0,0,-1
3977,B0XX | Sicca,EC,7,2,0,0,0,1,0,0,0,-1
4127,Toph,WC,7,3,0,0,0,1,0,0,0,17
4390,NGG | Jflex,NOTAV,3,2,0,0,0,0,0,0,1,9
4748,GST | Ryobeat,EC,10,4,0,0,0,1,0,0,0,5
4929,Melee Stats | Ambisinister,EC,5,1,0,0,1,0,0,0,0,-1
5618,CRACKSHACK | Quiggles,EC,8,6,0,0,1,0,0,0,0,-1
5869,Joey Bats,EC,5,9,0,0,1,0,0,0,0,-1
6839,Drephen,EC,13,3,0,0,0,0,1,0,0,5
10060,PapaNoJohns,WC,6,4,0,0,1,0,0,0,0,-1
10067,icecream,WC,2,7,0,1,0,0,0,0,0,-1
10362,Elk G | Ivayne,WC,1,1,0,1,0,0,0,0,0,-1
10666,SF | Herrán,WC,17,7,0,0,0,0,1,0,0,7
11945,RULES | Strazz,EC,4,4,0,0,1,0,0,0,0,-1
12137,yingling,WC,14,11,0,0,0,1,0,0,0,-1
13765,Help,WC,4,4,0,1,0,0,0,0,0,-1
13932,Mango's Friend | Lucky,NOTAV,8,1,0,0,0,0,0,0,1,1
15070,Verdo,EC,6,4,0,0,1,0,0,0,0,-1
15298,Cowbell,WC,6,4,0,0,1,0,0,0,0,-1
16164,Kitsune,WC,2,0,0,0,1,0,0,0,0,-1
18722,RE!GN,WC,1,2,0,1,0,0,0,0,0,-1
19651,SC | Lad,EC,5,2,0,0,1,0,0,0,0,-1
21405,Fire,WC,5,9,0,1,0,0,0,0,0,-1
22088,Nebulous | Jib,EC,5,2,0,0,1,0,0,0,0,-1
22458,Kandayo,WC,3,4,0,1,0,0,0,0,0,-1
26750,KoDoRiN,WC,10,2,0,0,0,1,0,0,0,2
29840,TBD,WC,6,4,0,0,1,0,0,0,0,-1
29984,Broasty,EC,2,3,0,1,0,0,0,0,0,-1
31487,Winx Club | Siddward,EC,9,6,0,0,0,1,0,0,0,-1
34399,BuenasRetas | Cobs,WC,5,8,0,1,0,0,0,0,0,-1
36538,Bayløck,EC,3,4,0,1,0,0,0,0,0,-1
37116,GUG | Kürv,WC,13,6,0,0,0,1,0,0,0,13
37865,INDY,WC,9,7,0,0,0,1,0,0,0,-1
38643,RedX,WC,7,7,0,1,0,0,0,0,0,-1
39235,Dream,WC,5,2,0,0,1,0,0,0,0,-1
40476,Medz,NOTAV,1,2,0,0,0,0,0,0,1,9
45356,OtES,EC,4,6,0,1,0,0,0,0,0,-1
50933,MIT | Fro116,EC,12,5,0,0,0,0,1,0,0,17
61570,YC | Peppi | | Pappi,WC,3,0,0,0,1,0,0,0,0,-1
