SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1077,Revenge | Gahtzu,NOTAV,5,0,0,0,0,0,0,0,1,1
1088,Scar,WC,7,2,0,0,0,1,0,0,0,-1
2088,ycz6,WC,6,0,0,0,0,1,0,0,0,-1
3661,Hunt,WC,7,7,0,0,1,0,0,0,0,-1
3665,Younger,EC,18,9,0,0,0,1,0,0,0,7
3977,B0XX | Sicca,EC,8,7,0,0,1,0,0,0,0,-1
4176,NathanSandwich,WC,8,4,0,0,0,1,0,0,0,13
4205,a-on,WC,9,8,0,0,1,0,0,0,0,-1
4317,Solomon,WC,2,1,0,1,0,0,0,0,0,-1
5724,Wassabi,WC,10,8,0,0,0,1,0,0,0,-1
5869,Joey Bats,EC,5,3,0,0,1,0,0,0,0,-1
7194,Gingerham,EC,5,5,0,1,0,0,0,0,0,-1
7297,Tequila,EC,2,11,0,1,0,0,0,0,0,-1
7495,Townes,EC,6,4,0,0,1,0,0,0,0,-1
10268,PLEB | Capy,WC,3,5,0,1,0,0,0,0,0,-1
10520,CREW | G,WC,4,2,0,0,1,0,0,0,0,-1
11945,RULES | Strazz,EC,5,5,0,0,1,0,0,0,0,-1
12137,yingling,WC,17,11,0,0,0,0,1,0,0,13
12453,POOP | Zooty,EC,0,4,0,1,0,0,0,0,0,-1
13765,Help,WC,5,5,0,1,0,0,0,0,0,-1
14305,Nard Dawg,EC,1,2,0,1,0,0,0,0,0,-1
14592,ZOOK | Suezo,EC,10,2,0,0,0,1,0,0,0,9
15070,Verdo,EC,8,5,0,0,0,1,0,0,0,13
16066,TG NBR | Panayiotis,EC,11,6,0,0,0,1,0,0,0,-1
16393,Higgins,EC,9,7,0,0,1,0,0,0,0,-1
18722,RE!GN,WC,1,1,0,1,0,0,0,0,0,-1
21405,Fire,WC,1,3,0,1,0,0,0,0,0,-1
22458,Kandayo,WC,3,3,0,1,0,0,0,0,0,-1
22595,Aura,EC,1,1,0,1,0,0,0,0,0,-1
25351,Hell'sLabyrinth,EC,2,2,0,1,0,0,0,0,0,-1
26387,Phantom Airline,EC,12,7,0,0,0,1,0,0,0,17
26623,B0XX | ADMJ,EC,6,5,0,0,1,0,0,0,0,-1
