SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1016,Fiction,WC,18,6,0,0,0,0,1,0,1,293.0,7.0
1017,S2J,NOTAV,6,4,0,0,0,0,0,0,2,246.0,8.0
1019,CLG. | SFAT,WC,16,6,0,0,0,1,0,0,1,361.0,5.0
1077,Revenge | Gahtzu,EC,14,2,0,0,0,1,0,0,1,384.0,2.0
1621,bensw,WC,1,5,0,1,0,0,0,0,0,2.0,99.0
3561,Ginger,EC,24,6,0,0,0,0,1,0,1,424.0,1.0
3734,Hulka,WC,9,6,0,0,0,1,0,0,0,29.0,41.0
4127,MIOM | Toph,WC,8,5,0,0,0,1,0,0,0,28.0,42.0
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,8.0,73.0
4748,GST | Ryobeat,EC,6,2,0,0,1,0,0,0,0,11.0,62.0
4864,Theftz,WC,6,13,0,2,0,0,0,0,0,8.0,73.0
5618,ANTIFA CEO | Quiggles,EC,37,37,0,1,0,2,0,0,0,103.0,17.0
6700,JCubez,EC,8,2,0,0,0,1,0,0,0,93.0,20.0
7149,Trail,EC,10,7,0,0,0,1,0,0,0,30.0,40.0
7201,.Ðempt,EC,29,22,0,0,1,1,0,0,0,114.0,15.0
10485,DD,WC,31,18,0,0,0,3,0,0,0,136.0,11.0
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,63.0,26.0
11945,Strazz,EC,6,20,0,3,0,0,0,0,0,9.0,69.0
12137,yingling,WC,27,24,0,0,1,0,1,0,0,72.0,23.0
12353,Twisty,EC,15,8,0,0,1,1,0,0,0,120.0,13.0
13622,Blu-J,EC,0,2,0,1,0,0,0,0,0,1.0,112.0
13748,,WC,8,2,0,0,0,1,0,0,0,113.0,16.0
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,3.0,91.0
14617,DiscipleOfBorp,WC,4,11,0,1,0,0,0,0,0,5.0,82.0
15298,Cowbell,WC,13,10,0,0,1,0,0,0,0,18.0,49.0
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,3.0,91.0
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,47.0,30.0
16066,TG NBR | Panos,EC,4,4,0,0,1,0,0,0,0,9.0,69.0
18722,K.H.D | Reign,WC,2,15,0,1,0,0,0,0,0,3.0,91.0
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,18.0,49.0
21215,Dom,EC,14,6,0,0,0,1,0,0,0,99.0,18.0
21525,Kaptinkillem,WC,6,4,0,0,1,0,0,0,0,11.0,62.0
21661,GLR | JAM,EC,17,7,0,0,0,0,1,0,0,42.0,34.0
23920,GHQ | Zamu,EC,10,5,0,0,0,1,0,0,0,65.0,24.0
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,9.0,69.0
26153,DarkGenex,EC,11,10,0,0,1,0,0,0,0,16.0,52.0
26750,KoDoRiN,WC,15,7,0,0,0,1,0,0,2,340.0,6.0
27527,Megaman,WC,18,19,0,0,1,1,0,0,0,43.0,32.0
27862,Musashi,WC,12,9,0,0,1,1,0,0,0,27.0,46.0
28793,Light,WC,12,6,0,0,0,1,0,0,0,32.0,39.0
29840,TBD,WC,14,9,0,0,0,1,0,0,0,34.0,38.0
33387,pointykitty,WC,1,19,0,1,0,0,0,0,0,2.0,99.0
34266,WOMB#619 | Wombat,WC,3,7,0,1,0,0,0,0,0,4.0,85.0
