SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7,PWeek8,PWeek9,PWeek10,PWeek11,PWeek12
65598.0,rickey_kc,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
65760.0,Albuh,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
65777.0,bobby big ballz,12,11,9.0,4.0,3.0,4,7,1,2,2,-1,1,3,2
67516.0,jeff | raid shadow legends,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
68728.0,Flowers,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
69524.0,Dusk,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
70796.0,BHC | Evan,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
71263.0,Cyan Can,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
71442.0,Wiza,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
127639.0,Neologism,2,2,-2.0,-2.0,-2.0,17,13,-2,-2,-2,-2,-2,-2,-2
127997.0,(SECONDARIES) | Skittles,3,2,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,13,13,-1
129261.0,Zura,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
129363.0,Flow | ESPONJA,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
129781.0,LL | Duky,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
130672.0,Soltrain,5,0,-2.0,-2.0,-2.0,-1,-1,-1,-2,-2,-2,-1,-2,-1
130746.0,TZ | Morrito,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
131635.0,afx,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
132188.0,Dandy,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
132537.0,RG | Far!,2,2,-2.0,-2.0,-2.0,-2,5,17,-2,-2,-2,-2,-2,-2
132627.0,Farko,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
132938.0,RU | Midnight Blue,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
133666.0,404 YC | Salt,2,2,-2.0,-2.0,-2.0,-2,9,-2,-2,-2,-2,13,-2,-2
135088.0,LFG | PanterA,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,9,-2,-2,-2,-2
135157.0,billybopeep,1,1,17.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
135795.0,Luke,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
138710.0,Golden,2,2,9.0,-2.0,-2.0,-2,-2,-2,7,-2,-2,-2,-2,-2
144133.0,YBBT | leroydankins,6,0,-2.0,-2.0,-1.0,-2,-2,-1,-1,-2,-2,-1,-1,-1
144798.0,akir,2,2,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,17,9
145075.0,blazerboy,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
147251.0,GS | TreyTheTrashman,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
147424.0,Spiral Cafe | Krudo,1,1,-2.0,-2.0,-2.0,9,-2,-2,-2,-2,-2,-2,-2,-2
147811.0,Dawson,2,1,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,7,-2,-2,-2
148200.0,Big Pivot,5,0,-2.0,-1.0,-1.0,-2,-2,-1,-2,-2,-1,-2,-1,-2
149952.0,Jakespeare,2,0,-2.0,-2.0,-1.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
150123.0,TPN,2,2,-2.0,-2.0,-2.0,-2,-2,-2,13,-2,-2,-2,-2,17
150888.0,Shy,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
152430.0,HWY | ybot,1,1,-2.0,-2.0,-2.0,-2,17,-2,-2,-2,-2,-2,-2,-2
152800.0,not NJ wally | wally,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
152940.0,CLEM#112 | Clem,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
153138.0,ZouL,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
153254.0,Slemdog,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
153308.0,Mac,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
153334.0,Silkylaroux,2,0,-2.0,-2.0,-2.0,-1,-2,-1,-2,-2,-2,-2,-2,-2
153599.0,NS | Frog,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
155077.0,radvillainy,2,0,-1.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
156511.0,Nate,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
156518.0,Lust,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
157615.0,ight,7,1,-2.0,-2.0,17.0,-1,-1,-2,-1,-2,-2,-1,-1,-1
157632.0,TurboThot,2,0,-2.0,-1.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
158003.0,Mono,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
158148.0,Chewy,3,0,-1.0,-2.0,-2.0,-2,-1,-1,-2,-2,-2,-2,-2,-2
158416.0,lowqualityjpeg,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
162779.0,FISA | JoJo,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
164047.0,CG | Firebolt,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
170695.0,Chidoe,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
170887.0,Ahung,2,0,-2.0,-2.0,-2.0,-2,-1,-1,-2,-2,-2,-2,-2,-2
171034.0,Den,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-1,-2,-2,-2,-2,-2
171111.0,UARK | VentusWK,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
173178.0,LAG,7,3,-2.0,-2.0,-2.0,-1,-1,9,17,-2,-2,-1,-1,13
174790.0,Mounir,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
175324.0,Dandy,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
175446.0,DJAN,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
175490.0,QoT | Cruelscotty,4,0,-2.0,-2.0,-2.0,-1,-1,-2,-2,-2,-2,-1,-1,-2
175669.0,H19 | chaka,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
176333.0,Wrong Doug,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
176387.0,Badboi,2,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-1,-2,-2,-2,-2
178194.0,foxmcchicken,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
182665.0,Elysian,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
183280.0,WW | Lemonjuices,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
183400.0,Doctor Dank,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
183677.0,Yamasaki,6,0,-2.0,-2.0,-2.0,-1,-2,-2,-1,-1,-2,-1,-1,-1
184545.0,Pulch,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
184637.0,Joey Donuts,3,2,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,17,13,-2
185178.0,Captain Koala,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
185618.0,Captain G,2,1,13.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
186967.0,Bug Juice | Snorlaxative,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
193839.0,Loki,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
205873.0,Funktrocious,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
213911.0,jtetter,6,0,-2.0,-2.0,-2.0,-2,-2,-1,-1,-1,-1,-1,-1,-2
217541.0,noChill,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
219761.0,volt.,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-1,-2,-2,-2
219919.0,Frozone,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
221136.0,Zeeker,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
221423.0,Typhoon,6,2,-2.0,-2.0,-2.0,-2,-2,-1,13,17,-1,-1,-2,-1
223503.0,Rigo Bigo,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
225081.0,:3 | fenceturtle,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,13,-2,-2,-2,-2
225396.0,Sor,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
227242.0,SquirtlSquad,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
228514.0,dabt,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
229216.0,KaiKwonDo,3,0,-2.0,-1.0,-2.0,-2,-1,-1,-2,-2,-2,-2,-2,-2
230350.0,AR0,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
230537.0,hHerb,3,0,-2.0,-2.0,-2.0,-1,-2,-1,-2,-2,-2,-2,-2,-1
231685.0,DMT,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
232213.0,MikeDrop,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-1,-1,-2,-2
232446.0,ash6,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
233850.0,E-tie,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
237282.0,Electroman,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
241260.0,Alex18+,3,1,-1.0,25.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
247698.0,UCI | Kavi,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
250581.0,Fizz,2,2,-2.0,9.0,-2.0,9,-2,-2,-2,-2,-2,-2,-2,-2
253180.0,Yuki08,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
255496.0,ericiscool.net,6,1,-1.0,-2.0,17.0,-2,-2,-1,-2,-1,-2,-1,-2,-1
257025.0,2Framez,2,0,-1.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
257100.0,Yosemite Dabbs,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
257406.0,Lotfy,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,9,-2,-2,-2,-2
259437.0,Daddy Icey,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
260286.0,24 | Mamba!,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
264211.0,BLM | Rats!,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
265808.0,NOOT,3,2,-1.0,-2.0,-2.0,7,-2,-2,13,-2,-2,-2,-2,-2
267849.0,TG | Mot$,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,9,-2,-2,-2
268767.0,markrevival,6,0,-2.0,-2.0,-1.0,-1,-1,-1,-2,-1,-1,-2,-2,-2
269238.0,91,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-1,-2,-2
275884.0,Maljo,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-1,-1,-2,-2
275922.0,Otto_Zone,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
276041.0,Kettering,5,0,-2.0,-2.0,-2.0,-2,-1,-1,-1,-1,-2,-2,-1,-2
278295.0,ItsDad,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-1
278800.0,Cabbage Man,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
279107.0,Khryke,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,13
279722.0,EP | Justus,3,2,17.0,-2.0,7.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
279757.0,Velos,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
279871.0,KLAWHAU5,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
286517.0,Thad <3,6,0,-1.0,-1.0,-2.0,-1,-2,-1,-2,-1,-2,-2,-2,-1
286931.0,Egg$,2,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,7,-2
287526.0,MacTheStampede,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
287743.0,ASH | Oig,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
288395.0,jams,2,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
288850.0,Wasp,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
294260.0,ABG | salami,1,1,17.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
301566.0,JustJoshin,3,0,-2.0,-1.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
310321.0,TC | BuyMyMixTape,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
312097.0,Nyte,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
312135.0,AlyJ,1,1,-2.0,-2.0,-2.0,-2,-2,9,-2,-2,-2,-2,-2,-2
312286.0,Droog,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
315101.0,Rozu,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
324561.0,Soonsay,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,5,-2
325974.0,SDJ,1,1,-2.0,-2.0,9.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
327212.0,IWI | Marrgasm,5,2,-1.0,17.0,-2.0,-2,17,-2,-2,-1,-2,-1,-2,-2
328838.0,PeS | Puppy,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
329160.0,ZUTH | Zuthane,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
329937.0,LanTurN,3,0,-2.0,-2.0,-1.0,-1,-2,-2,-2,-2,-1,-2,-2,-2
330200.0,TT | Dair,2,0,-2.0,-2.0,-2.0,-1,-1,-2,-2,-2,-2,-2,-2,-2
353165.0,Milo,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
354953.0,RPG,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
357233.0,Afron,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
360229.0,BEBO,7,0,-2.0,-2.0,-2.0,-2,-2,-1,-1,-1,-1,-1,-1,-1
364725.0,LUNK#783 | dom,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
367758.0,Rose,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
370970.0,Mahik,1,1,-2.0,-2.0,-2.0,-2,-2,-2,17,-2,-2,-2,-2,-2
391890.0,TheFormuoli,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
395730.0,PQ2 | CPU0,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
401761.0,pope | lean,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
407228.0,K.YUNG,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
407878.0,Slump,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
413573.0,John,2,0,-2.0,-2.0,-1.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
413758.0,Exia,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
418246.0,2five3 | Templar,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
418257.0,CardsNG,2,1,-2.0,-2.0,-2.0,-2,-2,-2,-1,17,-2,-2,-2,-2
418740.0,ManRay,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
420458.0,Jorge,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
424095.0,Frost | JJK,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
425209.0,Acuna,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
425930.0,Syched,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
436506.0,NeedLesFestival,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
448153.0,Neenor,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
451734.0,CID,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-1,-2,-2
465131.0,Hunybear,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
466221.0,Melo,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-1,-2,-2
472971.0,yBaS | MaxJacks,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
478083.0,saacdaddy,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
483428.0,DCG | Spots,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
493224.0,Fitz,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-1,-2,-2
507912.0,Top Shelf | Dulbasaur,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
508569.0,eh | sickø,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
508959.0,BCM | veggies,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-1
512704.0,Axis,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
520837.0,Neck,4,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-1,-1,-1
525553.0,Fux McLoud,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
526019.0,CSR | Tezlik,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
528737.0,3OutChange,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
530964.0,Heatedchaos,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
538935.0,Jangu,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
558076.0,EOKA | Christos,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
573832.0,Egsid,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
582190.0,rice,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
585236.0,306 | Amrak,3,2,-1.0,13.0,5.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
585248.0,magnumgunn3r,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
598192.0,PeÃ±a,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
617254.0,N8V,2,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
618857.0,Lamdin,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
619715.0,Porkaye,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,17,-2,-2,-2
623333.0,ParkedInTraffic | Commas,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
627118.0,Pipe,10,1,-1.0,-1.0,-2.0,-1,17,-1,-1,-2,-1,-1,-1,-1
637179.0,Sodabro,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
637232.0,Jazzy,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
641180.0,Luppi,2,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
654514.0,probably high,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
657175.0,Bobakanoosh,2,0,-2.0,-2.0,-2.0,-1,-2,-1,-2,-2,-2,-2,-2,-2
657464.0,CowCowCowCowCow,7,5,-2.0,25.0,17.0,-2,-2,13,-1,17,17,-2,-1,-2
682345.0,Rive,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-1,-2,-2,-2,-2,-2
694497.0,IMP | Ben,7,7,-2.0,-2.0,-2.0,-2,5,4,4,3,9,-2,9,4
694759.0,snek,3,0,-2.0,-2.0,-2.0,-1,-1,-2,-1,-2,-2,-2,-2,-2
700566.0,olé,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
703647.0,LVD | Super,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
709843.0,Chem,1,1,13.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
718293.0,Nico,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
725508.0,620 | Megacaat,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
735376.0,CVSmashMods | Ripn,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
748365.0,ledgefiend,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
776417.0,GSG,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
782984.0,Blanks,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
786226.0,Noodle,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
789026.0,Douglas.J.Gov,2,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-1,-2,-2
819230.0,Willy P,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-1
835002.0,Jesuscametwice,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
843799.0,Snoos,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
852916.0,Krizski,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
856699.0,Logan,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
858866.0,SLO | GrizzlyBair,2,0,-2.0,-2.0,-2.0,-1,-2,-1,-2,-2,-2,-2,-2,-2
862074.0,snacklepackle,4,1,-2.0,-2.0,-2.0,-1,17,-1,-2,-2,-2,-2,-2,-1
865922.0,SRN | Soulrifle211,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
880372.0,Good1ife,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
885830.0,HorseGirl420,2,0,-2.0,-2.0,-2.0,-2,-1,-1,-2,-2,-2,-2,-2,-2
897815.0,moscow mich,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
925369.0,Fishpaste,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
927948.0,cliché,6,2,9.0,17.0,-2.0,-1,-1,-1,-1,-2,-2,-2,-2,-2
950362.0,EWA | ERGonomics,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
954582.0,winismine,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
956568.0,Night,2,0,-2.0,-2.0,-2.0,-2,-2,-1,-1,-2,-2,-2,-2,-2
959920.0,Xarique,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
982735.0,MordecaiPielord,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-1,-1
998814.0,Stiv,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1007304.0,Phorox,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
1016100.0,CurvedFat,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1034300.0,Oz,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-1
1044913.0,Majora,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
1047164.0,lemon,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1056142.0,Gerbungis,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1065944.0,Juuuuurien,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1075428.0,sameeyell,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1077081.0,LilMitts,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1086597.0,TCM | MrG,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1094290.0,SudoJoe,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-1,-2,-2,-2,-2
