SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,83.0,40.0
1016,Fiction,WC,18,6,0,0,0,0,1,0,1,293.0,12.0
1017,S2J,WC,31,7,0,0,0,0,1,0,4,856.0,3.0
1019,CLG. | SFAT,WC,40,13,0,0,0,1,1,0,4,1030.0,1.0
1030,LFG | Eddy Mexico,WC,12,3,0,0,0,0,1,0,0,102.0,34.0
1077,Revenge | Gahtzu,EC,16,4,0,0,0,1,0,0,2,491.0,7.0
1621,bensw,WC,1,5,0,1,0,0,0,0,0,2.0,248.0
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,21.0,110.0
3299,Vish,WC,10,6,0,0,0,1,0,0,0,45.0,69.0
3499,Boy,WC,12,8,0,0,0,1,0,0,0,22.0,103.0
3561,Ginger,EC,27,8,0,0,0,0,1,0,2,587.0,6.0
3734,Hulka,WC,16,10,0,0,0,2,0,0,0,71.0,45.0
4127,MIOM | Toph,WC,8,5,0,0,0,1,0,0,0,28.0,88.0
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,8.0,179.0
4317,Solo.,WC,10,9,0,0,1,0,0,0,0,15.0,126.0
4390,NGG | Jflex,EC,13,4,0,0,0,1,0,0,0,68.0,48.0
4647,Gaz,WC,14,9,0,0,1,1,0,0,0,29.0,82.0
4738,Young,EC,18,7,0,0,0,0,1,0,0,108.0,30.0
4748,GST | Ryobeat,EC,14,4,0,0,1,1,0,0,0,54.0,61.0
4864,Theftz,WC,6,13,0,2,0,0,0,0,0,8.0,179.0
5050,Troy,WC,5,18,0,1,0,0,0,0,0,6.0,203.0
5457,Bones,EC,28,7,0,0,0,1,2,0,0,198.0,16.0
5618,ANTIFA CEO | Quiggles,EC,91,77,0,1,1,5,0,0,0,202.0,15.0
6700,JCubez,EC,52,22,0,0,0,5,0,0,0,332.0,11.0
7149,Trail,EC,21,11,0,0,0,1,1,0,0,56.0,58.0
7201,.Ðempt,EC,29,22,0,0,1,1,0,0,0,114.0,29.0
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,10.0,163.0
10362,Elk G | Ivayne,WC,18,8,0,0,1,1,0,0,0,33.0,78.0
10485,DD,WC,62,35,0,1,0,6,0,0,0,233.0,14.0
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,63.0,54.0
11603,Arctic,EC,18,16,0,0,2,0,0,0,0,28.0,88.0
11945,Strazz,EC,6,20,0,3,0,0,0,0,0,9.0,174.0
12137,yingling,WC,39,32,0,0,1,1,1,0,0,94.0,37.0
12353,Twisty,EC,15,8,0,0,1,1,0,0,0,120.0,27.0
13385,ePG | Chevy,WC,12,6,0,0,0,1,0,0,0,67.0,49.0
13622,Blu-J,EC,0,2,0,1,0,0,0,0,0,1.0,267.0
13664,codeman,EC,7,4,0,0,1,0,0,0,0,12.0,148.0
13748,Null,WC,19,5,0,0,0,1,1,0,0,149.0,23.0
13765,Help,WC,24,26,0,2,1,0,0,0,0,31.0,80.0
13932,Mango's Friend | Lucky,WC,3,2,0,0,0,0,0,0,1,108.0,30.0
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,3.0,241.0
14617,DiscipleOfBorp,WC,4,11,0,1,0,0,0,0,0,5.0,215.0
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,1.0,267.0
15298,Cowbell,WC,32,20,0,0,1,2,0,0,0,57.0,57.0
15390,Tammerath,EC,5,3,0,0,1,0,0,0,0,10.0,163.0
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,12.0,148.0
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,3.0,241.0
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,47.0,67.0
16066,TG NBR | Panos,EC,15,10,0,0,1,1,0,0,0,55.0,60.0
16393,Higgins,EC,14,7,0,0,0,1,0,0,0,49.0,64.0
18722,K.H.D | Reign,WC,4,18,0,2,0,0,0,0,0,6.0,203.0
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,18.0,116.0
21215,Dom,EC,14,6,0,0,0,1,0,0,0,99.0,36.0
21525,Kaptinkillem,WC,14,11,0,0,2,0,0,0,0,24.0,101.0
21661,GLR | JAM,EC,39,19,0,0,0,2,1,0,0,94.0,37.0
22479,GEM | CrossFitJesus,WC,11,5,0,0,0,1,0,0,0,31.0,80.0
22688,ROFL,WC,14,11,0,0,1,0,0,0,0,19.0,114.0
22848,darkwizard123,WC,11,7,0,0,0,1,0,0,0,21.0,110.0
22937,USF | Quadae,EC,10,9,0,0,1,0,0,0,0,40.0,72.0
23920,GHQ | Zamu,EC,10,5,0,0,0,1,0,0,0,65.0,52.0
24423,Talen,EC,7,6,0,1,1,0,0,0,0,13.0,141.0
25478,Maruf,EC,13,7,0,0,1,1,0,0,0,38.0,73.0
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,9.0,174.0
26153,DarkGenex,EC,26,18,0,0,1,1,0,0,0,41.0,71.0
26387,Phantom Airline,EC,13,4,0,0,1,1,0,0,0,28.0,88.0
26579,Zave,WC,7,11,0,0,1,0,0,0,0,12.0,148.0
26701,dirtyDev,WC,6,7,0,1,0,0,0,0,0,7.0,190.0
26750,KoDoRiN,WC,41,19,0,0,1,3,0,0,3,761.0,4.0
27527,Megaman,WC,26,26,0,0,2,1,0,0,0,56.0,58.0
27638,Panda,EC,9,2,0,0,0,0,1,0,0,34.0,76.0
27862,Musashi,WC,12,9,0,0,1,1,0,0,0,27.0,96.0
28793,Light,WC,12,6,0,0,0,1,0,0,0,32.0,79.0
29840,TBD,WC,33,16,0,0,0,3,0,0,0,83.0,40.0
30581,Jolf,WC,10,15,0,1,0,0,0,0,0,11.0,158.0
30865,Spi,EC,6,12,0,1,0,0,0,0,0,7.0,190.0
31090,punished | gelp,WC,3,5,0,1,0,0,0,0,0,4.0,223.0
31658,early,WC,1,5,0,1,0,0,0,0,0,2.0,248.0
33371,Fraud,WC,6,11,0,1,0,0,0,0,0,7.0,190.0
33387,pointykitty,WC,9,48,0,4,0,0,0,0,0,13.0,141.0
34266,WOMB#619 | Wombat,WC,7,20,0,3,0,0,0,0,0,10.0,163.0
34980,Crispy | Chango,WC,9,3,0,0,0,1,0,0,0,29.0,82.0
35423,Gaz333,WC,8,4,0,0,1,0,0,0,0,13.0,141.0
36990,Trock,WC,15,9,0,0,0,1,0,0,0,50.0,63.0
37116,GUG | Kürv,WC,34,13,0,0,0,2,1,0,0,274.0,13.0
38175,W8ASec,WC,7,7,0,0,1,0,0,0,0,12.0,148.0
38201,Blue Jay,WC,1,2,0,1,0,0,0,0,0,2.0,248.0
38567,Android 0,WC,11,2,0,0,0,1,0,0,0,116.0,28.0
38643,RedX,WC,35,33,0,1,3,0,0,0,0,51.0,62.0
40403,Pawn,WC,22,69,0,7,0,0,0,0,0,29.0,82.0
41211,Denzill,WC,6,6,0,0,1,0,0,0,0,11.0,158.0
41492,Divine Senator Kelly,WC,11,8,0,0,2,0,0,0,0,21.0,110.0
45356,OtES,EC,16,22,0,1,1,0,0,0,0,22.0,103.0
47650,shoelegend88,EC,11,8,0,0,1,0,0,0,0,16.0,124.0
47866,Erik,EC,71,32,0,0,0,0,5,0,0,371.0,10.0
48578,LoneCubone,EC,0,3,0,1,0,0,0,0,0,1.0,267.0
50047,ScrubUp,WC,22,18,0,0,1,1,0,0,0,37.0,75.0
51055,bird | unlucky,WC,7,14,0,1,0,0,0,0,0,8.0,179.0
51488,Maher,EC,9,3,0,0,0,1,0,0,0,44.0,70.0
51608,Vitro,WC,4,6,0,1,0,0,0,0,0,5.0,215.0
53112,8-bit | dansdaman,WC,8,4,0,0,0,1,0,0,0,18.0,116.0
53131,DHB | IggyNieves,WC,9,7,0,0,1,0,0,0,0,14.0,137.0
53365,Ringler,WC,1,11,0,1,0,0,0,0,0,2.0,248.0
54316,Stone,EC,5,5,0,1,0,0,0,0,0,6.0,203.0
54390,Bonn Esports | Question,EC,33,21,0,0,0,2,0,0,0,63.0,54.0
55354,Travy,EC,22,29,0,1,1,0,0,0,0,28.0,88.0
56287,Sporsinick,EC,6,7,0,1,0,0,0,0,0,7.0,190.0
60696,FM | Cilan,WC,36,24,0,0,0,3,0,0,0,101.0,35.0
61570,YC | Pappi,WC,32,12,0,0,0,3,0,0,0,167.0,19.0
61640,CAPTwheatroll,EC,5,20,0,1,0,0,0,0,0,6.0,203.0
61873,306 | Polo,WC,8,3,0,0,0,1,0,0,0,28.0,88.0
61897,PEP | LSD,EC,56,12,0,0,0,0,3,0,2,726.0,5.0
63720,TNC | n3zModGod,WC,2,0,0,0,1,0,0,0,0,7.0,190.0
64260,Hellraid,WC,0,24,0,1,0,0,0,0,0,1.0,267.0
64644,STP,EC,26,34,0,3,0,0,0,0,0,29.0,82.0
64692,SANS | Blues Clues,WC,61,28,0,0,0,4,1,0,1,406.0,9.0
65566,Miranda,EC,5,14,0,2,0,0,0,0,0,7.0,190.0
65598,rickey_kc,EC,3,3,0,1,0,0,0,0,0,4.0,223.0
65777,bobby big ballz,WC,49,18,0,0,0,1,1,0,5,1019.0,2.0
127639,Neologism,EC,26,11,0,0,0,1,1,0,0,86.0,39.0
130672,Soltrain,WC,11,10,0,1,2,0,0,0,0,22.0,103.0
132537,RG | Far!,WC,22,5,0,0,0,0,2,0,0,157.0,21.0
133666,404 YC | Salt,WC,11,4,0,0,0,1,0,0,0,66.0,50.0
135157,billybopeep,WC,8,6,0,0,0,1,0,0,0,28.0,88.0
138710,Golden,EC,17,6,0,0,0,2,0,0,0,157.0,21.0
144133,YBBT | leroydankins,WC,11,18,0,2,1,0,0,0,0,18.0,116.0
147251,GS | TreyTheTrashman,WC,3,4,0,1,0,0,0,0,0,4.0,223.0
147424,Spiral Cafe | Krudo,EC,14,3,0,0,0,0,1,0,0,74.0,44.0
147811,Dawson,EC,9,8,0,0,1,0,0,0,0,14.0,137.0
148200,Big Pivot,WC,7,54,0,3,0,0,0,0,0,10.0,163.0
149952,Jakespeare,EC,11,24,0,1,1,0,0,0,0,17.0,119.0
150123,TPN,EC,14,10,0,0,0,1,0,0,0,49.0,64.0
150888,Shy,WC,7,4,0,0,1,0,0,0,0,12.0,148.0
152430,HWY | ybot,WC,9,6,0,0,0,1,0,0,0,29.0,82.0
152940,CLEM#112 | Clem,EC,12,9,0,0,1,0,0,0,0,17.0,119.0
153334,Silkylaroux,WC,11,22,0,2,0,0,0,0,0,13.0,141.0
155077,radvillainy,EC,3,17,0,2,0,0,0,0,0,5.0,215.0
156518,Lust,EC,3,10,0,1,0,0,0,0,0,4.0,223.0
157615,ight,EC,45,45,0,1,2,1,0,0,0,76.0,43.0
157632,TurboThot,WC,8,11,0,2,0,0,0,0,0,10.0,163.0
158003,Mono,WC,5,2,0,0,1,0,0,0,0,10.0,163.0
158148,Chewy,EC,14,21,0,2,1,0,0,0,0,21.0,110.0
162779,FISA | JoJo,EC,5,2,0,0,1,0,0,0,0,10.0,163.0
164047,CG | Firebolt,WC,16,13,0,0,0,1,0,0,0,26.0,97.0
170887,Ahung,EC,1,3,0,2,0,0,0,0,0,3.0,241.0
171034,Den,EC,9,12,0,1,1,0,0,0,0,15.0,126.0
171111,UARK | VentusWK,EC,5,15,0,1,0,0,0,0,0,6.0,203.0
173178,LAG,WC,47,26,0,0,1,3,0,0,0,137.0,24.0
174790,Mounir,EC,6,6,0,0,1,0,0,0,0,11.0,158.0
175324,Dandy,WC,10,11,0,0,1,0,0,0,0,15.0,126.0
175490,QoT | Cruelscotty,EC,24,24,0,0,2,0,0,0,0,34.0,76.0
176387,Badboi,WC,0,1,0,1,0,0,0,0,0,1.0,267.0
178194,foxmcchicken,WC,1,9,0,1,0,0,0,0,0,2.0,248.0
182665,Elysian,WC,12,8,0,0,0,1,0,0,0,22.0,103.0
183280,WW | Lemonjuices,WC,12,7,0,0,0,1,0,0,0,22.0,103.0
183400,Doctor Dank,EC,2,13,0,1,0,0,0,0,0,3.0,241.0
183677,Yamasaki,WC,8,12,0,2,0,0,0,0,0,10.0,163.0
185618,Captain G,EC,12,10,0,0,0,1,0,0,0,47.0,67.0
186967,Bug Juice | Snorlaxative,EC,3,9,0,1,0,0,0,0,0,4.0,223.0
205873,Funktrocious,EC,0,5,0,1,0,0,0,0,0,1.0,267.0
213911,jtetter,EC,10,22,0,2,0,0,0,0,0,12.0,148.0
217541,noChill,WC,11,8,0,0,1,0,0,0,0,16.0,124.0
219919,Frozone,WC,2,4,0,1,0,0,0,0,0,3.0,241.0
221423,Typhoon,WC,21,10,0,0,0,2,0,0,0,66.0,50.0
223503,Rigo Bigo,EC,5,11,0,1,0,0,0,0,0,6.0,203.0
228514,dabt,WC,5,12,0,1,0,0,0,0,0,6.0,203.0
229216,KaiKwonDo,WC,17,21,0,2,1,0,0,0,0,24.0,101.0
230537,hHerb,WC,11,21,0,2,0,0,0,0,0,13.0,141.0
241260,Alex18+,EC,19,28,0,2,1,0,0,0,0,26.0,97.0
250581,Fizz,WC,26,16,0,0,0,2,0,0,0,136.0,25.0
253180,Yuki08,EC,0,6,0,1,0,0,0,0,0,1.0,267.0
255496,ericiscool.net,EC,8,12,0,2,1,0,0,0,0,25.0,100.0
257025,2Framez,EC,9,7,0,1,1,0,0,0,0,15.0,126.0
259437,Daddy Icey,EC,0,1,0,1,0,0,0,0,0,1.0,267.0
264211,BLM | Rats!,WC,10,13,0,0,1,0,0,0,0,15.0,126.0
265808,NOOT,WC,33,14,0,0,1,1,1,0,0,163.0,20.0
268767,markrevival,WC,11,28,0,4,0,0,0,0,0,15.0,126.0
276041,Kettering,WC,4,26,0,3,0,0,0,0,0,7.0,190.0
279722,EP | Justus,WC,27,16,0,0,0,2,0,0,0,132.0,26.0
279871,KLAWHAU5,EC,1,10,0,1,0,0,0,0,0,2.0,248.0
286517,Thad <3,WC,18,17,0,3,1,0,0,0,0,26.0,97.0
288395,jams,WC,4,16,0,1,0,0,0,0,0,5.0,215.0
294260,ABG | salami,WC,8,5,0,0,0,1,0,0,0,28.0,88.0
301566,JustJoshin,WC,11,13,0,2,0,0,0,0,0,13.0,141.0
310321,TC | BuyMyMixTape,EC,7,10,0,1,0,0,0,0,0,8.0,179.0
312097,Nyte,EC,10,8,0,0,1,0,0,0,0,15.0,126.0
312135,AlyJ,WC,11,3,0,0,0,0,1,0,0,71.0,45.0
315101,Rozu,WC,5,14,0,0,1,0,0,0,0,10.0,163.0
325974,SDJ,WC,9,3,0,0,0,1,0,0,0,64.0,53.0
327212,Marrgasm,WC,26,15,0,0,1,2,0,0,0,71.0,45.0
329160,ZUTH | Zuthane,EC,2,2,0,1,0,0,0,0,0,3.0,241.0
329937,LanTurN,WC,16,21,0,1,1,0,0,0,0,22.0,103.0
330200,TT | Dair,EC,5,13,0,2,0,0,0,0,0,7.0,190.0
353165,Milo,EC,10,10,0,0,1,0,0,0,0,15.0,126.0
357233,Afron,EC,0,4,0,1,0,0,0,0,0,1.0,267.0
360229,BEBO,WC,2,41,0,2,0,0,0,0,0,4.0,223.0
364725,LUNK#783 | dom,EC,1,1,0,1,0,0,0,0,0,2.0,248.0
367758,Rose,EC,0,3,0,1,0,0,0,0,0,1.0,267.0
370970,Mahik,EC,9,6,0,0,0,1,0,0,0,29.0,82.0
391890,TheFormuoli,WC,10,14,0,1,0,0,0,0,0,11.0,158.0
395730,PQ2 | CPU0,WC,12,9,0,0,0,1,0,0,0,22.0,103.0
407878,Slump,WC,7,12,0,1,0,0,0,0,0,8.0,179.0
413573,John,WC,13,10,0,1,1,0,0,0,0,19.0,114.0
418257,CardsNG,WC,5,3,0,0,1,0,0,0,0,10.0,163.0
418740,ManRay,WC,3,2,0,0,1,0,0,0,0,8.0,179.0
420458,Jorge,WC,12,12,0,0,1,0,0,0,0,17.0,119.0
424095,Frost | JJK,EC,0,4,0,1,0,0,0,0,0,1.0,267.0
425209,Acuna,WC,5,14,0,1,0,0,0,0,0,6.0,203.0
451734,CID,EC,3,17,0,1,0,0,0,0,0,4.0,223.0
465131,Hunybear,EC,12,9,0,0,1,0,0,0,0,17.0,119.0
478083,saacdaddy,WC,3,7,0,1,0,0,0,0,0,4.0,223.0
483428,DCG | Spots,WC,1,8,0,1,0,0,0,0,0,2.0,248.0
493224,Futz,EC,3,8,0,1,0,0,0,0,0,4.0,223.0
508569,eh | sickø,WC,5,6,0,1,0,0,0,0,0,6.0,203.0
508959,BCM | veggies,EC,6,11,0,1,0,0,0,0,0,7.0,190.0
526019,CSR | Tezlik,EC,7,9,0,0,1,0,0,0,0,12.0,148.0
528737,3OutChange,WC,1,11,0,1,0,0,0,0,0,2.0,248.0
585236,306 | Amrak,WC,38,16,0,0,1,1,1,0,0,188.0,17.0
617254,N8V,WC,1,8,0,1,0,0,0,0,0,2.0,248.0
623333,ParkedInTraffic | Commas,WC,7,5,0,0,1,0,0,0,0,12.0,148.0
627118,Pipe,WC,57,56,0,1,2,3,0,0,0,108.0,30.0
641180,Luppi,EC,1,7,0,1,0,0,0,0,0,2.0,248.0
657175,Bobakanoosh,EC,7,20,0,2,0,0,0,0,0,9.0,174.0
657464,CowCowCowCowCow,EC,34,22,0,0,2,1,1,0,0,104.0,33.0
682345,Rive,WC,22,26,0,1,1,0,0,0,0,28.0,88.0
694497,IMP | Ben,EC,27,7,0,0,0,1,1,0,1,407.0,8.0
694759,snek,EC,2,30,0,3,0,0,0,0,0,5.0,215.0
700566,olé,EC,5,1,0,0,1,0,0,0,0,10.0,163.0
703647,LVD | Super,WC,0,12,0,1,0,0,0,0,0,1.0,267.0
709843,Chem,EC,13,10,0,0,0,1,0,0,0,48.0,66.0
718293,Nico,WC,3,8,0,1,0,0,0,0,0,4.0,223.0
735376,CVSmashMods | Ripn,WC,3,3,0,1,0,0,0,0,0,4.0,223.0
782984,Blanks,EC,3,5,0,1,0,0,0,0,0,4.0,223.0
789026,Douglas.J.Gov,EC,13,16,0,1,0,0,0,0,0,14.0,137.0
843799,Snoos,EC,0,6,0,1,0,0,0,0,0,1.0,267.0
858866,SLO | GrizzlyBair,WC,9,8,0,1,1,0,0,0,0,15.0,126.0
862074,snacklepackle,EC,34,36,0,1,1,1,0,0,0,60.0,56.0
865922,SRN | Soulrifle211,EC,3,6,0,1,0,0,0,0,0,4.0,223.0
885830,HorseGirl420,EC,4,22,0,2,0,0,0,0,0,6.0,203.0
897815,moscow mich,WC,7,10,0,1,0,0,0,0,0,8.0,179.0
925369,Fishpaste,EC,1,8,0,1,0,0,0,0,0,2.0,248.0
927948,cliché,WC,69,47,0,0,2,4,0,0,0,174.0,18.0
956568,Night,WC,2,10,0,2,0,0,0,0,0,4.0,223.0
982735,MordecaiPielord,WC,13,14,0,1,0,0,0,0,0,14.0,137.0
1007304,Phorox,WC,7,5,0,0,1,0,0,0,0,12.0,148.0
1047164,lemon,EC,0,3,0,1,0,0,0,0,0,1.0,267.0
1094290,SDJ | SudoJoe,WC,7,10,0,1,0,0,0,0,0,8.0,179.0
1099771,PP | Droze,WC,0,2,0,1,0,0,0,0,0,1.0,267.0
1112770,Penguis,WC,6,8,0,1,0,0,0,0,0,7.0,190.0
1186877,Tomz,EC,0,1,0,1,0,0,0,0,0,1.0,267.0
1261759,melatonin,EC,1,4,0,1,0,0,0,0,0,2.0,248.0
1263692,ushi,EC,10,15,0,2,1,0,0,0,0,17.0,119.0
1301072,Melos,WC,5,13,0,2,0,0,0,0,0,7.0,190.0
1312079,ACAB | Mugen,EC,0,11,0,1,0,0,0,0,0,1.0,267.0
1315595,Sleeepy,EC,0,13,0,1,0,0,0,0,0,1.0,267.0
1322460,8167263631 | Notto,EC,0,3,0,1,0,0,0,0,0,1.0,267.0
1325809,CB,EC,6,5,0,0,1,0,0,0,0,11.0,158.0
1501041,Hamburglar,EC,6,10,0,1,0,0,0,0,0,7.0,190.0
1551714,JCobbs,WC,1,6,0,1,0,0,0,0,0,2.0,248.0
1554675,NoFuxGiven,WC,13,6,0,0,0,0,1,0,0,38.0,73.0
1575919,Snickerdoodle,WC,0,15,0,1,0,0,0,0,0,1.0,267.0
1597042,Rome0,EC,6,15,0,1,0,0,0,0,0,7.0,190.0
1598204,YoungHanSolo,WC,3,0,0,0,1,0,0,0,0,8.0,179.0
1623681,Xad,WC,1,4,0,1,0,0,0,0,0,2.0,248.0
1633823,ButterRoyaleTV,EC,1,14,0,1,0,0,0,0,0,2.0,248.0
1640788,Special K,WC,2,15,0,2,0,0,0,0,0,4.0,223.0
1655337,Drewski,EC,5,9,0,1,0,0,0,0,0,6.0,203.0
1682252,BABA | shama,WC,7,5,0,0,1,0,0,0,0,12.0,148.0
1682516,BABA | Babo,WC,1,12,0,1,0,0,0,0,0,2.0,248.0
1794541,Chubbz,WC,10,10,0,0,1,0,0,0,0,15.0,126.0
1940641,100 Days Of Solitude,WC,4,4,0,1,0,0,0,0,0,5.0,215.0
1966716,LewdCelebs4Free,WC,7,19,0,1,0,0,0,0,0,8.0,179.0
1966739,ImYourDade,WC,2,11,0,1,0,0,0,0,0,3.0,241.0
1969893,Enrique Iglesias,WC,8,6,0,0,1,0,0,0,0,13.0,141.0
2011811,sucordie,EC,4,10,0,1,0,0,0,0,0,5.0,215.0
2021066,Schweppes,EC,1,9,0,1,0,0,0,0,0,2.0,248.0
2026451,ASAPferq,EC,2,20,0,2,0,0,0,0,0,4.0,223.0
