SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,ChangeInRank
748365,ledgefiend,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,-24.0
782984,Blanks,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,-18.0
789026,Douglas.J.Gov,NAN,NAN,NAN,83.0,97.0,119.0,137.0,158.0,168.0,-10.0
843799,Snoos,NAN,NAN,NAN,NAN,NAN,234.0,267.0,300.0,324.0,-24.0
858866,SLO | GrizzlyBair,NAN,NAN,NAN,96.0,110.0,110.0,126.0,148.0,157.0,-9.0
862074,snacklepackle,NAN,NAN,NAN,101.0,55.0,51.0,56.0,63.0,67.0,-4.0
865922,SRN | Soulrifle211,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,-18.0
885830,HorseGirl420,NAN,NAN,NAN,NAN,172.0,179.0,203.0,231.0,243.0,-12.0
897815,moscow mich,NAN,NAN,73.0,112.0,135.0,156.0,179.0,212.0,224.0,-12.0
925369,Fishpaste,50.0,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,-19.0
927948,cliché,10.0,12.0,19.0,18.0,15.0,17.0,18.0,19.0,21.0,-2.0
956568,Night,NAN,NAN,NAN,NAN,NAN,210.0,223.0,252.0,270.0,-18.0
982735,MordecaiPielord,NAN,NAN,NAN,NAN,NAN,NAN,137.0,158.0,168.0,-10.0
1007304,Phorox,NAN,NAN,NAN,NAN,NAN,128.0,148.0,174.0,186.0,-12.0
1034300,Oz,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,NAN
1044913,Majora,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,-24.0
1047164,lemon,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
1094290,SudoJoe,NAN,NAN,NAN,NAN,135.0,156.0,179.0,136.0,149.0,-13.0
1099771,PP | Droze,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
1112770,Penguis,NAN,NAN,NAN,NAN,NAN,168.0,190.0,204.0,216.0,-12.0
1186877,Tomz,NAN,NAN,112.0,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
1196449,RB | Cum Fox,NAN,NAN,NAN,NAN,NAN,NAN,NAN,95.0,105.0,-10.0
1250551,PSai,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,291.0,NAN
1261759,melatonin,NAN,NAN,NAN,NAN,NAN,NAN,248.0,252.0,270.0,-18.0
1263692,ushi,NAN,NAN,NAN,NAN,164.0,156.0,119.0,136.0,139.0,-3.0
1301072,Melos,NAN,NAN,NAN,132.0,148.0,168.0,190.0,223.0,235.0,-12.0
1312079,ACAB | Mugen,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,-24.0
1315595,Sleeepy,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
1322460,8167263631 | Notto,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
1325809,CB,NAN,NAN,NAN,NAN,110.0,137.0,158.0,185.0,197.0,-12.0
1501041,Hamburglar,NAN,NAN,NAN,NAN,NAN,168.0,190.0,223.0,235.0,-12.0
1551714,JCobbs,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,-19.0
1554675,NoFuxGiven,NAN,NAN,NAN,NAN,NAN,NAN,73.0,81.0,90.0,-9.0
1575919,Snickerdoodle,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,-24.0
1597042,Rome0,NAN,NAN,NAN,NAN,NAN,NAN,190.0,174.0,186.0,-12.0
1598204,YoungHanSolo,NAN,NAN,NAN,NAN,135.0,156.0,179.0,212.0,224.0,-12.0
1623681,Xad,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,-19.0
1631004,Homeslice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,242.0,256.0,-14.0
1633823,ButterRoyaleTV,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,-19.0
1640788,Special K,NAN,NAN,NAN,NAN,185.0,196.0,223.0,252.0,270.0,-18.0
1655337,Drewski,NAN,NAN,NAN,NAN,NAN,179.0,203.0,231.0,243.0,-12.0
1682252,BABA | shama,NAN,NAN,NAN,90.0,103.0,128.0,148.0,174.0,186.0,-12.0
1682516,BABA | Babo,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,-19.0
1729667,SlickSiwik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,272.0,270.0,2.0
1794541,Chubbz,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,-9.0
1802123,mello,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,NAN
1833788,dust,NAN,NAN,NAN,NAN,NAN,NAN,NAN,280.0,299.0,-19.0
1839605,DontTestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,35.0,42.0,-7.0
1940641,100 Days Of Solitude,NAN,NAN,NAN,NAN,164.0,189.0,215.0,242.0,256.0,-14.0
1966716,LewdCelebs4Free,NAN,NAN,NAN,NAN,NAN,NAN,179.0,132.0,145.0,-13.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,241.0,272.0,291.0,-19.0
1969893,Enrique Iglesias,NAN,NAN,NAN,NAN,NAN,NAN,141.0,165.0,174.0,-9.0
2011811,sucordie,NAN,NAN,NAN,132.0,164.0,189.0,215.0,242.0,256.0,-14.0
2021066,Schweppes,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,-19.0
2026451,ASAPferq,NAN,NAN,NAN,160.0,191.0,217.0,223.0,252.0,270.0,-18.0
2029721,Ghost Rider,NAN,NAN,NAN,39.0,49.0,39.0,42.0,48.0,51.0,-3.0
2031615,420 | Yolk,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,-12.0
2038523,thesiscat,NAN,NAN,NAN,NAN,NAN,110.0,126.0,148.0,157.0,-9.0
2044204,Eastwood,NAN,NAN,NAN,NAN,NAN,189.0,215.0,242.0,256.0,-14.0
2064187,Abhi,NAN,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
2082068,CarltonDanks,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
2085246,kippu,NAN,69.0,79.0,106.0,128.0,151.0,174.0,204.0,216.0,-12.0
2094677,peenlover,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,-19.0
2111424,flowjam,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
2114345,Watermelons,NAN,NAN,NAN,125.0,157.0,179.0,203.0,231.0,243.0,-12.0
2114347,adamaggy,NAN,NAN,NAN,106.0,128.0,151.0,174.0,204.0,216.0,-12.0
2114773,Raffshot,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,-24.0
2122811,$W@6 | rocketf20,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,-24.0
2123726,Sax,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,-24.0
2131909,gbio,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,-18.0
2142566,lavalamp,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,-18.0
2145485,scrubjr,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,-12.0
2146702,Port!!!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,270.0,-18.0
2147247,UPTILT | Nishi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,165.0,174.0,-9.0
2147280,Saatvik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,-12.0
2151326,JB,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,NAN
