SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,83.0,56.0
1016,Fiction,WC,18,6,0,0,0,0,1,0,1,293.0,15.0
1017,S2J,WC,31,7,0,0,0,0,1,0,4,856.0,4.0
1019,CLG. | SFAT,WC,48,15,0,0,0,1,1,0,6,1408.0,2.0
1030,LFG | Eddy Mexico,WC,12,3,0,0,0,0,1,0,0,102.0,47.0
1077,Revenge | Gahtzu,EC,16,4,0,0,0,1,0,0,2,491.0,11.0
1092,Connor,WC,13,5,0,0,0,0,1,0,0,73.0,62.0
1621,bensw,WC,1,5,0,1,0,0,0,0,0,2.0,403.0
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,21.0,160.0
3299,Vish,WC,10,6,0,0,0,1,0,0,0,45.0,94.0
3499,Boy,WC,12,8,0,0,0,1,0,0,0,22.0,153.0
3561,Ginger,EC,33,10,0,0,0,0,1,0,3,778.0,5.0
3602,JLo,EC,8,9,0,1,0,0,0,0,0,9.0,271.0
3661,Hunt,WC,0,2,0,1,0,0,0,0,0,1.0,440.0
3734,Hulka,WC,16,10,0,0,0,2,0,0,0,71.0,66.0
3936,GUILD | ghettowarmachine420,EC,11,5,0,0,0,0,1,0,0,36.0,106.0
4029,mixx,WC,5,2,0,0,1,0,0,0,0,10.0,257.0
4127,MIOM | Toph,WC,8,5,0,0,0,1,0,0,0,28.0,127.0
4197,Uncle Pete,WC,9,11,0,0,2,0,0,0,0,19.0,169.0
4215,rocky,WC,15,4,0,0,0,0,1,0,0,205.0,19.0
4293,Jahan,WC,5,4,0,0,1,0,0,0,0,10.0,257.0
4317,donk,WC,21,16,0,0,1,1,0,0,0,36.0,106.0
4390,NGG | Jflex,EC,47,15,0,0,1,2,1,0,0,302.0,14.0
4438,pinecone22,WC,3,3,0,2,0,0,0,0,0,5.0,337.0
4647,Gaz,WC,14,9,0,0,1,1,0,0,0,29.0,123.0
4738,Young,EC,26,10,0,0,0,1,1,0,0,136.0,35.0
4748,GST | Ryobeat,EC,14,4,0,0,1,1,0,0,0,54.0,82.0
4864,Theftz,WC,6,13,0,2,0,0,0,0,0,8.0,289.0
5050,Troy,WC,5,18,0,1,0,0,0,0,0,6.0,320.0
5457,Bones,EC,28,7,0,0,0,1,2,0,0,198.0,20.0
5618,RadicalLiberal | Quiggles,EC,127,100,0,1,1,8,0,0,0,288.0,16.0
5630,BKB! | stocmoney,EC,8,7,0,0,1,0,0,0,0,13.0,213.0
5869,KL | Kid,EC,6,7,0,1,0,0,0,0,0,7.0,307.0
6700,JCubez,EC,52,22,0,0,0,5,0,0,0,332.0,13.0
7149,Trail,EC,21,11,0,0,0,1,1,0,0,56.0,79.0
7201,.Ðempt,EC,29,22,0,0,1,1,0,0,0,114.0,41.0
7277,GOL | JSalt,EC,13,2,0,0,0,0,1,0,0,103.0,46.0
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,10.0,257.0
7634,MT,WC,15,6,0,0,0,0,1,0,0,55.0,80.0
7693,Kanye Rest,EC,4,2,0,0,1,0,0,0,0,9.0,271.0
10228,Flow | Stark,WC,9,7,0,0,1,0,0,0,0,14.0,206.0
10362,Elk G | Ivayne,WC,31,18,0,0,2,1,0,0,0,51.0,85.0
10485,DD,WC,62,35,0,1,0,6,0,0,0,233.0,18.0
10520,CREW | G,WC,11,11,0,0,1,0,0,0,0,16.0,189.0
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,63.0,75.0
10562,SFOP,WC,36,11,0,0,0,0,2,0,1,416.0,12.0
10666,SF | Herrán,WC,12,6,0,0,0,1,0,0,0,22.0,153.0
10994,RedHousePainter,EC,6,7,0,1,0,0,0,0,0,7.0,307.0
11490,Dash,EC,3,1,0,0,1,0,0,0,0,8.0,289.0
11603,Arctic,EC,18,16,0,0,2,0,0,0,0,28.0,127.0
11606,Elk_G | Karm,WC,6,2,0,0,1,0,0,0,0,11.0,241.0
11781,htwa,EC,6,0,0,0,0,1,0,0,0,16.0,189.0
11945,Strazz,EC,22,34,0,4,2,0,0,0,0,36.0,106.0
11961,Mucho Man Randy Passion,WC,2,4,0,1,0,0,0,0,0,3.0,387.0
12048,K8A,EC,29,12,0,0,0,2,0,0,0,144.0,33.0
12137,yingling,WC,52,41,0,0,1,2,1,0,0,127.0,37.0
12353,Twisty,EC,15,8,0,0,1,1,0,0,0,120.0,38.0
13385,ePG | Chevy,WC,12,6,0,0,0,1,0,0,0,67.0,71.0
13622,Blu-J,EC,0,2,0,1,0,0,0,0,0,1.0,440.0
13664,codeman,EC,7,4,0,0,1,0,0,0,0,12.0,225.0
13748,Null,WC,19,5,0,0,0,1,1,0,0,149.0,29.0
13765,Help,WC,24,26,0,2,1,0,0,0,0,31.0,121.0
13906,SSBM-T | LuigiKid,WC,5,3,0,0,1,0,0,0,0,10.0,257.0
13932,Mango's Friend | Lucky,WC,28,18,0,0,0,2,0,0,1,278.0,17.0
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,3.0,387.0
14025,Austintacious,EC,3,2,0,0,1,0,0,0,0,8.0,289.0
14305,Nard Dawg,EC,19,11,0,0,2,1,0,0,0,64.0,73.0
14617,DiscipleOfBorp,WC,4,11,0,1,0,0,0,0,0,5.0,337.0
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,1.0,440.0
15070,Verdo,EC,6,4,0,0,1,0,0,0,0,11.0,241.0
15171,oh,EC,9,5,0,0,0,1,0,0,0,44.0,96.0
15298,Cowbell,WC,62,43,0,0,4,2,0,0,0,147.0,31.0
15390,Tammerath,EC,5,10,0,1,1,0,0,0,0,11.0,241.0
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,12.0,225.0
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,3.0,387.0
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,47.0,91.0
16066,TG NBR | Panos,EC,15,10,0,0,1,1,0,0,0,55.0,80.0
16294,Ders,EC,5,7,0,1,0,0,0,0,0,6.0,320.0
16393,Higgins,EC,14,7,0,0,0,1,0,0,0,49.0,88.0
18652,LFTG | Logos,WC,11,2,0,0,1,1,0,0,0,26.0,138.0
18722,K.H.D | Reign,WC,5,24,0,4,0,0,0,0,0,9.0,271.0
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,18.0,175.0
19951,bliutwo,WC,8,7,0,0,1,0,0,0,0,13.0,213.0
21215,Dom,EC,14,6,0,0,0,1,0,0,0,99.0,49.0
21305,Galen The Wise,WC,4,6,0,1,0,0,0,0,0,5.0,337.0
21469,ramrod,WC,1,3,0,1,0,0,0,0,0,2.0,403.0
21525,Kaptinkillem,WC,14,11,0,0,2,0,0,0,0,24.0,145.0
21661,GLR | JAM,EC,51,25,0,0,0,3,1,0,0,141.0,34.0
22088,Jib,EC,4,2,0,0,1,0,0,0,0,9.0,271.0
22479,GEM | CrossFitJesus,WC,11,5,0,0,0,1,0,0,0,31.0,121.0
22595,Aura,EC,4,1,0,0,1,0,0,0,0,9.0,271.0
22688,ROFL,WC,14,11,0,0,1,0,0,0,0,19.0,169.0
22848,darkwizard123,WC,11,7,0,0,0,1,0,0,0,21.0,160.0
22937,USF | Quadae,EC,10,9,0,0,1,0,0,0,0,40.0,100.0
23920,GHQ | Zamu,EC,10,5,0,0,0,1,0,0,0,65.0,72.0
24024,OAK | Spacepigeon,WC,17,10,0,0,0,1,0,0,0,52.0,84.0
24423,Talen,EC,7,6,0,1,1,0,0,0,0,13.0,213.0
25478,Maruf,EC,13,7,0,0,1,1,0,0,0,38.0,102.0
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,9.0,271.0
26144,Flounder,EC,7,5,0,0,1,0,0,0,0,12.0,225.0
26153,DarkGenex,EC,26,18,0,0,1,1,0,0,0,41.0,99.0
26387,Phantom Airline,EC,33,19,0,0,2,2,0,0,0,63.0,75.0
26579,Zave,WC,7,11,0,0,1,0,0,0,0,12.0,225.0
26701,dirtyDev,WC,13,20,0,2,1,0,0,0,0,20.0,167.0
26750,KoDoRiN,WC,46,20,0,0,1,3,0,0,4,976.0,3.0
27257,TBS | Nero,WC,9,10,0,1,1,0,0,0,0,15.0,193.0
27479,Canes | ATM,EC,6,9,0,1,0,0,0,0,0,7.0,307.0
27527,Megaman,WC,48,44,0,1,2,2,0,0,0,89.0,52.0
27638,Panda,EC,9,2,0,0,0,0,1,0,0,34.0,112.0
27754,Chummi,WC,25,14,0,0,0,2,0,0,0,70.0,70.0
27862,Musashi,WC,12,9,0,0,1,1,0,0,0,27.0,135.0
28588,pem$,WC,0,1,0,1,0,0,0,0,0,1.0,440.0
28663,QTT | Marco,WC,8,4,0,0,0,1,0,0,0,18.0,175.0
28793,Light,WC,12,6,0,0,0,1,0,0,0,32.0,118.0
29103,Hexjo,EC,8,7,0,0,1,0,0,0,0,13.0,213.0
29840,TBD,WC,33,16,0,0,0,3,0,0,0,83.0,56.0
30581,Jolf,WC,17,26,0,2,0,0,0,0,0,19.0,169.0
30865,Spi,EC,6,18,0,2,0,0,0,0,0,8.0,289.0
31090,punished | gelp,WC,3,5,0,1,0,0,0,0,0,4.0,359.0
31473,C H U M P I S,WC,8,12,0,1,0,0,0,0,0,9.0,271.0
31487,Winx Club | Siddward,EC,18,9,0,0,0,0,1,0,0,108.0,44.0
31658,early,WC,1,5,0,1,0,0,0,0,0,2.0,403.0
32190,Crow,EC,19,16,0,0,1,1,0,0,0,34.0,112.0
32201,PRIN$E,EC,5,4,0,0,1,0,0,0,0,10.0,257.0
33371,Fraud,WC,6,11,0,1,0,0,0,0,0,7.0,307.0
33387,pointykitty,WC,9,48,0,4,0,0,0,0,0,13.0,213.0
34266,WOMB#619 | Wombat,WC,8,25,0,4,0,0,0,0,0,12.0,225.0
34863,Gulu,WC,5,5,0,0,1,0,0,0,0,10.0,257.0
34980,Crispy | Chango,WC,29,11,0,0,0,2,1,0,0,94.0,51.0
35423,Gaz333,WC,8,4,0,0,1,0,0,0,0,13.0,213.0
36782,Oaty,EC,10,6,0,0,0,1,0,0,0,20.0,167.0
36990,Trock,WC,15,9,0,0,0,1,0,0,0,50.0,86.0
37116,GUG | Kürv,WC,73,27,0,0,0,3,3,0,0,548.0,10.0
38175,W8ASec,WC,7,7,0,0,1,0,0,0,0,12.0,225.0
38201,Blue Jay,WC,1,2,0,1,0,0,0,0,0,2.0,403.0
38567,Android 0,WC,11,2,0,0,0,1,0,0,0,116.0,40.0
38643,RedX,WC,49,47,0,2,4,0,0,0,0,71.0,66.0
38979,RULE#492 | Tristan's Rule,WC,11,3,0,0,0,1,0,0,0,21.0,160.0
39235,Dream,WC,12,4,0,0,0,1,0,0,0,22.0,153.0
39997,Sparky,WC,20,19,0,0,3,0,0,0,0,35.0,109.0
40403,Pawn,WC,23,82,0,9,0,0,0,0,0,32.0,118.0
40780,Elk G | Digimon,WC,3,5,0,1,0,0,0,0,0,4.0,359.0
41211,Denzill,WC,11,10,0,1,1,0,0,0,0,17.0,182.0
41433,MP3,EC,5,8,0,1,0,0,0,0,0,6.0,320.0
41492,Divine Senator Kelly,WC,13,8,0,0,3,0,0,0,0,28.0,127.0
44671,Quaff,WC,10,2,0,0,0,0,1,0,0,50.0,86.0
45197,Daz,WC,10,8,0,0,1,0,0,0,0,15.0,193.0
45356,OtES,EC,34,45,0,2,2,0,0,0,0,46.0,93.0
46349,Aura,WC,11,4,0,0,0,0,1,0,0,71.0,66.0
46752,doby,WC,7,5,0,0,1,0,0,0,0,12.0,225.0
47650,shoelegend88,EC,15,12,0,1,1,0,0,0,0,21.0,160.0
47832,IceCreamOG,WC,8,6,0,0,1,0,0,0,0,13.0,213.0
47866,Erik,EC,101,45,0,0,0,0,7,0,1,656.0,7.0
48322,AHHHHH | Alice,EC,4,7,0,1,0,0,0,0,0,5.0,337.0
48578,LoneCubone,EC,0,3,0,1,0,0,0,0,0,1.0,440.0
48850,TNS | Asashi,WC,13,4,0,0,0,0,1,0,0,73.0,62.0
48857,hestoned,WC,14,13,0,0,0,1,0,0,0,24.0,145.0
48931,in10city,WC,4,3,0,0,1,0,0,0,0,9.0,271.0
49211,deluxe,WC,15,20,0,1,1,0,0,0,0,21.0,160.0
50047,ScrubUp,WC,22,18,0,0,1,1,0,0,0,37.0,105.0
51055,bird | unlucky,WC,7,14,0,1,0,0,0,0,0,8.0,289.0
51112,Pilgrim,WC,4,2,0,0,1,0,0,0,0,9.0,271.0
51488,Maher,EC,9,3,0,0,0,1,0,0,0,44.0,96.0
51608,Vitro,WC,4,6,0,1,0,0,0,0,0,5.0,337.0
53112,8-bit | dansdaman,WC,8,4,0,0,0,1,0,0,0,18.0,175.0
53131,DHB | IggyNieves,WC,9,7,0,0,1,0,0,0,0,14.0,206.0
53365,Ringler,WC,1,11,0,1,0,0,0,0,0,2.0,403.0
54316,Stone,EC,5,5,0,1,0,0,0,0,0,6.0,320.0
54390,Bonn Esports | Question,EC,33,21,0,0,0,2,0,0,0,63.0,75.0
55354,Travy,EC,22,29,0,1,1,0,0,0,0,28.0,127.0
56287,Sporsinick,EC,6,7,0,1,0,0,0,0,0,7.0,307.0
58588,Jeffthecheff,EC,4,2,0,0,1,0,0,0,0,9.0,271.0
58670,RCS | Savestate,EC,14,13,0,0,0,1,0,0,0,34.0,112.0
60417,SoS | Cor,EC,6,6,0,0,1,0,0,0,0,11.0,241.0
60696,FM | Cilan,WC,36,24,0,0,0,3,0,0,0,101.0,48.0
61570,YC | Pappi,WC,32,12,0,0,0,3,0,0,0,167.0,23.0
61640,CAPTwheatroll,EC,5,20,0,1,0,0,0,0,0,6.0,320.0
61873,306 | Polo,WC,8,3,0,0,0,1,0,0,0,28.0,127.0
61897,PEP | LSD,EC,56,12,0,0,0,0,3,0,2,726.0,6.0
62206,mia,WC,4,5,0,1,0,0,0,0,0,5.0,337.0
63720,TNC | n3zModGod,WC,9,4,0,0,1,1,0,0,0,34.0,112.0
64260,Hellraid,WC,3,43,0,3,0,0,0,0,0,6.0,320.0
64644,STP,EC,31,44,0,4,0,0,0,0,0,35.0,109.0
64692,SANS | Blues Clues,WC,107,53,0,0,0,6,2,0,1,617.0,9.0
65566,Miranda,EC,15,23,0,2,2,0,0,0,0,27.0,135.0
65598,rickey_kc,EC,3,3,0,1,0,0,0,0,0,4.0,359.0
65777,bobby big ballz,WC,79,27,0,0,2,2,1,0,6,1454.0,1.0
71263,Cyan Can,EC,0,1,0,1,0,0,0,0,0,1.0,440.0
127639,Neologism,EC,26,11,0,0,0,1,1,0,0,86.0,55.0
127997,CW | Skittles,EC,14,5,0,0,0,0,1,0,0,54.0,82.0
129781,LL | Duky,WC,7,4,0,0,1,0,0,0,0,12.0,225.0
130672,Soltrain,WC,13,12,0,2,2,0,0,0,0,25.0,143.0
132537,RG | Far!,WC,22,5,0,0,0,0,2,0,0,157.0,26.0
132627,Farko,EC,4,4,0,1,0,0,0,0,0,5.0,337.0
133666,404 YC | Salt,WC,25,10,0,0,0,1,1,0,0,120.0,38.0
135088,LFG | PanterA,WC,18,7,0,0,0,0,1,0,0,78.0,58.0
135157,billybopeep,WC,8,6,0,0,0,1,0,0,0,28.0,127.0
138710,Golden,EC,17,6,0,0,0,2,0,0,0,157.0,26.0
144133,YBBT | leroydankins,WC,16,24,0,3,1,0,0,0,0,24.0,145.0
145075,blazerboy,EC,1,13,0,1,0,0,0,0,0,2.0,403.0
147251,GS | TreyTheTrashman,WC,3,4,0,1,0,0,0,0,0,4.0,359.0
147424,Spiral Cafe | Krudo,EC,14,3,0,0,0,0,1,0,0,74.0,60.0
147811,Dawson,EC,22,13,0,0,1,1,0,0,0,112.0,42.0
148200,Big Pivot,WC,7,66,0,4,0,0,0,0,0,11.0,241.0
149952,Jakespeare,EC,11,24,0,1,1,0,0,0,0,17.0,182.0
150123,TPN,EC,14,10,0,0,0,1,0,0,0,49.0,88.0
150888,Shy,WC,7,4,0,0,1,0,0,0,0,12.0,225.0
152430,HWY | ybot,WC,9,6,0,0,0,1,0,0,0,29.0,123.0
152800,not NJ wally | wally,EC,9,6,0,0,1,0,0,0,0,14.0,206.0
152940,CLEM#112 | Clem,EC,12,9,0,0,1,0,0,0,0,17.0,182.0
153138,ZouL,WC,1,6,0,1,0,0,0,0,0,2.0,403.0
153254,Slemdog,WC,7,10,0,1,0,0,0,0,0,8.0,289.0
153308,Mac,WC,5,9,0,1,0,0,0,0,0,6.0,320.0
153334,Silkylaroux,WC,11,22,0,2,0,0,0,0,0,13.0,213.0
153599,DAL | Frog,EC,6,5,0,0,1,0,0,0,0,11.0,241.0
155077,radvillainy,EC,3,17,0,2,0,0,0,0,0,5.0,337.0
156511,Nate,EC,1,3,0,1,0,0,0,0,0,2.0,403.0
156518,Lust,EC,3,10,0,1,0,0,0,0,0,4.0,359.0
157615,ight,EC,53,54,0,1,3,1,0,0,0,89.0,52.0
157632,TurboThot,WC,8,11,0,2,0,0,0,0,0,10.0,257.0
158003,Mono,WC,5,2,0,0,1,0,0,0,0,10.0,257.0
158148,Chewy,EC,14,21,0,2,1,0,0,0,0,21.0,160.0
158416,lowqualityjpeg,EC,1,1,0,1,0,0,0,0,0,2.0,403.0
162779,FISA | JoJo,EC,5,2,0,0,1,0,0,0,0,10.0,257.0
164047,CG | Firebolt,WC,16,13,0,0,0,1,0,0,0,26.0,138.0
170695,Chidoe,EC,1,2,0,1,0,0,0,0,0,2.0,403.0
170887,Ahung,EC,1,3,0,2,0,0,0,0,0,3.0,387.0
171034,Den,EC,9,12,0,1,1,0,0,0,0,15.0,193.0
171111,UARK | VentusWK,EC,5,15,0,1,0,0,0,0,0,6.0,320.0
173178,LAG,WC,57,30,0,0,1,4,0,0,0,157.0,26.0
174790,Mounir,EC,6,6,0,0,1,0,0,0,0,11.0,241.0
175324,Dandy,WC,10,11,0,0,1,0,0,0,0,15.0,193.0
175446,DJAN,EC,0,5,0,1,0,0,0,0,0,1.0,440.0
175490,QoT | Cruelscotty,EC,33,34,0,1,2,0,0,0,0,44.0,96.0
175669,H19 | chaka,WC,6,4,0,0,1,0,0,0,0,11.0,241.0
176333,Wrong Doug,WC,0,2,0,1,0,0,0,0,0,1.0,440.0
176387,Badboi,WC,3,3,0,2,0,0,0,0,0,5.0,337.0
178194,foxmcchicken,WC,1,9,0,1,0,0,0,0,0,2.0,403.0
182665,Elysian,WC,12,8,0,0,0,1,0,0,0,22.0,153.0
183280,WW | Lemonjuices,WC,12,7,0,0,0,1,0,0,0,22.0,153.0
183400,Doctor Dank,EC,2,13,0,1,0,0,0,0,0,3.0,387.0
183677,Yamasaki,WC,15,20,0,4,0,0,0,0,0,19.0,169.0
184637,Joey Donuts,EC,20,14,0,0,1,1,0,0,0,45.0,94.0
185178,Captain Koala,WC,1,11,0,1,0,0,0,0,0,2.0,403.0
185618,Captain G,EC,12,10,0,0,0,1,0,0,0,47.0,91.0
186967,Bug Juice | Snorlaxative,EC,3,9,0,1,0,0,0,0,0,4.0,359.0
193839,Loki,WC,4,5,0,1,0,0,0,0,0,5.0,337.0
205873,Funktrocious,EC,0,5,0,1,0,0,0,0,0,1.0,440.0
213911,jtetter,EC,20,58,0,5,0,0,0,0,0,25.0,143.0
217541,noChill,WC,11,8,0,0,1,0,0,0,0,16.0,189.0
219761,volt.,EC,0,12,0,2,0,0,0,0,0,2.0,403.0
219919,Frozone,WC,2,4,0,1,0,0,0,0,0,3.0,387.0
221136,Zeeker,EC,11,2,0,0,0,0,1,0,0,26.0,138.0
221423,Typhoon,WC,40,26,0,1,1,3,0,0,0,111.0,43.0
223503,Rigo Bigo,EC,5,11,0,1,0,0,0,0,0,6.0,320.0
225081,:3 | fenceturtle,EC,10,6,0,0,1,0,0,0,0,40.0,100.0
225396,Sor,WC,3,5,0,1,0,0,0,0,0,4.0,359.0
227242,SquirtlSquad,WC,6,8,0,1,0,0,0,0,0,7.0,307.0
228514,dabt,WC,5,12,0,1,0,0,0,0,0,6.0,320.0
229216,KaiKwonDo,WC,17,21,0,2,1,0,0,0,0,24.0,145.0
230537,hHerb,WC,11,21,0,2,0,0,0,0,0,13.0,213.0
231685,DMT,WC,4,6,0,1,0,0,0,0,0,5.0,337.0
232213,MikeDrop,WC,23,32,0,1,2,0,0,0,0,34.0,112.0
232446,ash6,EC,5,3,0,0,1,0,0,0,0,10.0,257.0
241260,Alex18+,EC,19,28,0,2,1,0,0,0,0,26.0,138.0
247698,UCI | Kavi,WC,2,6,0,1,0,0,0,0,0,3.0,387.0
250581,Fizz,WC,26,16,0,0,0,2,0,0,0,136.0,35.0
253180,Yuki08,EC,0,6,0,1,0,0,0,0,0,1.0,440.0
255496,ericiscool.net,EC,15,24,0,4,1,0,0,0,0,34.0,112.0
257025,2Framez,EC,9,7,0,1,1,0,0,0,0,15.0,193.0
257100,Yosemite Dabbs,WC,4,8,0,1,0,0,0,0,0,5.0,337.0
257406,Lotfy,EC,14,6,0,0,0,0,1,0,0,74.0,60.0
259437,Daddy Icey,EC,0,1,0,1,0,0,0,0,0,1.0,440.0
264211,BLM | Rats!,WC,10,13,0,0,1,0,0,0,0,15.0,193.0
265808,NOOT,WC,33,14,0,0,1,1,1,0,0,163.0,25.0
267849,TG | Mot$,EC,12,3,0,0,0,0,1,0,0,72.0,65.0
268767,markrevival,WC,13,40,0,6,0,0,0,0,0,19.0,169.0
269238,91,WC,6,18,0,2,0,0,0,0,0,8.0,289.0
275884,Maljo,WC,5,27,0,3,0,0,0,0,0,8.0,289.0
275922,Otto_Zone,WC,6,7,0,1,0,0,0,0,0,7.0,307.0
276041,Kettering,WC,5,36,0,4,0,0,0,0,0,9.0,271.0
278295,ItsDad,EC,10,14,0,1,0,0,0,0,0,11.0,241.0
278800,Cabbage Man,WC,0,2,0,1,0,0,0,0,0,1.0,440.0
279722,EP | Justus,WC,33,17,0,0,0,3,0,0,0,148.0,30.0
279871,KLAWHAU5,EC,1,10,0,1,0,0,0,0,0,2.0,403.0
286517,Thad <3,WC,20,19,0,4,1,0,0,0,0,29.0,123.0
286931,Egg$,WC,8,4,0,0,0,1,0,0,0,18.0,175.0
287743,ASH | Oig,EC,1,6,0,1,0,0,0,0,0,2.0,403.0
288395,jams,WC,10,22,0,1,1,0,0,0,0,16.0,189.0
294260,ABG | salami,WC,8,5,0,0,0,1,0,0,0,28.0,127.0
301566,JustJoshin,WC,11,13,0,2,0,0,0,0,0,13.0,213.0
310321,TC | BuyMyMixTape,EC,7,10,0,1,0,0,0,0,0,8.0,289.0
312097,Nyte,EC,10,8,0,0,1,0,0,0,0,15.0,193.0
312135,AlyJ,WC,11,3,0,0,0,0,1,0,0,71.0,66.0
315101,Rozu,WC,5,14,0,0,1,0,0,0,0,10.0,257.0
325974,SDJ,WC,9,3,0,0,0,1,0,0,0,64.0,73.0
327212,IWI | Marrgasm,WC,39,26,0,1,1,3,0,0,0,95.0,50.0
328838,PeS | Puppy,EC,0,1,0,1,0,0,0,0,0,1.0,440.0
329160,ZUTH | Zuthane,EC,2,2,0,1,0,0,0,0,0,3.0,387.0
329937,LanTurN,WC,24,29,0,1,2,0,0,0,0,35.0,109.0
330200,TT | Dair,EC,5,13,0,2,0,0,0,0,0,7.0,307.0
353165,Milo,EC,10,10,0,0,1,0,0,0,0,15.0,193.0
354953,RPG,EC,4,5,0,1,0,0,0,0,0,5.0,337.0
357233,Afron,EC,0,4,0,1,0,0,0,0,0,1.0,440.0
360229,BEBO,WC,16,76,0,5,0,0,0,0,0,21.0,160.0
364725,LUNK#783 | dom,EC,1,1,0,1,0,0,0,0,0,2.0,403.0
367758,Rose,EC,0,3,0,1,0,0,0,0,0,1.0,440.0
370970,Mahik,EC,9,6,0,0,0,1,0,0,0,29.0,123.0
391890,TheFormuoli,WC,10,14,0,1,0,0,0,0,0,11.0,241.0
395730,PQ2 | CPU0,WC,12,9,0,0,0,1,0,0,0,22.0,153.0
407228,K.YUNG,WC,3,6,0,1,0,0,0,0,0,4.0,359.0
407878,Slump,WC,7,12,0,1,0,0,0,0,0,8.0,289.0
413573,John,WC,13,10,0,1,1,0,0,0,0,19.0,169.0
413758,Exia,WC,6,7,0,1,0,0,0,0,0,7.0,307.0
418246,2five3 | Templar,WC,3,1,0,0,1,0,0,0,0,8.0,289.0
418257,CardsNG,WC,13,9,0,0,1,1,0,0,0,38.0,102.0
418740,ManRay,WC,3,2,0,0,1,0,0,0,0,8.0,289.0
420458,Jorge,WC,12,12,0,0,1,0,0,0,0,17.0,182.0
424095,Frost | JJK,EC,0,4,0,1,0,0,0,0,0,1.0,440.0
425209,Acuna,WC,5,14,0,1,0,0,0,0,0,6.0,320.0
448153,Neenor,EC,1,0,0,1,0,0,0,0,0,2.0,403.0
451734,CID,EC,3,34,0,2,0,0,0,0,0,5.0,337.0
465131,Hunybear,EC,12,9,0,0,1,0,0,0,0,17.0,182.0
466221,Melo,WC,11,9,0,1,1,0,0,0,0,17.0,182.0
472971,yBaS | MaxJacks,WC,7,10,0,1,0,0,0,0,0,8.0,289.0
478083,saacdaddy,WC,3,7,0,1,0,0,0,0,0,4.0,359.0
483428,DCG | Spots,WC,1,8,0,1,0,0,0,0,0,2.0,403.0
493224,Fitz,EC,12,19,0,2,0,0,0,0,0,14.0,206.0
508569,eh | sickø,WC,5,6,0,1,0,0,0,0,0,6.0,320.0
508959,BCM | veggies,EC,6,11,0,1,0,0,0,0,0,7.0,307.0
520837,Neck,WC,17,13,0,0,1,1,0,0,0,32.0,118.0
525553,Fux McLoud,WC,6,6,0,1,0,0,0,0,0,7.0,307.0
526019,CSR | Tezlik,EC,7,9,0,0,1,0,0,0,0,12.0,225.0
528737,3OutChange,WC,1,11,0,1,0,0,0,0,0,2.0,403.0
538935,Jangu,WC,7,10,0,0,1,0,0,0,0,12.0,225.0
558076,EOKA | Christos,WC,7,8,0,1,0,0,0,0,0,8.0,289.0
582190,rice,EC,2,12,0,1,0,0,0,0,0,3.0,387.0
585236,306 | Amrak,WC,38,16,0,0,1,1,1,0,0,188.0,21.0
