SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,RWeek10,RWeek11,RWeek12,ChangeInRank
718293,Nico,NAN,69.0,85.0,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
725508,620 | Megacaat,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,408.0,398.0,10.0
735376,CVSmashMods | Ripn,NAN,69.0,85.0,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
748365,ledgefiend,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,440.0,507.0,561.0,-54.0
776417,GSG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
782984,Blanks,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
786226,Noodle,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,483.0,-44.0
789026,Douglas.J.Gov,NAN,NAN,NAN,83.0,97.0,119.0,137.0,158.0,168.0,135.0,152.0,167.0,-15.0
819230,Willy P,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,150.0,102.0,97.0,5.0
835002,Jesuscametwice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
843799,Snoos,NAN,NAN,NAN,NAN,NAN,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
852916,Krizski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,153.0,121.0,134.0,-13.0
856699,Logan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.0,215.0,21.0
858866,SLO | GrizzlyBair,NAN,NAN,NAN,96.0,110.0,110.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
862074,snacklepackle,NAN,NAN,NAN,101.0,55.0,51.0,56.0,63.0,67.0,78.0,87.0,86.0,1.0
865922,SRN | Soulrifle211,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
880372,Good1ife,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,145.0,133.0,146.0,-13.0
885830,HorseGirl420,NAN,NAN,NAN,NAN,172.0,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
897815,moscow mich,NAN,NAN,73.0,112.0,135.0,156.0,179.0,212.0,224.0,289.0,324.0,361.0,-37.0
925369,Fishpaste,50.0,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
927948,cliché,10.0,12.0,19.0,18.0,15.0,17.0,18.0,19.0,21.0,22.0,26.0,30.0,-4.0
950362,EWA | ERGonomics,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
954582,winismine,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,306.0,342.0,-36.0
956568,Night,NAN,NAN,NAN,NAN,NAN,210.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
959920,Xarique,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
982735,MordecaiPielord,NAN,NAN,NAN,NAN,NAN,NAN,137.0,158.0,168.0,206.0,186.0,146.0,40.0
998814,Stiv,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,197.0,215.0,-18.0
1007304,Phorox,NAN,NAN,NAN,NAN,NAN,128.0,148.0,174.0,186.0,225.0,249.0,279.0,-30.0
1016100,CurvedFat,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,483.0,-44.0
1034300,Oz,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,464.0,424.0,40.0
1044913,Majora,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,324.0,440.0,507.0,561.0,-54.0
1047164,lemon,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1056142,Gerbungis,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
1065944,Juuuuurien,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,193.0,216.0,237.0,-21.0
1075428,sameeyell,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
1077081,LilMitts,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
1086597,TCM | MrG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,270.0,300.0,-30.0
1094290,SudoJoe,NAN,NAN,NAN,NAN,135.0,156.0,179.0,136.0,149.0,182.0,205.0,222.0,-17.0
1099771,PP | Droze,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1112770,Penguis,NAN,NAN,NAN,NAN,NAN,168.0,190.0,204.0,216.0,271.0,306.0,342.0,-36.0
1135639,Dog,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,324.0,361.0,-37.0
1184224,Tancascade,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
1186877,Tomz,NAN,NAN,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1196449,RB | Cum Fox,NAN,NAN,NAN,NAN,NAN,NAN,NAN,95.0,105.0,62.0,73.0,82.0,-9.0
1222010,PajamaBoyPete,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
1236538,LSK,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,284.0,313.0,-29.0
1245502,Whoratio,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
1250551,PSai,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,291.0,387.0,439.0,483.0,-44.0
1261759,melatonin,NAN,NAN,NAN,NAN,NAN,NAN,248.0,252.0,270.0,359.0,408.0,450.0,-42.0
1263692,ushi,NAN,NAN,NAN,NAN,164.0,156.0,119.0,136.0,139.0,150.0,159.0,174.0,-15.0
1301072,Melos,NAN,NAN,NAN,132.0,148.0,168.0,190.0,223.0,235.0,271.0,306.0,342.0,-36.0
1312079,ACAB | Mugen,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1315595,Sleeepy,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1322460,8167263631 | Notto,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1325809,CB,NAN,NAN,NAN,NAN,110.0,137.0,158.0,185.0,197.0,241.0,270.0,300.0,-30.0
1382462,Zeal,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,450.0,NAN
1388856,SHRD#209 | Shredder,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,324.0,313.0,11.0
1466521,Floods,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,345.0,313.0,32.0
1477443,Lionbooster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
1501041,Hamburglar,NAN,NAN,NAN,NAN,NAN,168.0,190.0,223.0,235.0,307.0,345.0,383.0,-38.0
1511270,pimmwrecks,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,284.0,313.0,-29.0
1522245,119 | pyro,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,384.0,424.0,-40.0
1525551,Lechero,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,483.0,-44.0
1551714,JCobbs,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
1554675,NoFuxGiven,NAN,NAN,NAN,NAN,NAN,NAN,73.0,81.0,90.0,102.0,115.0,125.0,-10.0
1572687,Dog,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,384.0,424.0,-40.0
1575919,Snickerdoodle,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
1597042,Rome0,NAN,NAN,NAN,NAN,NAN,NAN,190.0,174.0,186.0,225.0,249.0,279.0,-30.0
1598204,YoungHanSolo,NAN,NAN,NAN,NAN,135.0,156.0,179.0,212.0,224.0,150.0,166.0,134.0,32.0
1617046,Ponchy | Corkey,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,324.0,361.0,-37.0
1617199,xavier,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
1623681,Xad,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
1631004,Homeslice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,242.0,256.0,337.0,384.0,424.0,-40.0
1631449,:) | Koints,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,249.0,261.0,-12.0
1633823,ButterRoyaleTV,NAN,NAN,NAN,NAN,NAN,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
1638022,pathojin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
1640788,Special K,NAN,NAN,NAN,NAN,185.0,196.0,223.0,252.0,270.0,320.0,345.0,342.0,3.0
1653242,Miscreants | Jquinnsweg,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,483.0,NAN
1655337,Drewski,NAN,NAN,NAN,NAN,NAN,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
1667291,DarkSamYT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
1682252,BABA | shama,NAN,NAN,NAN,90.0,103.0,128.0,148.0,174.0,186.0,225.0,249.0,279.0,-30.0
1682516,BABA | Babo,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
1691247,NotTheMC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,450.0,NAN
1694324,Roulette Rider,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
1723399,jeddo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,306.0,342.0,-36.0
1728675,pongo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
1729667,SlickSiwik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,272.0,270.0,359.0,306.0,342.0,-36.0
1737518,Kombeze Ataie,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,345.0,222.0,123.0
1753671,Moonking34,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,513.0,NAN
1760355,ArStar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,424.0,-40.0
1794541,Chubbz,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
1795087,Justyn,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
1802123,mello,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,464.0,513.0,-49.0
1816060,FKA Minerali,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,261.0,123.0
1832439,imrainh2o,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,229.0,254.0,-25.0
1833788,dust,NAN,NAN,NAN,NAN,NAN,NAN,NAN,280.0,299.0,403.0,464.0,513.0,-49.0
1839605,DontTestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,35.0,42.0,44.0,50.0,58.0,-8.0
1866109,BubbleFuel,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,306.0,342.0,-36.0
1906382,KatBot,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
1918686,roadkill,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,408.0,383.0,25.0
1919823,YungFlexxer,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
1931799,Edicus,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
1932225,FunRock,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,279.0,NAN
1936292,barcode,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
1940641,100 Days Of Solitude,NAN,NAN,NAN,NAN,164.0,189.0,215.0,242.0,256.0,241.0,270.0,300.0,-30.0
1942273,Fankriss,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,59.0,70.0,79.0,-9.0
1944467,SUPERUNKNOWN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,408.0,261.0,147.0
1964627,Crazyk,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
1966716,LewdCelebs4Free,NAN,NAN,NAN,NAN,NAN,NAN,179.0,132.0,145.0,175.0,178.0,194.0,-16.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,241.0,272.0,291.0,387.0,384.0,424.0,-40.0
1969893,Enrique Iglesias,NAN,NAN,NAN,NAN,NAN,NAN,141.0,165.0,174.0,213.0,236.0,261.0,-25.0
1972326,Rold,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,361.0,NAN
1973589,Rooster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,313.0,151.0
1974127,aujory,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
1975549,Tap Jump,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,197.0,215.0,-18.0
1994587,DQ,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
1998865,buttcakes29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
2011811,sucordie,NAN,NAN,NAN,132.0,164.0,189.0,215.0,242.0,256.0,337.0,384.0,424.0,-40.0
2013353,WeedWizard,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,483.0,-44.0
2019913,jatpuan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,384.0,424.0,-40.0
2021066,Schweppes,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
2026451,ASAPferq,NAN,NAN,NAN,160.0,191.0,217.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
2029721,Ghost Rider,NAN,NAN,NAN,39.0,49.0,39.0,42.0,48.0,51.0,54.0,62.0,44.0,18.0
2029884,Nudepenguin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
2031615,420 | Yolk,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,289.0,324.0,361.0,-37.0
2038523,thesiscat,NAN,NAN,NAN,NAN,NAN,110.0,126.0,148.0,157.0,193.0,171.0,182.0,-11.0
2039890,SeekerIX,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
2044204,Eastwood,NAN,NAN,NAN,NAN,NAN,189.0,215.0,242.0,256.0,337.0,384.0,424.0,-40.0
2048453,D3WDify,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,216.0,237.0,-21.0
2056968,TrainerBlu,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
2064187,Abhi,NAN,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2065666,eee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,408.0,450.0,-42.0
2082068,CarltonDanks,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2085246,kippu,NAN,69.0,79.0,106.0,128.0,151.0,174.0,204.0,216.0,271.0,306.0,342.0,-36.0
2093540,SexGod | RitzyCheese,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,483.0,NAN
2094677,peenlover,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
2097022,J-PlumsIX,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
2106594,GG | DontRestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,313.0,-29.0
2111424,flowjam,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2114057,squillf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
2114345,Watermelons,NAN,NAN,NAN,125.0,157.0,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
2114347,adamaggy,NAN,NAN,NAN,106.0,128.0,151.0,174.0,204.0,216.0,271.0,306.0,342.0,-36.0
2114773,Raffshot,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2122811,$W@6 | rocketf20,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2123726,Sax,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
2131909,gbio,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
2140012,codetoilet,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,313.0,-29.0
2141037,josh,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
2142566,lavalamp,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
2145485,scrubjr,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,270.0,300.0,-30.0
2146702,Port!!!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,270.0,359.0,408.0,450.0,-42.0
2147247,UPTILT | Nishi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,165.0,174.0,213.0,236.0,261.0,-25.0
2147280,Saatvik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,166.0,131.0,35.0
2147839,Aidanafoo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,249.0,237.0,12.0
2148389,LilTayNastyTay,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,483.0,-44.0
2149809,BOG | bioPhile,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,483.0,-44.0
2151326,JB,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,337.0,384.0,424.0,-40.0
2151397,METALFACE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,513.0,NAN
2151985,MilkJustice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,513.0,NAN
2153787,Caveman3732,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,483.0,-44.0
2156433,Anime Tiddies | Asuka,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,362.0,398.0,-36.0
2156685,Nanami,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,284.0,313.0,-29.0
2156792,CUCK | BreahdToDaBeuhrds,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
2156847,DRC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
2157012,HunterGee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
2157013,keyboard gamer,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,324.0,361.0,-37.0
2159655,Fathom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
2163048,MK | RedSoul,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
2168813,Master_Hand_9669,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
2169990,Blitzcread,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,450.0,NAN
2170091,Fauxlatan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
2170490,jcking,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
