SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7,PWeek8
1966739.0,ImYourDade,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2
1969893.0,Enrique Iglesias,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2
2011811.0,sucordie,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2021066.0,Schweppes,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2026451.0,ASAPferq,2,0,-2.0,-2.0,-2.0,-1,-2,-2,-1,-2
2029721.0,Ghost Rider,2,2,-2.0,-2.0,-2.0,13,-2,17,-2,-2
2031615.0,420 | Yolk,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2038523.0,thesiscat,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2
2044204.0,Eastwood,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2
2064187.0,Abhi,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2
2082068.0,CarltonDanks,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2
2085246.0,kippu,3,0,-2.0,-1.0,-1.0,-1,-2,-2,-2,-2
2094677.0,peenlover,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2
2111424.0,flowjam,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2114345.0,Watermelons,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2114347.0,adamaggy,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2114773.0,Raffshot,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2
2122811.0,$W@6 | rocketf20,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2
2123726.0,Sax,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2
2131909.0,gbio,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2
2142566.0,lavalamp,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2
2145485.0,scrubjr,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1
2146702.0,Port!!!,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1
2147247.0,UPTILT | Nishi,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1
2147280.0,Saatvik,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1
