SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,83,24
1016,Fiction,WC,18,6,0,0,0,0,1,0,1,293,8
1017,S2J,WC,23,5,0,0,0,0,1,0,2,478,5
1019,CLG. | SFAT,WC,18,8,0,0,0,1,0,0,2,448,6
1077,Revenge | Gahtzu,EC,16,4,0,0,0,1,0,0,2,491,4
1621,bensw,WC,1,5,0,1,0,0,0,0,0,2,160
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,21,67
3561,Ginger,EC,27,8,0,0,0,0,1,0,2,587,1
3734,Hulka,WC,9,6,0,0,0,1,0,0,0,29,56
4127,MIOM | Toph,WC,8,5,0,0,0,1,0,0,0,28,58
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,8,112
4317,Solo.,WC,10,9,0,0,1,0,0,0,0,15,78
4748,GST | Ryobeat,EC,14,4,0,0,1,1,0,0,0,54,37
4864,Theftz,WC,6,13,0,2,0,0,0,0,0,8,112
5050,Troy,WC,5,18,0,1,0,0,0,0,0,6,125
5457,Bones,EC,6,2,0,0,0,1,0,0,0,26,64
5618,ANTIFA CEO | Quiggles,EC,52,49,0,1,0,3,0,0,0,128,16
6700,JCubez,EC,17,5,0,0,0,2,0,0,0,137,13
7149,Trail,EC,21,11,0,0,0,1,1,0,0,56,35
7201,.Ðempt,EC,29,22,0,0,1,1,0,0,0,114,21
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,10,101
10485,DD,WC,41,22,0,0,0,4,0,0,0,156,11
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,63,31
11945,Strazz,EC,6,20,0,3,0,0,0,0,0,9,106
12137,yingling,WC,27,24,0,0,1,0,1,0,0,72,27
12353,Twisty,EC,15,8,0,0,1,1,0,0,0,120,17
13622,Blu-J,EC,0,2,0,1,0,0,0,0,0,1,176
13664,codeman,EC,7,4,0,0,1,0,0,0,0,12,90
13748,Null,WC,19,5,0,0,0,1,1,0,0,149,12
13932,Mango's Friend | Lucky,WC,3,2,0,0,0,0,0,0,1,108,22
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,3,150
14617,DiscipleOfBorp,WC,4,11,0,1,0,0,0,0,0,5,132
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,1,176
15298,Cowbell,WC,24,17,0,0,1,1,0,0,0,39,49
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,12,90
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,3,150
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,47,42
16066,TG NBR | Panos,EC,15,10,0,0,1,1,0,0,0,55,36
18722,K.H.D | Reign,WC,2,15,0,1,0,0,0,0,0,3,150
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,18,71
21215,Dom,EC,14,6,0,0,0,1,0,0,0,99,23
21525,Kaptinkillem,WC,6,4,0,0,1,0,0,0,0,11,96
21661,GLR | JAM,EC,28,14,0,0,0,1,1,0,0,63,31
22479,GEM | CrossFitJesus,WC,11,5,0,0,0,1,0,0,0,31,55
22688,ROFL,WC,14,11,0,0,1,0,0,0,0,19,70
22848,darkwizard123,WC,11,7,0,0,0,1,0,0,0,21,67
23920,GHQ | Zamu,EC,10,5,0,0,0,1,0,0,0,65,29
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,9,106
26153,DarkGenex,EC,26,18,0,0,1,1,0,0,0,41,47
