SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4
61570.0,Pappi,1,1,-2.0,-2.0,-2.0,17
61873.0,306 | Polo,1,1,17.0,-2.0,-2.0,-2
61897.0,LSD,3,3,5.0,-2.0,1.0,2
63720.0,TNC | n3zModGod,1,0,-2.0,-2.0,-2.0,-1
64260.0,Hellraid,1,0,-2.0,-2.0,-2.0,-1
64692.0,SANS | Blues Clues,3,3,13.0,7.0,9.0,-2
65566.0,Miranda,1,0,-1.0,-2.0,-2.0,-2
65598.0,rickey_kc,1,0,-2.0,-2.0,-2.0,-1
65777.0,bobby big ballz,4,4,9.0,4.0,3.0,4
127639.0,Neologism,1,1,-2.0,-2.0,-2.0,17
130672.0,Soltrain,1,0,-2.0,-2.0,-2.0,-1
135157.0,billybopeep,1,1,17.0,-2.0,-2.0,-2
138710.0,Golden,1,1,9.0,-2.0,-2.0,-2
144133.0,YBBT | leroydankins,1,0,-2.0,-2.0,-1.0,-2
147251.0,GS | TreyTheTrashman,1,0,-2.0,-1.0,-2.0,-2
147424.0,Spiral Cafe | Krudo,1,1,-2.0,-2.0,-2.0,9
147811.0,Dawson,1,0,-1.0,-2.0,-2.0,-2
148200.0,Big Pivot,2,0,-2.0,-1.0,-1.0,-2
149952.0,Jakespeare,1,0,-2.0,-2.0,-1.0,-2
150888.0,Shy,1,0,-2.0,-1.0,-2.0,-2
152940.0,CLEM#112 | Clem,1,0,-2.0,-2.0,-2.0,-1
153334.0,Silkylaroux,1,0,-2.0,-2.0,-2.0,-1
155077.0,radvillainy,1,0,-1.0,-2.0,-2.0,-2
156518.0,Lust,1,0,-2.0,-2.0,-2.0,-1
157615.0,ight,2,1,-2.0,-2.0,17.0,-1
157632.0,TurboThot,2,0,-2.0,-1.0,-1.0,-2
158148.0,Chewy,1,0,-1.0,-2.0,-2.0,-2
164047.0,CG | Firebolt,1,0,-2.0,-2.0,-2.0,-1
171111.0,UARK | VentusWK,1,0,-2.0,-2.0,-2.0,-1
173178.0,LAG,1,0,-2.0,-2.0,-2.0,-1
174790.0,Mounir,1,0,-2.0,-2.0,-2.0,-1
175490.0,QoT | Cruelscotty,1,0,-2.0,-2.0,-2.0,-1
176387.0,Badboi,1,0,-2.0,-2.0,-2.0,-1
183400.0,Doctor Dank,1,0,-2.0,-1.0,-2.0,-2
183677.0,Yamasaki,1,0,-2.0,-2.0,-2.0,-1
185618.0,Captain G,1,1,13.0,-2.0,-2.0,-2
219919.0,Frozone,1,0,-2.0,-2.0,-2.0,-1
223503.0,Rigo Bigo,1,0,-2.0,-1.0,-2.0,-2
229216.0,KaiKwonDo,1,0,-2.0,-1.0,-2.0,-2
230537.0,hHerb,1,0,-2.0,-2.0,-2.0,-1
241260.0,Alex18+,2,1,-1.0,25.0,-2.0,-2
250581.0,Fizz,2,2,-2.0,9.0,-2.0,9
255496.0,ericiscool.net,2,1,-1.0,-2.0,17.0,-2
257025.0,2Framez,2,0,-1.0,-1.0,-2.0,-2
264211.0,BLM | Rats!,1,0,-2.0,-2.0,-2.0,-1
265808.0,NOOT,2,1,-1.0,-2.0,-2.0,7
268767.0,markrevival,2,0,-2.0,-2.0,-1.0,-1
279722.0,EP | Justus,2,2,17.0,-2.0,7.0,-2
279871.0,KLAWHAU5,1,0,-2.0,-2.0,-2.0,-1
286517.0,Thad <3,3,0,-1.0,-1.0,-2.0,-1
288395.0,jams,1,0,-1.0,-2.0,-2.0,-2
294260.0,ABG | salami,1,1,17.0,-2.0,-2.0,-2
301566.0,JustJoshin,2,0,-2.0,-1.0,-1.0,-2
310321.0,TC | BuyMyMixTape,1,0,-2.0,-2.0,-2.0,-1
325974.0,SDJ,1,1,-2.0,-2.0,9.0,-2
327212.0,Marrgasm,2,1,-1.0,17.0,-2.0,-2
329160.0,ZUTH | Zuthane,1,0,-2.0,-2.0,-1.0,-2
329937.0,LanTurN,2,0,-2.0,-2.0,-1.0,-1
330200.0,TT | Dair,1,0,-2.0,-2.0,-2.0,-1
353165.0,Milo,1,0,-1.0,-2.0,-2.0,-2
357233.0,Afron,1,0,-1.0,-2.0,-2.0,-2
364725.0,LUNK#783 | dom,1,0,-2.0,-2.0,-1.0,-2
367758.0,Rose,1,0,-2.0,-2.0,-2.0,-1
391890.0,TheFormuoli,1,0,-1.0,-2.0,-2.0,-2
407878.0,Slump,1,0,-1.0,-2.0,-2.0,-2
413573.0,John,1,0,-2.0,-2.0,-1.0,-2
420458.0,Jorge,1,0,-2.0,-2.0,-2.0,-1
424095.0,Frost | JJK,1,0,-1.0,-2.0,-2.0,-2
465131.0,Hunybear,1,0,-1.0,-2.0,-2.0,-2
478083.0,saacdaddy,1,0,-2.0,-2.0,-2.0,-1
483428.0,DCG | Spots,1,0,-2.0,-2.0,-1.0,-2
508569.0,eh | sickø,1,0,-2.0,-2.0,-1.0,-2
528737.0,3OutChange,1,0,-2.0,-1.0,-2.0,-2
585236.0,306 | Amrak,3,2,-1.0,13.0,5.0,-2
617254.0,N8V,1,0,-1.0,-2.0,-2.0,-2
627118.0,Pipe,3,0,-1.0,-1.0,-2.0,-1
641180.0,Luppi,1,0,-2.0,-1.0,-2.0,-2
657175.0,Bobakanoosh,1,0,-2.0,-2.0,-2.0,-1
657464.0,CowCowCowCowCow,2,2,-2.0,25.0,17.0,-2
694759.0,snek,1,0,-2.0,-2.0,-2.0,-1
709843.0,Chem,1,1,13.0,-2.0,-2.0,-2
718293.0,Nico,1,0,-2.0,-1.0,-2.0,-2
735376.0,CVSmashMods | Ripn,1,0,-2.0,-1.0,-2.0,-2
789026.0,Douglas.J.Gov,1,0,-2.0,-2.0,-2.0,-1
858866.0,SLO | GrizzlyBair,1,0,-2.0,-2.0,-2.0,-1
862074.0,snacklepackle,1,0,-2.0,-2.0,-2.0,-1
897815.0,moscow mich,1,0,-2.0,-2.0,-1.0,-2
925369.0,Fishpaste,1,0,-1.0,-2.0,-2.0,-2
927948.0,cliché,3,2,9.0,17.0,-2.0,-1
1047164.0,lemon,1,0,-2.0,-2.0,-2.0,-1
1099771.0,PP | Droze,1,0,-2.0,-2.0,-2.0,-1
1186877.0,Tomz,1,0,-2.0,-2.0,-1.0,-2
1301072.0,Melos,1,0,-2.0,-2.0,-2.0,-1
1315595.0,Sleeepy,1,0,-2.0,-2.0,-2.0,-1
1322460.0,8167263631 | Notto,1,0,-2.0,-2.0,-2.0,-1
1682252.0,BABA | shama,1,0,-2.0,-2.0,-2.0,-1
1682516.0,BABA | Babo,1,0,-2.0,-2.0,-2.0,-1
1794541.0,Chubbz,1,0,-2.0,-2.0,-2.0,-1
2011811.0,sucordie,1,0,-2.0,-2.0,-2.0,-1
2021066.0,Schweppes,1,0,-2.0,-2.0,-2.0,-1
2026451.0,ASAPferq,1,0,-2.0,-2.0,-2.0,-1
2029721.0,Ghost Rider,1,1,-2.0,-2.0,-2.0,13
2031615.0,420 | Yolk,1,0,-2.0,-2.0,-2.0,-1
2064187.0,Abhi,1,0,-2.0,-1.0,-2.0,-2
2082068.0,CarltonDanks,1,0,-1.0,-2.0,-2.0,-2
2085246.0,kippu,3,0,-2.0,-1.0,-1.0,-1
2111424.0,flowjam,1,0,-2.0,-2.0,-2.0,-1
2114345.0,Watermelons,1,0,-2.0,-2.0,-2.0,-1
2114347.0,adamaggy,1,0,-2.0,-2.0,-2.0,-1
2114773.0,Raffshot,1,0,-2.0,-2.0,-2.0,-1
