SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,83,31
1016,Fiction,WC,18,6,0,0,0,0,1,0,1,293,8
1017,S2J,WC,28,5,0,0,0,0,1,0,3,693,1
1019,CLG. | SFAT,WC,31,11,0,0,0,1,1,0,2,626,3
1077,Revenge | Gahtzu,EC,16,4,0,0,0,1,0,0,2,491,7
1621,bensw,WC,1,5,0,1,0,0,0,0,0,2,191
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,21,79
3561,Ginger,EC,27,8,0,0,0,0,1,0,2,587,6
3734,Hulka,WC,9,6,0,0,0,1,0,0,0,29,64
4127,MIOM | Toph,WC,8,5,0,0,0,1,0,0,0,28,67
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,8,135
4317,Solo.,WC,10,9,0,0,1,0,0,0,0,15,92
4748,GST | Ryobeat,EC,14,4,0,0,1,1,0,0,0,54,47
4864,Theftz,WC,6,13,0,2,0,0,0,0,0,8,135
5050,Troy,WC,5,18,0,1,0,0,0,0,0,6,157
5457,Bones,EC,17,4,0,0,0,1,1,0,0,127,18
5618,ANTIFA CEO | Quiggles,EC,67,58,0,1,0,4,0,0,0,153,13
6700,JCubez,EC,31,11,0,0,0,3,0,0,0,206,10
7149,Trail,EC,21,11,0,0,0,1,1,0,0,56,44
7201,.Ðempt,EC,29,22,0,0,1,1,0,0,0,114,25
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,10,119
10362,Elk G | Ivayne,WC,3,2,0,0,1,0,0,0,0,8,135
10485,DD,WC,50,27,0,0,0,5,0,0,0,200,11
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,63,40
11603,Arctic,EC,12,10,0,0,1,0,0,0,0,17,87
11945,Strazz,EC,6,20,0,3,0,0,0,0,0,9,128
12137,yingling,WC,27,24,0,0,1,0,1,0,0,72,35
12353,Twisty,EC,15,8,0,0,1,1,0,0,0,120,21
13622,Blu-J,EC,0,2,0,1,0,0,0,0,0,1,207
13664,codeman,EC,7,4,0,0,1,0,0,0,0,12,103
13748,Null,WC,19,5,0,0,0,1,1,0,0,149,14
13765,Help,WC,9,12,0,1,0,0,0,0,0,10,119
13932,Mango's Friend | Lucky,WC,3,2,0,0,0,0,0,0,1,108,26
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,3,185
14617,DiscipleOfBorp,WC,4,11,0,1,0,0,0,0,0,5,164
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,1,207
15298,Cowbell,WC,24,17,0,0,1,1,0,0,0,39,59
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,12,103
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,3,185
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,47,52
