SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1019,CLG. | SFAT,NOTAV,3,2,0,0,0,0,0,0,1,3
3561,Ginger,NOTAV,6,2,0,0,0,0,0,0,1,2
4390,NGG | Jflex,EC,9,6,0,0,1,0,0,0,0,-1
4438,pinecone22,WC,1,2,0,1,0,0,0,0,0,-1
4738,Young,EC,8,3,0,0,0,1,0,0,0,17
5618,ANTIFA CEO | Quiggles,EC,13,12,0,0,0,1,0,0,0,17
10562,TLOC | SFOP,WC,15,5,0,0,0,0,1,0,0,5
11945,Strazz,EC,7,8,0,1,0,0,0,0,0,-1
12048,K8A,EC,16,7,0,0,0,1,0,0,0,5
12137,yingling,WC,13,9,0,0,0,1,0,0,0,17
13932,Mango's Friend | Lucky,WC,10,5,0,0,0,1,0,0,0,-1
14305,Nard Dawg,EC,11,6,0,0,0,1,0,0,0,13
15171,oh,EC,9,5,0,0,0,1,0,0,0,13
15298,Cowbell,WC,11,8,0,0,1,0,0,0,0,9
18652,LFTG | Logos,WC,9,2,0,0,0,1,0,0,0,-1
18722,K.H.D | Reign,WC,0,3,0,1,0,0,0,0,0,-1
19951,bliutwo,WC,8,7,0,0,1,0,0,0,0,-1
21305,Galen The Wise,WC,4,6,0,1,0,0,0,0,0,-1
24024,OAK | Spacepigeon,WC,17,10,0,0,0,1,0,0,0,13
26750,KoDoRiN,NOTAV,5,1,0,0,0,0,0,0,1,1
27754,Chummi,WC,9,4,0,0,0,1,0,0,0,13
28588,pem$,WC,0,1,0,1,0,0,0,0,0,-1
32190,Crow,EC,9,9,0,0,1,0,0,0,0,-1
34980,Crispy | Chango,WC,8,3,0,0,0,1,0,0,0,17
37116,GUG | Kürv,WC,9,3,0,0,0,1,0,0,0,9
38643,RedX,WC,6,9,0,1,0,0,0,0,0,-1
39997,Sparky,WC,5,4,0,0,1,0,0,0,0,-1
40403,Pawn,WC,0,6,0,1,0,0,0,0,0,-1
41433,MP3,EC,5,8,0,1,0,0,0,0,0,-1
45356,OtES,EC,8,12,0,1,0,0,0,0,0,-1
47866,Erik,EC,13,4,0,0,0,0,1,0,0,7
49211,deluxe,WC,5,11,0,1,0,0,0,0,0,-1
64644,STP,EC,5,10,0,1,0,0,0,0,0,-1
64692,SANS | Blues Clues,WC,14,10,0,0,0,1,0,0,0,17
65777,bobby big ballz,WC,8,4,0,0,1,0,0,0,0,4
65777,bobby big ballz,EC,4,1,0,0,1,0,0,0,0,-1
147811,Dawson,EC,13,5,0,0,0,1,0,0,0,7
148200,Big Pivot,WC,0,12,0,1,0,0,0,0,0,-1
184637,Joey Donuts,EC,8,7,0,0,1,0,0,0,0,-1
213911,jtetter,EC,4,12,0,1,0,0,0,0,0,-1
219761,volt.,EC,0,6,0,1,0,0,0,0,0,-1
221423,Typhoon,WC,9,7,0,0,1,0,0,0,0,-1
232213,MikeDrop,WC,4,10,0,1,0,0,0,0,0,-1
267849,TG | Mot$,EC,12,3,0,0,0,0,1,0,0,9
268767,markrevival,WC,2,10,0,1,0,0,0,0,0,-1
269238,91,WC,3,10,0,1,0,0,0,0,0,-1
275884,Maljo,WC,0,4,0,1,0,0,0,0,0,-1
287743,ASH | Oig,EC,1,6,0,1,0,0,0,0,0,-1
329937,LanTurN,WC,8,8,0,0,1,0,0,0,0,-1
360229,BEBO,WC,2,11,0,1,0,0,0,0,0,-1
418246,2five3 | Templar,WC,3,1,0,0,1,0,0,0,0,-1
466221,Melo,WC,4,4,0,1,0,0,0,0,0,-1
520837,Neck,WC,6,5,0,0,1,0,0,0,0,-1
619715,Porkaye,EC,6,4,0,0,0,1,0,0,0,17
627118,Pipe,WC,12,10,0,0,1,0,0,0,0,-1
637179,Sodabro,EC,5,1,0,0,0,1,0,0,0,-1
657464,CowCowCowCowCow,EC,13,11,0,0,0,1,0,0,0,17
694497,IMP | Ben,NOTAV,1,2,0,0,0,0,0,0,1,9
1034300,Oz,EC,1,10,0,1,0,0,0,0,0,-1
1250551,PSai,EC,2,3,0,1,0,0,0,0,0,-1
1263692,ushi,EC,2,4,0,1,0,0,0,0,0,-1
1729667,SlickSiwik,EC,0,3,0,1,0,0,0,0,0,-1
1802123,mello,EC,1,23,0,1,0,0,0,0,0,-1
2151326,JB,WC,4,9,0,1,0,0,0,0,0,-1
