SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1019,CLG. | SFAT,NOTAV,5,0,0,0,0,0,0,0,1,1,200.0,215.0,1.0
4029,mixx,WC,5,2,0,0,1,0,0,0,0,-1,0.0,10.0,40.0
4390,NGG | Jflex,EC,13,3,0,0,0,1,0,0,0,7,75.0,98.0,8.0
5618,ANTIFA CEO | Quiggles,EC,8,4,0,0,0,1,0,0,0,17,10.0,28.0,21.0
7277,GOL | JSalt,EC,13,2,0,0,0,0,1,0,0,7,75.0,103.0,7.0
7634,MT,WC,15,6,0,0,0,0,1,0,0,13,25.0,55.0,14.0
10228,Flow | Stark,WC,9,7,0,0,1,0,0,0,0,-1,0.0,14.0,31.0
10562,SFOP,WC,17,4,0,0,0,0,1,0,0,5,95.0,127.0,5.0
10994,RedHousePainter,EC,6,7,0,1,0,0,0,0,0,-1,0.0,7.0,50.0
11945,Strazz,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,37.0
13906,SSBM-T | LuigiKid,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,40.0
13932,Mango's Friend | Lucky,WC,15,11,0,0,0,1,0,0,0,4,125.0,150.0,4.0
14305,Nard Dawg,EC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,45.0
15298,Cowbell,WC,9,7,0,0,1,0,0,0,0,-1,0.0,14.0,31.0
15390,Tammerath,EC,0,7,0,1,0,0,0,0,0,-1,0.0,1.0,71.0
18722,K.H.D | Reign,WC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,63.0
21661,GLR | JAM,EC,12,6,0,0,0,1,0,0,0,13,25.0,47.0,15.0
26387,Phantom Airline,EC,11,11,0,0,1,0,0,0,0,-1,0.0,16.0,27.0
26701,dirtyDev,WC,5,9,0,0,1,0,0,0,0,-1,0.0,10.0,40.0
27257,TBS | Nero,WC,5,6,0,0,1,0,0,0,0,-1,0.0,10.0,40.0
27527,Megaman,WC,15,9,0,0,0,1,0,0,0,-1,0.0,25.0,25.0
27754,Chummi,WC,16,10,0,0,0,1,0,0,0,-1,0.0,26.0,24.0
30581,Jolf,WC,7,11,0,1,0,0,0,0,0,-1,0.0,8.0,49.0
31473,C H U M P I S,WC,8,12,0,1,0,0,0,0,0,-1,0.0,9.0,45.0
37116,GUG | Kürv,WC,16,8,0,0,0,0,1,0,0,13,25.0,56.0,13.0
39997,Sparky,WC,9,10,0,0,1,0,0,0,0,-1,0.0,14.0,31.0
40403,Pawn,WC,1,7,0,1,0,0,0,0,0,-1,0.0,2.0,63.0
45356,OtES,EC,10,11,0,0,1,0,0,0,0,-1,0.0,15.0,30.0
47650,shoelegend88,EC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,53.0
47832,IceCreamOG,WC,8,6,0,0,1,0,0,0,0,-1,0.0,13.0,34.0
47866,Erik,EC,14,7,0,0,0,0,1,0,0,9,45.0,74.0,11.0
48857,hestoned,WC,14,13,0,0,0,1,0,0,0,-1,0.0,24.0,26.0
58670,RCS | Savestate,EC,14,13,0,0,0,1,0,0,0,17,10.0,34.0,17.0
63720,TNC | n3zModGod,WC,7,4,0,0,0,1,0,0,0,17,10.0,27.0,23.0
64260,Hellraid,WC,0,13,0,1,0,0,0,0,0,-1,0.0,1.0,71.0
64692,SANS | Blues Clues,WC,15,4,0,0,0,0,1,0,0,9,45.0,75.0,10.0
65566,Miranda,EC,4,4,0,0,1,0,0,0,0,-1,0.0,9.0,45.0
65777,bobby big ballz,WC,13,4,0,0,0,1,0,0,0,2,175.0,198.0,2.0
135088,LFG | PanterA,WC,18,7,0,0,0,0,1,0,0,9,45.0,78.0,9.0
176387,Badboi,WC,3,2,0,1,0,0,0,0,0,-1,0.0,4.0,56.0
183677,Yamasaki,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,56.0
185178,Captain Koala,WC,1,11,0,1,0,0,0,0,0,-1,0.0,2.0,63.0
213911,jtetter,EC,3,15,0,1,0,0,0,0,0,-1,0.0,4.0,56.0
219761,volt.,EC,0,6,0,1,0,0,0,0,0,-1,0.0,1.0,71.0
