SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1017,S2J,NOTAV,5,0,0,0,0,0,0,0,1,1
1077,Revenge | Gahtzu,EC,11,2,0,0,0,0,1,0,0,7
3299,Vish,WC,10,4,0,0,0,1,0,0,0,9
3561,Ginger,NOTAV,3,2,0,0,0,0,0,0,1,4
3772,Arcadia,WC,11,5,0,0,0,1,0,0,0,17
3936,GUILD | ghettowarmachine420,EC,6,5,0,0,1,0,0,0,0,-1
4317,donk,WC,6,11,0,1,0,0,0,0,0,-1
4390,NGG | Jflex,EC,12,6,0,0,0,1,0,0,0,17
4394,Zhyrri,WC,13,5,0,0,0,0,1,0,0,17
4446,RCS | Chi,EC,2,2,0,1,0,0,0,0,0,-1
5618,RadicalLiberal | Quiggles,EC,2,2,0,1,0,0,0,0,0,-1
5630,BKB! | stocmoney,EC,2,2,0,1,0,0,0,0,0,-1
5765,Liquid,EC,2,2,0,1,0,0,0,0,0,-1
5869,KL | Kid,EC,6,5,0,0,1,0,0,0,0,-1
7149,Trail,EC,10,2,0,0,0,1,0,0,0,-1
7693,Kanye Rest,EC,3,4,0,1,0,0,0,0,0,-1
10228,Flow | Stark,WC,5,6,0,0,1,0,0,0,0,-1
10298,119 | Fabio,EC,7,5,0,0,1,0,0,0,0,-1
10485,DD,WC,5,6,0,1,0,0,0,0,0,-1
10562,SFOP,WC,8,3,0,0,0,1,0,0,0,17
11490,Dash,EC,15,10,0,0,0,1,0,0,0,-1
11606,Elk_G | Karm,WC,2,2,0,1,0,0,0,0,0,-1
11781,htwa,EC,12,4,0,0,0,0,1,0,0,17
11945,CSTR#106 | Strazz,EC,3,8,0,1,0,0,0,0,0,-1
11961,Mucho Man Randy Passion,WC,3,6,0,1,0,0,0,0,0,-1
12048,K8A,EC,13,6,0,0,0,0,1,0,0,17
12137,yingling,WC,11,6,0,0,0,1,0,0,0,-1
13376,Dhir,WC,1,2,0,1,0,0,0,0,0,-1
13765,Help,WC,6,8,0,0,1,0,0,0,0,-1
13956,Vino,EC,10,5,0,0,0,1,0,0,0,-1
14062,Jzhu,WC,10,11,0,1,0,0,0,0,0,-1
