SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,9
1017,S2J,WC,17,1,0,0,0,0,1,0,0,1
1019,CLG. | SFAT,NOTAV,2,2,0,0,0,0,0,0,1,7
1077,Revenge | Gahtzu,NOTAV,2,2,0,0,0,0,0,0,1,5
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,-1
3561,Ginger,NOTAV,3,2,0,0,0,0,0,0,1,3
4317,Solo.,WC,10,9,0,0,1,0,0,0,0,-1
4748,GST | Ryobeat,EC,8,2,0,0,0,1,0,0,0,13
5050,Troy,WC,5,18,0,1,0,0,0,0,0,-1
5457,Bones,EC,6,2,0,0,0,1,0,0,0,17
5618,ANTIFA CEO | Quiggles,EC,15,12,0,0,0,1,0,0,0,-1
6700,JCubez,EC,9,3,0,0,0,1,0,0,0,13
7149,Trail,EC,11,4,0,0,0,0,1,0,0,25
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,-1
10485,DD,WC,10,4,0,0,0,1,0,0,0,-1
13664,codeman,EC,7,4,0,0,1,0,0,0,0,-1
13748,,WC,11,3,0,0,0,0,1,0,0,17
13932,Mango's Friend | Lucky,NOTAV,3,2,0,0,0,0,0,0,1,5
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,-1
15298,Cowbell,WC,11,7,0,0,0,1,0,0,0,-1
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,-1
16066,TG NBR | Panos,EC,11,6,0,0,0,1,0,0,0,13
21661,GLR | JAM,EC,11,7,0,0,0,1,0,0,0,-1
22479,GEM | CrossFitJesus,WC,11,5,0,0,0,1,0,0,0,17
22688,ROFL,WC,14,11,0,0,1,0,0,0,0,-1
22848,darkwizard123,WC,11,7,0,0,0,1,0,0,0,-1
26153,DarkGenex,EC,15,8,0,0,0,1,0,0,0,-1
26701,dirtyDev,WC,6,7,0,1,0,0,0,0,0,-1
26750,KoDoRiN,WC,4,2,0,0,1,0,0,0,0,9
27638,Panda,EC,9,2,0,0,0,0,1,0,0,17
29840,TBD,WC,10,3,0,0,0,1,0,0,0,-1
31090,punished | gelp,WC,3,5,0,1,0,0,0,0,0,-1
31658,early,WC,1,5,0,1,0,0,0,0,0,-1
33371,Fraud,WC,6,11,0,1,0,0,0,0,0,-1
33387,pointykitty,WC,2,13,0,1,0,0,0,0,0,-1
34266,WOMB#619 | Wombat,WC,4,7,0,1,0,0,0,0,0,-1
34980,Crispy | Chango,WC,9,3,0,0,0,1,0,0,0,17
37116,GUG | Kürv,WC,14,7,0,0,0,0,1,0,0,17
40403,Pawn,WC,6,9,0,1,0,0,0,0,0,-1
41492,Divine Senator Kelly,WC,6,4,0,0,1,0,0,0,0,-1
47866,S.C.E. | Erik,EC,14,8,0,0,0,0,1,0,0,25
50047,ScrubUp,WC,9,8,0,0,1,0,0,0,0,-1
53131,DHB | IggyNieves,WC,9,7,0,0,1,0,0,0,0,-1
54316,Stone,EC,5,5,0,1,0,0,0,0,0,-1
54390,Bonn Esports | Question,EC,16,11,0,0,0,1,0,0,0,-1
55354,Travy,EC,11,17,0,1,0,0,0,0,0,-1
56287,Sporsinick,EC,6,7,0,1,0,0,0,0,0,-1
61570,Pappi,WC,7,2,0,0,0,1,0,0,0,17
61897,LSD,NOTAV,5,2,0,0,0,0,0,0,1,2
63720,TNC | n3zModGod,WC,2,0,0,0,1,0,0,0,0,-1
