SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1008,Westballz,WC,18,3,0,0,0,0,0,1,0,9,45.0,83.0,9.0
1017,S2J,WC,17,1,0,0,0,0,1,0,0,1,200.0,232.0,1.0
1019,CLG. | SFAT,NOTAV,2,2,0,0,0,0,0,0,1,7,75.0,87.0,8.0
1077,Revenge | Gahtzu,NOTAV,2,2,0,0,0,0,0,0,1,5,95.0,107.0,6.0
2088,ycz6,WC,11,4,0,0,0,1,0,0,0,-1,0.0,21.0,33.0
3561,Ginger,NOTAV,3,2,0,0,0,0,0,0,1,3,150.0,163.0,3.0
4317,Solo.,WC,10,9,0,0,1,0,0,0,0,-1,0.0,15.0,45.0
4748,GST | Ryobeat,EC,8,2,0,0,0,1,0,0,0,13,25.0,43.0,16.0
5050,Troy,WC,5,18,0,1,0,0,0,0,0,-1,0.0,6.0,72.0
5457,Bones,EC,6,2,0,0,0,1,0,0,0,17,10.0,26.0,25.0
5618,ANTIFA CEO | Quiggles,EC,15,12,0,0,0,1,0,0,0,-1,0.0,25.0,29.0
6700,JCubez,EC,9,3,0,0,0,1,0,0,0,13,25.0,44.0,15.0
7149,Trail,EC,11,4,0,0,0,0,1,0,0,25,0.0,26.0,25.0
7550,OXY | TheCrimsonBlur,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,59.0
10485,DD,WC,10,4,0,0,0,1,0,0,0,-1,0.0,20.0,37.0
13664,codeman,EC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,51.0
13748,,WC,11,3,0,0,0,0,1,0,0,17,10.0,36.0,19.0
13932,Mango's Friend | Lucky,NOTAV,3,2,0,0,0,0,0,0,1,5,95.0,108.0,5.0
15060,Just Jason,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,97.0
15298,Cowbell,WC,11,7,0,0,0,1,0,0,0,-1,0.0,21.0,33.0
15678,Zeph,EC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,51.0
16066,TG NBR | Panos,EC,11,6,0,0,0,1,0,0,0,13,25.0,46.0,14.0
21661,GLR | JAM,EC,11,7,0,0,0,1,0,0,0,-1,0.0,21.0,33.0
22479,GEM | CrossFitJesus,WC,11,5,0,0,0,1,0,0,0,17,10.0,31.0,21.0
22688,ROFL,WC,14,11,0,0,1,0,0,0,0,-1,0.0,19.0,39.0
