SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1017,S2J,NOTAV,5,0,0,0,0,0,0,0,1,1
1019,CLG. | SFAT,WC,13,3,0,0,0,0,1,0,0,3
5457,Bones,EC,11,2,0,0,0,0,1,0,0,7
5618,ANTIFA CEO | Quiggles,EC,15,9,0,0,0,1,0,0,0,-1
6700,JCubez,EC,14,6,0,0,0,1,0,0,0,9
10362,Elk G | Ivayne,WC,3,2,0,0,1,0,0,0,0,-1
10485,DD,WC,9,5,0,0,0,1,0,0,0,13
11603,Arctic,EC,12,10,0,0,1,0,0,0,0,-1
13765,Help,WC,9,12,0,1,0,0,0,0,0,-1
18722,K.H.D | Reign,WC,2,3,0,1,0,0,0,0,0,-1
21661,GLR | JAM,EC,11,5,0,0,0,1,0,0,0,17
24423,Talen,EC,3,0,0,0,1,0,0,0,0,-1
25478,Maruf,EC,6,3,0,0,1,0,0,0,0,-1
26387,Phantom Airline,EC,5,2,0,0,1,0,0,0,0,-1
26750,KoDoRiN,WC,12,2,0,0,0,1,0,0,0,2
27527,Megaman,WC,8,7,0,0,1,0,0,0,0,-1
33387,pointykitty,WC,2,11,0,1,0,0,0,0,0,-1
34266,WOMB#619 | Wombat,WC,0,6,0,1,0,0,0,0,0,-1
37116,GUG | Kürv,WC,9,3,0,0,0,1,0,0,0,9
38643,RedX,WC,11,9,0,0,1,0,0,0,0,-1
40403,Pawn,WC,3,6,0,1,0,0,0,0,0,-1
41211,Denzill,WC,6,6,0,0,1,0,0,0,0,-1
47866,S.C.E. | Erik,EC,14,5,0,0,0,0,1,0,0,13
51055,bird | unlucky,WC,7,14,0,1,0,0,0,0,0,-1
51488,Maher,EC,9,3,0,0,0,1,0,0,0,13
55354,Travy,EC,11,12,0,0,1,0,0,0,0,-1
61897,LSD,NOTAV,3,2,0,0,0,0,0,0,1,4
64644,STP,EC,8,9,0,1,0,0,0,0,0,-1
64692,SANS | Blues Clues,WC,10,4,0,0,0,1,0,0,0,9
65566,Miranda,EC,3,10,0,1,0,0,0,0,0,-1
65777,bobby big ballz,NOTAV,2,2,0,0,0,0,0,0,1,7
127639,Neologism,EC,14,6,0,0,0,1,0,0,0,13
130672,Soltrain,WC,4,4,0,0,1,0,0,0,0,-1
132537,RG | Far!,WC,12,2,0,0,0,0,1,0,0,5
133666,404 YC | Salt,WC,11,4,0,0,0,1,0,0,0,9
149952,Jakespeare,EC,8,7,0,0,1,0,0,0,0,-1
152430,HWY | ybot,WC,9,6,0,0,0,1,0,0,0,17
157615,ight,EC,12,11,0,0,0,1,0,0,0,-1
158148,Chewy,EC,7,9,0,1,0,0,0,0,0,-1
162779,FISA | JoJo,EC,5,2,0,0,1,0,0,0,0,-1
170887,Ahung,EC,0,1,0,1,0,0,0,0,0,-1
171034,Den,EC,7,7,0,0,1,0,0,0,0,-1
173178,LAG,WC,14,8,0,0,0,1,0,0,0,-1
175490,QoT | Cruelscotty,EC,12,10,0,0,1,0,0,0,0,-1
183280,WW | Lemonjuices,WC,12,7,0,0,0,1,0,0,0,-1
229216,KaiKwonDo,WC,5,8,0,1,0,0,0,0,0,-1
241260,Alex18+,EC,8,9,0,0,1,0,0,0,0,-1
259437,Daddy Icey,EC,0,1,0,1,0,0,0,0,0,-1
268767,markrevival,WC,3,5,0,1,0,0,0,0,0,-1
276041,Kettering,WC,4,9,0,1,0,0,0,0,0,-1
327212,Marrgasm,WC,8,3,0,0,0,1,0,0,0,17
330200,TT | Dair,EC,1,7,0,1,0,0,0,0,0,-1
451734,CID,EC,3,17,0,1,0,0,0,0,0,-1
493224,Futz,EC,3,8,0,1,0,0,0,0,0,-1
508959,BCM | veggies,EC,6,11,0,1,0,0,0,0,0,-1
526019,CSR | Tezlik,EC,7,9,0,0,1,0,0,0,0,-1
627118,Pipe,WC,12,9,0,0,0,1,0,0,0,17
682345,Rive,WC,13,16,0,0,1,0,0,0,0,-1
694497,Ben,EC,13,3,0,0,0,0,1,0,0,5
694759,snek,EC,0,20,0,1,0,0,0,0,0,-1
700566,olé,EC,5,1,0,0,1,0,0,0,0,-1
703647,LVD | Super,WC,0,12,0,1,0,0,0,0,0,-1
862074,snacklepackle,EC,13,10,0,0,0,1,0,0,0,17
885830,HorseGirl420,EC,3,9,0,1,0,0,0,0,0,-1
927948,cliché,WC,14,10,0,0,0,1,0,0,0,-1
1094290,SDJ | SudoJoe,WC,7,10,0,1,0,0,0,0,0,-1
1263692,CSB | ushi,EC,4,9,0,1,0,0,0,0,0,-1
1301072,Melos,WC,1,3,0,1,0,0,0,0,0,-1
1312079,ACAB | Mugen,EC,0,11,0,1,0,0,0,0,0,-1
1325809,CB,EC,6,5,0,0,1,0,0,0,0,-1
1575919,Snickerdoodle,WC,0,15,0,1,0,0,0,0,0,-1
1598204,YoungHanSolo,WC,3,0,0,0,1,0,0,0,0,-1
1640788,Special K,WC,2,6,0,1,0,0,0,0,0,-1
1940641,100 Days Of Solitude,WC,4,4,0,1,0,0,0,0,0,-1
2122811,$W@6 | rocketf20,WC,0,10,0,1,0,0,0,0,0,-1
2123726,Sax,EC,0,4,0,1,0,0,0,0,0,-1
