SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1019,CLG. | SFAT,NOTAV,5,0,0,0,0,0,0,0,1,1
1030,LFG | Eddy Mexico,WC,12,3,0,0,0,0,1,0,0,7
3499,Boy,WC,12,8,0,0,0,1,0,0,0,-1
4390,NGG | Jflex,EC,13,4,0,0,0,1,0,0,0,9
4647,Gaz,WC,7,5,0,0,1,0,0,0,0,-1
5457,Bones,EC,11,3,0,0,0,0,1,0,0,9
5618,ANTIFA CEO | Quiggles,EC,11,10,0,0,1,0,0,0,0,-1
6700,JCubez,EC,13,8,0,0,0,1,0,0,0,17
10485,DD,WC,10,5,0,0,0,1,0,0,0,17
13765,Help,WC,9,8,0,0,1,0,0,0,0,-1
15298,Cowbell,WC,8,3,0,0,0,1,0,0,0,-1
15390,Tammerath,EC,5,3,0,0,1,0,0,0,0,-1
16393,Higgins,EC,14,7,0,0,0,1,0,0,0,13
21525,Kaptinkillem,WC,8,7,0,0,1,0,0,0,0,-1
25478,Maruf,EC,7,4,0,0,0,1,0,0,0,17
26750,KoDoRiN,NOTAV,1,2,0,0,0,0,0,0,1,9
30581,Jolf,WC,10,15,0,1,0,0,0,0,0,-1
30865,Spi,EC,6,12,0,1,0,0,0,0,0,-1
35423,Gaz333,WC,8,4,0,0,1,0,0,0,0,-1
37116,GUG | Kürv,WC,11,3,0,0,0,1,0,0,0,3
38643,RedX,WC,10,8,0,0,1,0,0,0,0,-1
40403,Pawn,WC,1,9,0,1,0,0,0,0,0,-1
41492,Divine Senator Kelly,WC,5,4,0,0,1,0,0,0,0,-1
45356,OtES,EC,9,10,0,0,1,0,0,0,0,-1
47650,shoelegend88,EC,11,8,0,0,1,0,0,0,0,-1
47866,Erik,EC,16,6,0,0,0,0,1,0,0,5
50047,ScrubUp,WC,13,10,0,0,0,1,0,0,0,-1
61570,YC | Pappi,WC,13,3,0,0,0,1,0,0,0,5
61640,CAPTwheatroll,EC,5,20,0,1,0,0,0,0,0,-1
61897,PEP | LSD,EC,11,4,0,0,0,0,1,0,0,17
64644,STP,EC,7,13,0,1,0,0,0,0,0,-1
64692,SANS | Blues Clues,WC,10,6,0,0,0,1,0,0,0,9
65777,bobby big ballz,NOTAV,6,2,0,0,0,0,0,0,1,2
138710,Golden,EC,9,3,0,0,0,1,0,0,0,7
144133,YBBT | leroydankins,WC,2,6,0,1,0,0,0,0,0,-1
150123,TPN,EC,14,10,0,0,0,1,0,0,0,13
157615,ight,EC,12,8,0,0,1,0,0,0,0,-1
158003,Mono,WC,5,2,0,0,1,0,0,0,0,-1
171034,Den,EC,2,5,0,1,0,0,0,0,0,-1
173178,LAG,WC,8,3,0,0,0,1,0,0,0,17
175324,Dandy,WC,10,11,0,0,1,0,0,0,0,-1
178194,foxmcchicken,WC,1,9,0,1,0,0,0,0,0,-1
183677,Yamasaki,WC,2,5,0,1,0,0,0,0,0,-1
186967,Bug Juice | Snorlaxative,EC,3,9,0,1,0,0,0,0,0,-1
205873,Funktrocious,EC,0,5,0,1,0,0,0,0,0,-1
213911,jtetter,EC,7,10,0,1,0,0,0,0,0,-1
221423,Typhoon,WC,8,3,0,0,0,1,0,0,0,13
228514,dabt,WC,5,12,0,1,0,0,0,0,0,-1
253180,Yuki08,EC,0,6,0,1,0,0,0,0,0,-1
265808,NOOT,WC,13,6,0,0,0,1,0,0,0,13
276041,Kettering,WC,0,6,0,1,0,0,0,0,0,-1
312097,Nyte,EC,10,8,0,0,1,0,0,0,0,-1
360229,BEBO,WC,1,17,0,1,0,0,0,0,0,-1
370970,Mahik,EC,9,6,0,0,0,1,0,0,0,17
395730,PQ2 | CPU0,WC,12,9,0,0,0,1,0,0,0,-1
418257,CardsNG,WC,5,3,0,0,1,0,0,0,0,-1
425209,Acuna,WC,5,14,0,1,0,0,0,0,0,-1
623333,ParkedInTraffic | Commas,WC,7,5,0,0,1,0,0,0,0,-1
627118,Pipe,WC,12,10,0,0,0,1,0,0,0,-1
657464,CowCowCowCowCow,EC,8,5,0,0,1,0,0,0,0,-1
682345,Rive,WC,9,10,0,1,0,0,0,0,0,-1
694497,IMP | Ben,NOTAV,3,2,0,0,0,0,0,0,1,4
694759,snek,EC,0,6,0,1,0,0,0,0,0,-1
782984,Blanks,EC,3,5,0,1,0,0,0,0,0,-1
927948,cliché,WC,9,3,0,0,0,1,0,0,0,-1
956568,Night,WC,0,1,0,1,0,0,0,0,0,-1
982735,MordecaiPielord,WC,13,14,0,1,0,0,0,0,0,-1
1261759,melatonin,EC,1,4,0,1,0,0,0,0,0,-1
1263692,ushi,EC,4,2,0,0,1,0,0,0,0,-1
1554675,NoFuxGiven,WC,13,6,0,0,0,0,1,0,0,17
1597042,Rome0,EC,6,15,0,1,0,0,0,0,0,-1
1623681,Xad,WC,1,4,0,1,0,0,0,0,0,-1
1966716,LewdCelebs4Free,WC,7,19,0,1,0,0,0,0,0,-1
1966739,ImYourDade,WC,2,11,0,1,0,0,0,0,0,-1
1969893,Enrique Iglesias,WC,8,6,0,0,1,0,0,0,0,-1
2026451,ASAPferq,EC,1,15,0,1,0,0,0,0,0,-1
2094677,peenlover,EC,1,3,0,1,0,0,0,0,0,-1
2142566,lavalamp,WC,3,13,0,1,0,0,0,0,0,-1
