SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1017,S2J,NOTAV,3,2,0,0,0,0,0,0,1,3,150.0,163.0,3.0
1019,CLG. | SFAT,NOTAV,4,2,0,0,0,0,0,0,1,2,175.0,189.0,2.0
3299,Vish,WC,10,6,0,0,0,1,0,0,0,13,25.0,45.0,14.0
3734,Hulka,WC,7,4,0,0,0,1,0,0,0,13,25.0,42.0,15.0
4647,Gaz,WC,7,4,0,0,0,1,0,0,0,-1,0.0,17.0,29.0
4738,Young,EC,18,7,0,0,0,0,1,0,0,7,75.0,108.0,7.0
5618,ANTIFA CEO | Quiggles,EC,13,9,0,0,0,1,0,0,0,17,10.0,33.0,18.0
6700,JCubez,EC,8,3,0,0,0,1,0,0,0,7,75.0,93.0,8.0
10362,Elk G | Ivayne,WC,15,6,0,0,0,1,0,0,0,-1,0.0,25.0,21.0
10485,DD,WC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,65.0
11603,Arctic,EC,6,6,0,0,1,0,0,0,0,-1,0.0,11.0,39.0
12137,yingling,WC,12,8,0,0,0,1,0,0,0,-1,0.0,22.0,24.0
13385,ePG | Chevy,WC,12,6,0,0,0,1,0,0,0,9,45.0,67.0,10.0
13765,Help,WC,6,6,0,1,0,0,0,0,0,-1,0.0,7.0,48.0
22937,USF | Quadae,EC,10,9,0,0,1,0,0,0,0,13,25.0,40.0,16.0
24423,Talen,EC,4,6,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
26387,Phantom Airline,EC,8,2,0,0,0,1,0,0,0,-1,0.0,18.0,27.0
26579,Zave,WC,7,11,0,0,1,0,0,0,0,-1,0.0,12.0,35.0
26750,KoDoRiN,WC,9,6,0,0,0,1,0,0,0,5,95.0,114.0,6.0
29840,TBD,WC,9,4,0,0,0,1,0,0,0,17,10.0,29.0,19.0
33387,pointykitty,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
38643,RedX,WC,7,6,0,0,1,0,0,0,0,-1,0.0,12.0,35.0
40403,Pawn,WC,5,9,0,1,0,0,0,0,0,-1,0.0,6.0,52.0
47866,S.C.E. | Erik,EC,15,6,0,0,0,0,1,0,0,5,95.0,125.0,5.0
53112,8-bit | dansdaman,WC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,27.0
60696,FM | Cilan,WC,13,10,0,0,0,1,0,0,0,-1,0.0,23.0,22.0
61570,Pappi,WC,12,7,0,0,0,1,0,0,0,-1,0.0,22.0,24.0
64644,STP,EC,11,12,0,1,0,0,0,0,0,-1,0.0,12.0,35.0
64692,SANS | Blues Clues,WC,11,5,0,0,0,1,0,0,0,9,45.0,66.0,12.0
65777,bobby big ballz,NOTAV,7,1,0,0,0,0,0,0,1,1,200.0,217.0,1.0
130672,Soltrain,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,65.0
132537,RG | Far!,WC,10,3,0,0,0,0,1,0,0,17,10.0,35.0,17.0
144133,YBBT | leroydankins,WC,6,7,0,0,1,0,0,0,0,-1,0.0,11.0,39.0
148200,Big Pivot,WC,7,14,0,1,0,0,0,0,0,-1,0.0,8.0,45.0
153334,Silkylaroux,WC,3,7,0,1,0,0,0,0,0,-1,0.0,4.0,60.0
155077,radvillainy,EC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,65.0
158148,Chewy,EC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,42.0
170887,Ahung,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,70.0
173178,LAG,WC,12,4,0,0,0,1,0,0,0,9,45.0,67.0,10.0
182665,Elysian,WC,12,8,0,0,0,1,0,0,0,-1,0.0,22.0,24.0
213911,jtetter,EC,3,12,0,1,0,0,0,0,0,-1,0.0,4.0,60.0
217541,noChill,WC,11,8,0,0,1,0,0,0,0,-1,0.0,16.0,31.0
221423,Typhoon,WC,13,7,0,0,0,1,0,0,0,-1,0.0,23.0,22.0
229216,KaiKwonDo,WC,10,7,0,0,1,0,0,0,0,-1,0.0,15.0,32.0
230537,hHerb,WC,7,10,0,1,0,0,0,0,0,-1,0.0,8.0,45.0
255496,ericiscool.net,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,39.0
268767,markrevival,WC,4,8,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
276041,Kettering,WC,0,11,0,1,0,0,0,0,0,-1,0.0,1.0,75.0
286517,Thad <3,WC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
312135,AlyJ,WC,11,3,0,0,0,0,1,0,0,9,45.0,71.0,9.0
315101,Rozu,WC,5,14,0,0,1,0,0,0,0,-1,0.0,10.0,42.0
360229,BEBO,WC,1,24,0,1,0,0,0,0,0,-1,0.0,2.0,70.0
413573,John,WC,8,9,0,1,0,0,0,0,0,-1,0.0,9.0,44.0
418740,ManRay,WC,3,2,0,0,1,0,0,0,0,-1,0.0,8.0,45.0
627118,Pipe,WC,6,6,0,1,0,0,0,0,0,-1,0.0,7.0,48.0
657175,Bobakanoosh,EC,4,8,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
657464,CowCowCowCowCow,EC,11,3,0,0,0,0,1,0,0,13,25.0,51.0,13.0
694497,Ben,EC,11,2,0,0,0,1,0,0,0,4,125.0,146.0,4.0
843799,Snoos,EC,0,6,0,1,0,0,0,0,0,-1,0.0,1.0,75.0
858866,SLO | GrizzlyBair,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,60.0
862074,snacklepackle,EC,12,10,0,0,1,0,0,0,0,-1,0.0,17.0,29.0
865922,SRN | Soulrifle211,EC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,60.0
885830,HorseGirl420,EC,1,13,0,1,0,0,0,0,0,-1,0.0,2.0,70.0
927948,cliché,WC,8,6,0,0,1,0,0,0,0,-1,0.0,13.0,34.0
956568,Night,WC,2,9,0,1,0,0,0,0,0,-1,0.0,3.0,65.0
1007304,Phorox,WC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,35.0
1112770,Penguis,WC,6,8,0,1,0,0,0,0,0,-1,0.0,7.0,48.0
1263692,ushi,EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,65.0
1501041,Hamburglar,EC,6,10,0,1,0,0,0,0,0,-1,0.0,7.0,48.0
1551714,JCobbs,WC,1,6,0,1,0,0,0,0,0,-1,0.0,2.0,70.0
1633823,ButterRoyaleTV,EC,1,14,0,1,0,0,0,0,0,-1,0.0,2.0,70.0
1640788,Special K,WC,0,9,0,1,0,0,0,0,0,-1,0.0,1.0,75.0
1655337,Drewski,EC,5,9,0,1,0,0,0,0,0,-1,0.0,6.0,52.0
2029721,Ghost Rider,EC,7,3,0,0,0,1,0,0,0,17,10.0,27.0,20.0
2038523,thesiscat,WC,10,6,0,0,1,0,0,0,0,-1,0.0,15.0,32.0
2044204,Eastwood,WC,4,6,0,1,0,0,0,0,0,-1,0.0,5.0,54.0
2131909,gbio,WC,3,15,0,1,0,0,0,0,0,-1,0.0,4.0,60.0
