SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1017,S2J,NOTAV,2,2,0,0,0,0,0,0,1,5
1019,CLG. | SFAT,NOTAV,4,2,0,0,0,0,0,0,1,3
1077,Revenge | Gahtzu,NOTAV,6,0,0,0,0,0,0,0,1,1
3561,Ginger,NOTAV,4,2,0,0,0,0,0,0,1,2
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,-1
5618,ANTIFA CEO | Quiggles,EC,13,12,0,0,0,1,0,0,0,25
7201,.Ðempt,EC,18,11,0,0,0,1,0,0,0,9
10485,DD,WC,13,8,0,0,0,1,0,0,0,13
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,9
11945,Strazz,EC,4,5,0,1,0,0,0,0,0,-1
12353,Twisty,EC,10,4,0,0,0,1,0,0,0,9
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,-1
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,13
18722,K.H.D | Reign,WC,2,15,0,1,0,0,0,0,0,-1
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,25
21661,GLR | JAM,EC,17,7,0,0,0,0,1,0,0,17
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,-1
26750,KoDoRiN,NOTAV,4,2,0,0,0,0,0,0,1,7
27527,Megaman,WC,11,14,0,0,1,0,0,0,0,-1
27862,Musashi,WC,6,4,0,0,0,1,0,0,0,25
28793,Light,WC,12,6,0,0,0,1,0,0,0,17
29840,TBD,WC,14,9,0,0,0,1,0,0,0,17
33387,pointykitty,WC,1,19,0,1,0,0,0,0,0,-1
36990,Trock,WC,15,9,0,0,0,1,0,0,0,13
38567,Android 0,WC,11,2,0,0,0,1,0,0,0,5
40403,Pawn,WC,5,8,0,1,0,0,0,0,0,-1
47866,S.C.E. | Erik,EC,12,7,0,0,0,0,1,0,0,17
54390,Question,EC,17,10,0,0,0,1,0,0,0,17
60696,FM | Cilan,WC,13,8,0,0,0,1,0,0,0,17
64692,SANS | Blues Clues,WC,13,4,0,0,0,1,0,0,0,7
65777,bobby big ballz,WC,11,3,0,0,0,1,0,0,0,4
147251,GS | TreyTheTrashman,WC,3,4,0,1,0,0,0,0,0,-1
148200,Big Pivot,WC,0,27,0,1,0,0,0,0,0,-1
150888,Shy,WC,7,4,0,0,1,0,0,0,0,-1
157632,TurboThot,WC,1,3,0,1,0,0,0,0,0,-1
183400,Doctor Dank,EC,2,13,0,1,0,0,0,0,0,-1
223503,Rigo Bigo,EC,5,11,0,1,0,0,0,0,0,-1
229216,KaiKwonDo,WC,2,6,0,1,0,0,0,0,0,-1
241260,Alex18+,EC,9,11,0,1,0,0,0,0,0,25
250581,Fizz,WC,18,13,0,0,0,1,0,0,0,9
257025,2Framez,EC,3,4,0,1,0,0,0,0,0,-1
286517,Thad <3,WC,5,5,0,1,0,0,0,0,0,-1
301566,JustJoshin,WC,3,4,0,1,0,0,0,0,0,-1
327212,Marrgasm,WC,11,9,0,0,0,1,0,0,0,17
528737,3OutChange,WC,1,11,0,1,0,0,0,0,0,-1
585236,306 | Amrak,WC,15,7,0,0,0,1,0,0,0,13
627118,Pipe,WC,9,10,0,0,1,0,0,0,0,-1
641180,Luppi,EC,1,7,0,1,0,0,0,0,0,-1
657464,CowCowCowCowCow,EC,8,8,0,0,0,1,0,0,0,25
718293,Nico,WC,3,8,0,1,0,0,0,0,0,-1
735376,CVSmashMods | Ripn,WC,3,3,0,1,0,0,0,0,0,-1
927948,cliché,WC,13,11,0,0,1,0,0,0,0,17
2064187,Abhi,EC,0,15,0,1,0,0,0,0,0,-1
2085246,kippu,WC,3,5,0,1,0,0,0,0,0,-1
