SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1017,S2J,NOTAV,6,1,0,0,0,0,0,0,1,1
1092,Connor,WC,8,3,0,0,0,1,0,0,0,17
3602,JLo,EC,2,7,0,1,0,0,0,0,0,-1
3665,Younger,EC,15,7,0,0,0,0,1,0,0,17
3734,Hulka,WC,11,3,0,0,0,1,0,0,0,7
4317,donk,WC,1,1,0,1,0,0,0,0,0,-1
4390,NGG | Jflex,EC,9,2,0,0,0,0,1,0,0,17
4446,RCS | Chi,EC,4,3,0,0,1,0,0,0,0,-1
4876,will1v1_ttv,WC,1,1,0,1,0,0,0,0,0,-1
5618,RadicalLiberal | Quiggles,EC,12,7,0,0,0,1,0,0,0,-1
5765,Liquid,EC,3,1,0,0,1,0,0,0,0,-1
5869,KL | Kid,EC,4,5,0,1,0,0,0,0,0,-1
7149,Trail,EC,5,1,0,0,1,0,0,0,0,-1
7255,bsb. | fluff,EC,2,3,0,1,0,0,0,0,0,-1
7550,OXY | TheCrimsonBlur,WC,5,6,0,1,0,0,0,0,0,-1
7654,Schnurb,EC,5,4,0,0,1,0,0,0,0,-1
8096,Salty Seth,WC,5,1,0,0,1,0,0,0,0,-1
10060,PapaNoJohns,WC,9,13,0,1,0,0,0,0,0,-1
10228,Flow | Stark,WC,2,4,0,1,0,0,0,0,0,-1
10282,Air,WC,16,9,0,0,0,0,1,0,0,17
10430,FreeSSBM,EC,5,4,0,0,1,0,0,0,0,-1
10485,DD,WC,4,3,0,0,1,0,0,0,0,-1
10653,Joshuwasha,WC,12,9,0,0,0,1,0,0,0,-1
11490,Dash,EC,13,4,0,0,0,0,1,0,0,9
11590,Rickeye_rick,WC,8,7,0,1,0,0,0,0,0,-1
11945,CSTR#106 | Strazz,EC,3,7,0,1,0,0,0,0,0,-1
12137,yingling,WC,3,1,0,0,1,0,0,0,0,-1
12817,WU | nerodero,WC,5,5,0,0,1,0,0,0,0,-1
13639,21! | Ronan,EC,2,3,0,1,0,0,0,0,0,-1
13765,Help,WC,8,3,0,0,0,1,0,0,0,-1
13956,Vino,EC,4,4,0,0,1,0,0,0,0,-1
14062,Jzhu,WC,4,3,0,0,1,0,0,0,0,-1
14305,Nard Dawg,EC,6,4,0,0,1,0,0,0,0,-1
14489,Crow,WC,6,9,0,1,0,0,0,0,0,-1
15070,Verdo,EC,10,5,0,0,0,1,0,0,0,-1
15298,Cowbell,WC,7,0,0,0,0,1,0,0,0,-1
16066,TG NBR | Panayiotis,EC,10,8,0,0,1,0,0,0,0,-1
18652,LFTG | Logos,WC,12,2,0,0,0,1,0,0,0,5
18722,K.H.D | Reign,WC,0,3,0,1,0,0,0,0,0,-1
22088,Nebulous | Jib,EC,8,6,0,0,1,0,0,0,0,-1
22458,Kandayo,WC,3,3,0,1,0,0,0,0,0,-1
23422,ZimD00D,WC,12,7,0,0,0,1,0,0,0,-1
23501,Ratt,WC,0,2,0,1,0,0,0,0,0,-1
24024,OAK | Spacepigeon,WC,12,3,0,0,0,1,0,0,0,7
26830,Fent0n,WC,4,4,0,1,0,0,0,0,0,-1
27069,JoeyBonzo,WC,4,5,0,1,0,0,0,0,0,-1
27638,Panda,EC,13,3,0,0,0,1,0,0,0,3
28342,M,WC,0,2,0,1,0,0,0,0,0,-1
28391,Vigilance,WC,8,7,0,0,1,0,0,0,0,-1
28663,QTT | Marco,WC,6,4,0,0,1,0,0,0,0,-1
29405,Vianny,EC,12,6,0,0,0,1,0,0,0,-1
30865,Spi,EC,1,7,0,1,0,0,0,0,0,-1
31487,Winx Club | Siddward,EC,13,6,0,0,0,0,1,0,0,13
32201,PRIN$E,EC,5,5,0,0,1,0,0,0,0,-1
33239,SheepHair,WC,2,2,0,1,0,0,0,0,0,-1
33655,Mo $,WC,7,3,0,0,0,1,0,0,0,-1
34266,WOMB#619 | Wombat,WC,0,1,0,1,0,0,0,0,0,-1
34399,BuenasRetas | Cobs,WC,8,9,0,1,0,0,0,0,0,-1
35258,LFG | Fist Mexico,WC,8,6,0,0,1,0,0,0,0,-1
39235,Dream,WC,10,4,0,0,0,1,0,0,0,9
40399,Elders React | Third Strongest,WC,4,4,0,1,0,0,0,0,0,-1
40476,Medz,WC,16,3,0,0,0,0,1,0,0,5
41211,Denzill,WC,2,2,0,1,0,0,0,0,0,-1
41492,Divine Senator Kelly,WC,2,4,0,1,0,0,0,0,0,-1
45903,Figs,EC,0,1,0,1,0,0,0,0,0,-1
46752,doby,WC,0,2,0,1,0,0,0,0,0,-1
47650,shoelegend88,EC,10,8,0,0,1,0,0,0,0,-1
49711,sad | UwUMysticalGirl,EC,13,10,0,0,0,1,0,0,0,-1
51112,Pilgrim,WC,8,10,0,1,0,0,0,0,0,-1
51464,UCLA | Suvir,WC,5,4,0,0,1,0,0,0,0,-1
