SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1092,Connor,WC,13,5,0,0,0,0,1,0,0,9,45.0,73.0,10.0
3602,JLo,EC,8,9,0,1,0,0,0,0,0,-1,0.0,9.0,84.0
3661,Hunt,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,177.0
3936,GUILD | ghettowarmachine420,EC,11,5,0,0,0,0,1,0,0,17,10.0,36.0,18.0
4197,Uncle Pete,WC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,62.0
4215,rocky,WC,15,4,0,0,0,0,1,0,0,2,175.0,205.0,2.0
4293,Jahan,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,74.0
4317,donk,WC,11,7,0,0,0,1,0,0,0,-1,0.0,21.0,29.0
4390,NGG | Jflex,EC,12,2,0,0,0,0,1,0,0,5,95.0,122.0,5.0
4438,pinecone22,WC,2,1,0,1,0,0,0,0,0,-1,0.0,3.0,145.0
5618,RadicalLiberal | Quiggles,EC,15,7,0,0,0,1,0,0,0,-1,0.0,25.0,21.0
5630,BKB! | stocmoney,EC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,52.0
5869,KL | Kid,EC,6,7,0,1,0,0,0,0,0,-1,0.0,7.0,103.0
7693,Kanye Rest,EC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
10362,Elk G | Ivayne,WC,13,10,0,0,1,0,0,0,0,-1,0.0,18.0,37.0
10520,CREW | G,WC,11,11,0,0,1,0,0,0,0,-1,0.0,16.0,42.0
10562,SFOP,NOTAV,4,2,0,0,0,0,0,0,1,3,150.0,164.0,3.0
10666,SF | Herrán,WC,12,6,0,0,0,1,0,0,0,-1,0.0,22.0,26.0
11490,Dash,EC,3,1,0,0,1,0,0,0,0,-1,0.0,8.0,94.0
11606,Elk_G | Karm,WC,6,2,0,0,1,0,0,0,0,-1,0.0,11.0,62.0
11781,htwa,EC,6,0,0,0,0,1,0,0,0,-1,0.0,16.0,42.0
11945,Strazz,EC,3,2,0,0,1,0,0,0,0,-1,0.0,8.0,94.0
11961,Mucho Man Randy Passion,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,145.0
12048,K8A,EC,13,5,0,0,0,1,0,0,0,-1,0.0,23.0,23.0
14025,Austintacious,EC,3,2,0,0,1,0,0,0,0,-1,0.0,8.0,94.0
14305,Nard Dawg,EC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
15070,Verdo,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,62.0
15298,Cowbell,WC,10,8,0,0,1,0,0,0,0,-1,0.0,15.0,44.0
16294,Ders,EC,5,7,0,1,0,0,0,0,0,-1,0.0,6.0,113.0
18652,LFTG | Logos,WC,2,0,0,0,1,0,0,0,0,-1,0.0,7.0,103.0
21469,ramrod,WC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,158.0
22088,Jib,EC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
22595,Aura,EC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
26144,Flounder,EC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,58.0
26387,Phantom Airline,EC,9,4,0,0,0,1,0,0,0,-1,0.0,19.0,36.0
26701,dirtyDev,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,145.0
27257,TBS | Nero,WC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,119.0
27479,Canes | ATM,EC,6,9,0,1,0,0,0,0,0,-1,0.0,7.0,103.0
27527,Megaman,WC,7,9,0,1,0,0,0,0,0,-1,0.0,8.0,94.0
28663,QTT | Marco,WC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,37.0
29103,Hexjo,EC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,52.0
30865,Spi,EC,0,6,0,1,0,0,0,0,0,-1,0.0,1.0,177.0
31487,Winx Club | Siddward,EC,18,9,0,0,0,0,1,0,0,7,75.0,108.0,6.0
32190,Crow,EC,10,7,0,0,0,1,0,0,0,-1,0.0,20.0,33.0
32201,PRIN$E,EC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,74.0
34266,WOMB#619 | Wombat,WC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,158.0
34863,Gulu,WC,5,5,0,0,1,0,0,0,0,-1,0.0,10.0,74.0
34980,Crispy | Chango,WC,12,5,0,0,0,0,1,0,0,17,10.0,37.0,17.0
36782,Oaty,EC,10,6,0,0,0,1,0,0,0,-1,0.0,20.0,33.0
37116,GUG | Kürv,WC,14,3,0,0,0,0,1,0,0,4,125.0,154.0,4.0
38643,RedX,WC,8,5,0,0,1,0,0,0,0,-1,0.0,13.0,52.0
38979,RULE#492 | Tristan's Rule,WC,11,3,0,0,0,1,0,0,0,-1,0.0,21.0,29.0
39235,Dream,WC,12,4,0,0,0,1,0,0,0,-1,0.0,22.0,26.0
39997,Sparky,WC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,62.0
40780,Elk G | Digimon,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,131.0
41211,Denzill,WC,5,4,0,1,0,0,0,0,0,-1,0.0,6.0,113.0
41492,Divine Senator Kelly,WC,2,0,0,0,1,0,0,0,0,-1,0.0,7.0,103.0
44671,Quaff,WC,10,2,0,0,0,0,1,0,0,13,25.0,50.0,15.0
45197,Daz,WC,10,8,0,0,1,0,0,0,0,-1,0.0,15.0,44.0
46349,Aura,WC,11,4,0,0,0,0,1,0,0,9,45.0,71.0,12.0
46752,doby,WC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,58.0
47866,Erik,NOTAV,3,2,0,0,0,0,0,0,1,5,95.0,108.0,6.0
48322,AHHHHH | Alice,EC,4,7,0,1,0,0,0,0,0,-1,0.0,5.0,119.0
48850,TNS | Asashi,WC,13,4,0,0,0,0,1,0,0,9,45.0,73.0,10.0
48931,in10city,WC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
49211,deluxe,WC,10,9,0,0,1,0,0,0,0,-1,0.0,15.0,44.0
51112,Pilgrim,WC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
58588,Jeffthecheff,EC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,84.0
