SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1092,Connor,WC,13,5,0,0,0,0,1,0,0,9
3602,JLo,EC,8,9,0,1,0,0,0,0,0,-1
3661,Hunt,WC,0,2,0,1,0,0,0,0,0,-1
3936,GUILD | ghettowarmachine420,EC,11,5,0,0,0,0,1,0,0,17
4197,Uncle Pete,WC,6,5,0,0,1,0,0,0,0,-1
4215,rocky,WC,15,4,0,0,0,0,1,0,0,2
4293,Jahan,WC,5,4,0,0,1,0,0,0,0,-1
4317,donk,WC,11,7,0,0,0,1,0,0,0,-1
4390,NGG | Jflex,EC,12,2,0,0,0,0,1,0,0,5
4438,pinecone22,WC,2,1,0,1,0,0,0,0,0,-1
5618,RadicalLiberal | Quiggles,EC,15,7,0,0,0,1,0,0,0,-1
5630,BKB! | stocmoney,EC,8,7,0,0,1,0,0,0,0,-1
5869,KL | Kid,EC,6,7,0,1,0,0,0,0,0,-1
7693,Kanye Rest,EC,4,2,0,0,1,0,0,0,0,-1
10362,Elk G | Ivayne,WC,13,10,0,0,1,0,0,0,0,-1
10520,CREW | G,WC,11,11,0,0,1,0,0,0,0,-1
10562,SFOP,NOTAV,4,2,0,0,0,0,0,0,1,3
10666,SF | Herrán,WC,12,6,0,0,0,1,0,0,0,-1
11490,Dash,EC,3,1,0,0,1,0,0,0,0,-1
11606,Elk_G | Karm,WC,6,2,0,0,1,0,0,0,0,-1
11781,htwa,EC,6,0,0,0,0,1,0,0,0,-1
11945,Strazz,EC,3,2,0,0,1,0,0,0,0,-1
11961,Mucho Man Randy Passion,WC,2,4,0,1,0,0,0,0,0,-1
12048,K8A,EC,13,5,0,0,0,1,0,0,0,-1
14025,Austintacious,EC,3,2,0,0,1,0,0,0,0,-1
14305,Nard Dawg,EC,4,2,0,0,1,0,0,0,0,-1
15070,Verdo,EC,6,4,0,0,1,0,0,0,0,-1
15298,Cowbell,WC,10,8,0,0,1,0,0,0,0,-1
16294,Ders,EC,5,7,0,1,0,0,0,0,0,-1
18652,LFTG | Logos,WC,2,0,0,0,1,0,0,0,0,-1
21469,ramrod,WC,1,3,0,1,0,0,0,0,0,-1
22088,Jib,EC,4,2,0,0,1,0,0,0,0,-1
22595,Aura,EC,4,1,0,0,1,0,0,0,0,-1
26144,Flounder,EC,7,5,0,0,1,0,0,0,0,-1
26387,Phantom Airline,EC,9,4,0,0,0,1,0,0,0,-1
26701,dirtyDev,WC,2,4,0,1,0,0,0,0,0,-1
27257,TBS | Nero,WC,4,4,0,1,0,0,0,0,0,-1
27479,Canes | ATM,EC,6,9,0,1,0,0,0,0,0,-1
27527,Megaman,WC,7,9,0,1,0,0,0,0,0,-1
28663,QTT | Marco,WC,8,4,0,0,0,1,0,0,0,-1
29103,Hexjo,EC,8,7,0,0,1,0,0,0,0,-1
30865,Spi,EC,0,6,0,1,0,0,0,0,0,-1
31487,Winx Club | Siddward,EC,18,9,0,0,0,0,1,0,0,7
32190,Crow,EC,10,7,0,0,0,1,0,0,0,-1
32201,PRIN$E,EC,5,4,0,0,1,0,0,0,0,-1
34266,WOMB#619 | Wombat,WC,1,5,0,1,0,0,0,0,0,-1
34863,Gulu,WC,5,5,0,0,1,0,0,0,0,-1
34980,Crispy | Chango,WC,12,5,0,0,0,0,1,0,0,17
36782,Oaty,EC,10,6,0,0,0,1,0,0,0,-1
37116,GUG | Kürv,WC,14,3,0,0,0,0,1,0,0,4
38643,RedX,WC,8,5,0,0,1,0,0,0,0,-1
38979,RULE#492 | Tristan's Rule,WC,11,3,0,0,0,1,0,0,0,-1
