SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1017,S2J,NOTAV,2,2,0,0,0,0,0,0,1,5,95.0,107.0,6.0
1019,CLG. | SFAT,NOTAV,4,2,0,0,0,0,0,0,1,3,150.0,164.0,3.0
1077,Revenge | Gahtzu,NOTAV,6,0,0,0,0,0,0,0,1,1,200.0,216.0,1.0
3561,Ginger,NOTAV,4,2,0,0,0,0,0,0,1,2,175.0,189.0,2.0
4197,Uncle Pete,WC,3,6,0,0,1,0,0,0,0,-1,0.0,8.0,34.0
5618,ANTIFA CEO | Quiggles,EC,13,12,0,0,0,1,0,0,0,25,0.0,23.0,25.0
7201,.Ðempt,EC,18,11,0,0,0,1,0,0,0,9,45.0,73.0,9.0
10485,DD,WC,13,8,0,0,0,1,0,0,0,13,25.0,48.0,15.0
10529,The Leaf,WC,8,2,0,0,0,1,0,0,0,9,45.0,63.0,12.0
11945,Strazz,EC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,38.0
12353,Twisty,EC,10,4,0,0,0,1,0,0,0,9,45.0,65.0,11.0
15948,glum oinkin',EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,45.0
16023,soccermom69,WC,12,5,0,0,0,1,0,0,0,13,25.0,47.0,16.0
18722,K.H.D | Reign,WC,2,15,0,1,0,0,0,0,0,-1,0.0,3.0,45.0
19346,SonOfJ,WC,8,8,0,0,0,1,0,0,0,25,0.0,18.0,26.0
21661,GLR | JAM,EC,17,7,0,0,0,0,1,0,0,17,10.0,42.0,17.0
25789,Tourist,WC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,33.0
26750,KoDoRiN,NOTAV,4,2,0,0,0,0,0,0,1,7,75.0,89.0,8.0
27527,Megaman,WC,11,14,0,0,1,0,0,0,0,-1,0.0,16.0,28.0
27862,Musashi,WC,6,4,0,0,0,1,0,0,0,25,0.0,16.0,28.0
28793,Light,WC,12,6,0,0,0,1,0,0,0,17,10.0,32.0,22.0
29840,TBD,WC,14,9,0,0,0,1,0,0,0,17,10.0,34.0,20.0
33387,pointykitty,WC,1,19,0,1,0,0,0,0,0,-1,0.0,2.0,49.0
36990,Trock,WC,15,9,0,0,0,1,0,0,0,13,25.0,50.0,13.0
38567,Android 0,WC,11,2,0,0,0,1,0,0,0,5,95.0,116.0,5.0
40403,Pawn,WC,5,8,0,1,0,0,0,0,0,-1,0.0,6.0,35.0
47866,S.C.E. | Erik,EC,12,7,0,0,0,0,1,0,0,17,10.0,37.0,18.0
54390,Question,EC,17,10,0,0,0,1,0,0,0,17,10.0,37.0,18.0
60696,FM | Cilan,WC,13,8,0,0,0,1,0,0,0,17,10.0,33.0,21.0
64692,SANS | Blues Clues,WC,13,4,0,0,0,1,0,0,0,7,75.0,98.0,7.0
65777,bobby big ballz,WC,11,3,0,0,0,1,0,0,0,4,125.0,146.0,4.0
147251,GS | TreyTheTrashman,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
148200,Big Pivot,WC,0,27,0,1,0,0,0,0,0,-1,0.0,1.0,53.0
150888,Shy,WC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,31.0
157632,TurboThot,WC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,49.0
183400,Doctor Dank,EC,2,13,0,1,0,0,0,0,0,-1,0.0,3.0,45.0
223503,Rigo Bigo,EC,5,11,0,1,0,0,0,0,0,-1,0.0,6.0,35.0
229216,KaiKwonDo,WC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,45.0
241260,Alex18+,EC,9,11,0,1,0,0,0,0,0,25,0.0,10.0,32.0
250581,Fizz,WC,18,13,0,0,0,1,0,0,0,9,45.0,73.0,9.0
257025,2Framez,EC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
286517,Thad <3,WC,5,5,0,1,0,0,0,0,0,-1,0.0,6.0,35.0
301566,JustJoshin,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
327212,Marrgasm,WC,11,9,0,0,0,1,0,0,0,17,10.0,31.0,23.0
528737,3OutChange,WC,1,11,0,1,0,0,0,0,0,-1,0.0,2.0,49.0
585236,306 | Amrak,WC,15,7,0,0,0,1,0,0,0,13,25.0,50.0,13.0
627118,Pipe,WC,9,10,0,0,1,0,0,0,0,-1,0.0,14.0,30.0
641180,Luppi,EC,1,7,0,1,0,0,0,0,0,-1,0.0,2.0,49.0
657464,CowCowCowCowCow,EC,8,8,0,0,0,1,0,0,0,25,0.0,18.0,26.0
718293,Nico,WC,3,8,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
735376,CVSmashMods | Ripn,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
927948,cliché,WC,13,11,0,0,1,0,0,0,0,17,10.0,28.0,24.0
2064187,Abhi,EC,0,15,0,1,0,0,0,0,0,-1,0.0,1.0,53.0
2085246,kippu,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,39.0
