SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1016,Fiction,NOTAV,4,2,0,0,0,0,0,0,1,2,175.0,189.0,2.0
1621,bensw,WC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
4864,Theftz,WC,3,7,0,1,0,0,0,0,0,-1,0.0,4.0,30.0
5618,ANTIFA CEO | Quiggles,EC,13,10,0,0,0,1,0,0,0,9,45.0,68.0,9.0
6700,JCubez,EC,8,2,0,0,0,1,0,0,0,7,75.0,93.0,8.0
7149,Trail,EC,10,7,0,0,0,1,0,0,0,17,10.0,30.0,17.0
7201,.Ðempt,EC,11,11,0,0,1,0,0,0,0,13,25.0,41.0,16.0
10485,DD,WC,11,6,0,0,0,1,0,0,0,13,25.0,46.0,14.0
11945,Strazz,EC,1,6,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
12137,yingling,WC,16,9,0,0,0,0,1,0,0,13,25.0,56.0,12.0
12353,Twisty,EC,5,4,0,0,1,0,0,0,0,9,45.0,55.0,13.0
13748,,WC,8,2,0,0,0,1,0,0,0,5,95.0,113.0,6.0
13960,RB | V$,WC,2,5,0,1,0,0,0,0,0,-1,0.0,3.0,34.0
15298,Cowbell,WC,13,10,0,0,1,0,0,0,0,-1,0.0,18.0,21.0
21525,Kaptinkillem,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,23.0
26750,KoDoRiN,NOTAV,3,2,0,0,0,0,0,0,1,4,125.0,138.0,4.0
27527,Megaman,WC,7,5,0,0,0,1,0,0,0,17,10.0,27.0,18.0
34266,WOMB#619 | Wombat,WC,3,7,0,1,0,0,0,0,0,-1,0.0,4.0,30.0
38201,Blue Jay,WC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
40403,Pawn,WC,2,11,0,1,0,0,0,0,0,-1,0.0,3.0,34.0
48578,LoneCubone,EC,0,3,0,1,0,0,0,0,0,-1,0.0,1.0,44.0
60696,FM | Cilan,WC,10,6,0,0,0,1,0,0,0,13,25.0,45.0,15.0
61897,LSD,EC,23,0,0,0,0,0,1,0,0,1,200.0,238.0,1.0
64692,SANS | Blues Clues,NOTAV,2,2,0,0,0,0,0,0,1,9,45.0,57.0,11.0
65777,bobby big ballz,NOTAV,4,2,0,0,0,0,0,0,1,3,150.0,164.0,3.0
144133,YBBT | leroydankins,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,30.0
148200,Big Pivot,WC,0,13,0,1,0,0,0,0,0,-1,0.0,1.0,44.0
149952,Jakespeare,EC,3,17,0,1,0,0,0,0,0,-1,0.0,4.0,30.0
157615,ight,EC,8,13,0,1,0,0,0,0,0,17,10.0,19.0,20.0
157632,TurboThot,WC,7,8,0,1,0,0,0,0,0,-1,0.0,8.0,27.0
255496,ericiscool.net,EC,1,6,0,1,0,0,0,0,0,17,10.0,12.0,22.0
268767,markrevival,WC,1,7,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
279722,EP | Justus,WC,13,7,0,0,0,1,0,0,0,7,75.0,98.0,7.0
301566,JustJoshin,WC,8,9,0,1,0,0,0,0,0,-1,0.0,9.0,26.0
325974,SDJ,WC,9,3,0,0,0,1,0,0,0,9,45.0,64.0,10.0
329160,ZUTH | Zuthane,EC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,34.0
329937,LanTurN,WC,9,14,0,1,0,0,0,0,0,-1,0.0,10.0,24.0
364725,LUNK#783 | dom,EC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
413573,John,WC,5,1,0,0,1,0,0,0,0,-1,0.0,10.0,24.0
483428,DCG | Spots,WC,1,8,0,1,0,0,0,0,0,-1,0.0,2.0,38.0
508569,eh | sickø,WC,5,6,0,1,0,0,0,0,0,-1,0.0,6.0,29.0
585236,306 | Amrak,WC,17,5,0,0,0,0,1,0,0,5,95.0,127.0,5.0
657464,CowCowCowCowCow,EC,7,6,0,0,1,0,0,0,0,17,10.0,22.0,19.0
897815,moscow mich,WC,7,10,0,1,0,0,0,0,0,-1,0.0,8.0,27.0
1186877,Tomz,EC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,44.0
2085246,kippu,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,34.0
