SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement
1019,CLG. | SFAT,NOTAV,5,0,0,0,0,0,0,0,1,1
4029,mixx,WC,5,2,0,0,1,0,0,0,0,-1
4390,NGG | Jflex,EC,13,3,0,0,0,1,0,0,0,7
5618,ANTIFA CEO | Quiggles,EC,8,4,0,0,0,1,0,0,0,17
7277,GOL | JSalt,EC,13,2,0,0,0,0,1,0,0,7
7634,MT,WC,15,6,0,0,0,0,1,0,0,13
10228,Flow | Stark,WC,9,7,0,0,1,0,0,0,0,-1
10562,SFOP,WC,17,4,0,0,0,0,1,0,0,5
10994,RedHousePainter,EC,6,7,0,1,0,0,0,0,0,-1
11945,Strazz,EC,6,4,0,0,1,0,0,0,0,-1
13906,SSBM-T | LuigiKid,WC,5,3,0,0,1,0,0,0,0,-1
13932,Mango's Friend | Lucky,WC,15,11,0,0,0,1,0,0,0,4
14305,Nard Dawg,EC,4,3,0,0,1,0,0,0,0,-1
15298,Cowbell,WC,9,7,0,0,1,0,0,0,0,-1
15390,Tammerath,EC,0,7,0,1,0,0,0,0,0,-1
18722,K.H.D | Reign,WC,1,3,0,1,0,0,0,0,0,-1
21661,GLR | JAM,EC,12,6,0,0,0,1,0,0,0,13
26387,Phantom Airline,EC,11,11,0,0,1,0,0,0,0,-1
26701,dirtyDev,WC,5,9,0,0,1,0,0,0,0,-1
27257,TBS | Nero,WC,5,6,0,0,1,0,0,0,0,-1
27527,Megaman,WC,15,9,0,0,0,1,0,0,0,-1
27754,Chummi,WC,16,10,0,0,0,1,0,0,0,-1
30581,Jolf,WC,7,11,0,1,0,0,0,0,0,-1
31473,C H U M P I S,WC,8,12,0,1,0,0,0,0,0,-1
37116,GUG | Kürv,WC,16,8,0,0,0,0,1,0,0,13
39997,Sparky,WC,9,10,0,0,1,0,0,0,0,-1
40403,Pawn,WC,1,7,0,1,0,0,0,0,0,-1
45356,OtES,EC,10,11,0,0,1,0,0,0,0,-1
47650,shoelegend88,EC,4,4,0,1,0,0,0,0,0,-1
47832,IceCreamOG,WC,8,6,0,0,1,0,0,0,0,-1
47866,Erik,EC,14,7,0,0,0,0,1,0,0,9
48857,hestoned,WC,14,13,0,0,0,1,0,0,0,-1
58670,RCS | Savestate,EC,14,13,0,0,0,1,0,0,0,17
63720,TNC | n3zModGod,WC,7,4,0,0,0,1,0,0,0,17
64260,Hellraid,WC,0,13,0,1,0,0,0,0,0,-1
64692,SANS | Blues Clues,WC,15,4,0,0,0,0,1,0,0,9
65566,Miranda,EC,4,4,0,0,1,0,0,0,0,-1
65777,bobby big ballz,WC,13,4,0,0,0,1,0,0,0,2
135088,LFG | PanterA,WC,18,7,0,0,0,0,1,0,0,9
176387,Badboi,WC,3,2,0,1,0,0,0,0,0,-1
183677,Yamasaki,WC,3,3,0,1,0,0,0,0,0,-1
185178,Captain Koala,WC,1,11,0,1,0,0,0,0,0,-1
213911,jtetter,EC,3,15,0,1,0,0,0,0,0,-1
219761,volt.,EC,0,6,0,1,0,0,0,0,0,-1
221423,Typhoon,WC,9,7,0,0,0,1,0,0,0,17
225081,:3 | fenceturtle,EC,10,6,0,0,1,0,0,0,0,13
232213,MikeDrop,WC,11,13,0,0,1,0,0,0,0,-1
255496,ericiscool.net,EC,1,5,0,1,0,0,0,0,0,-1
257406,Lotfy,EC,14,6,0,0,0,0,1,0,0,9
268767,markrevival,WC,0,2,0,1,0,0,0,0,0,-1
275884,Maljo,WC,3,15,0,1,0,0,0,0,0,-1
276041,Kettering,WC,1,10,0,1,0,0,0,0,0,-1
279722,EP | Justus,WC,6,1,0,0,0,1,0,0,0,-1
286517,Thad <3,WC,2,2,0,1,0,0,0,0,0,-1
327212,Marrgasm,WC,0,2,0,1,0,0,0,0,0,-1
360229,BEBO,WC,5,13,0,1,0,0,0,0,0,-1
418257,CardsNG,WC,8,6,0,0,0,1,0,0,0,17
538935,Jangu,WC,7,10,0,0,1,0,0,0,0,-1
641180,Luppi,EC,5,9,0,1,0,0,0,0,0,-1
657464,CowCowCowCowCow,EC,10,7,0,0,0,1,0,0,0,17
694497,IMP | Ben,NOTAV,4,2,0,0,0,0,0,0,1,3
748365,ledgefiend,WC,0,2,0,1,0,0,0,0,0,-1
1044913,Majora,WC,0,14,0,1,0,0,0,0,0,-1
1094290,SudoJoe,WC,8,12,0,1,0,0,0,0,0,-1
1112770,Penguis,WC,1,4,0,1,0,0,0,0,0,-1
1196449,RB | Cum Fox,WC,10,6,0,0,0,1,0,0,0,17
1261759,melatonin,EC,1,6,0,1,0,0,0,0,0,-1
1597042,Rome0,EC,4,8,0,1,0,0,0,0,0,-1
1631004,Homeslice,EC,4,9,0,1,0,0,0,0,0,-1
1729667,SlickSiwik,EC,2,5,0,1,0,0,0,0,0,-1
1833788,dust,EC,1,11,0,1,0,0,0,0,0,-1
1839605,DontTestMe,NOTAV,3,2,0,0,0,0,0,0,1,5
1966716,LewdCelebs4Free,WC,9,11,0,1,0,0,0,0,0,-1
2145485,scrubjr,WC,10,11,0,1,0,0,0,0,0,-1
2146702,Port!!!,WC,3,6,0,1,0,0,0,0,0,-1
2147247,UPTILT | Nishi,WC,8,5,0,0,1,0,0,0,0,-1
2147280,Saatvik,WC,6,6,0,0,1,0,0,0,0,-1
