Character,SmashTag,Rank
Falco,bobby big ballz,1.0
Falco,Westballz,7.0
Falco,Younger,13.0
Falco,Elk G | Ivayne,22.0
Falco,yingling,25.0
Falco,LFTG | Logos,25.0
Falco,shoelegend88,39.0
Falco,Neologism,46.0
Falco,E-tie,64.0
Falco,Good1ife,64.0
Falco,Jakespeare,68.0
Falco,Help,77.0
Falco,91,99.0
Falco,will1v1_ttv,116.0
Falco,ericiscool.net,131.0
Falco,pathojin,131.0
Falco,WOMB#619 | Wombat,131.0
Falco,Spi,131.0
Falco,hHerb,131.0
Falco,thesiscat,131.0
Falco,620 | Megacaat,152.0
Falco,Elk_G | Karm,152.0
Falco,DCG | Spots,152.0
Falco,ItsDad,152.0
Falco,Nudepenguin,166.0
Falco,TC | BuyMyMixTape,166.0
Marth,Quaff,2.0
Marth,Zeeker,8.0
Marth,Khryke,16.0
Marth,Typhoon,28.0
Marth,Yamasaki,50.0
Marth,Connor,59.0
Marth,akir,99.0
Marth,JLo,99.0
Marth,BEBO,116.0
Marth,Logan,131.0
Marth,Kandayo,131.0
Marth,Wiza,152.0
Marth,Floods,186.0
Sheik,NGG | Jflex,4.0
Sheik,Pipe,54.0
Sheik,LewdCelebs4Free,116.0
Sheik,Reaver_King,116.0
Sheik,100 Days Of Solitude,166.0
Sheik,PeS | Puppy,186.0
Sheik,ASAPferq,186.0
Sheik,Team Roz | aujory,186.0
Sheik,20PcMcnugget,186.0
Falcon,ight,40.0
Falcon,Silkylaroux,68.0
Falcon,Captain G,77.0
Falcon,RU | Midnight Blue,84.0
Falcon,Verdo,84.0
Falcon,snacklepackle,93.0
Falcon,Nard Dawg,93.0
Falcon,Neenor,112.0
Falcon,NS | Frog,131.0
Falcon,FestivalDeLaCombo,131.0
Falcon,Raffshot,152.0
Falcon,Axis,152.0
Falcon,Lechero,186.0
Puff,sad | UwUMysticalGirl,36.0
Puff,Lamdin,42.0
Puff,Golden,58.0
Puff,DD,68.0
Puff,Kanye Rest,77.0
Puff,$W@6 | rocketf20,166.0
Puff,Divine Senator Kelly,166.0
Fox,Soonsay,3.0
Fox,Lotfy,5.0
Fox,GUG | Kürv,6.0
Fox,Medz,9.0
Fox,Krizski,10.0
Fox,EP | Justus,11.0
Fox,Aura,14.0
Fox,HOLD$DOGE | Crypto Quiggles,20.0
Fox,BHC | Evan,21.0
Fox,Cowbell,32.0
Fox,CREW | G,34.0
Fox,Neck,38.0
Fox,TZ | Morrito,40.0
Fox,QTT | Marco,42.0
Fox,Nebulous | Jib,46.0
Fox,Tristan's Rule,50.0
Fox,BuenasRetas | Cobs,59.0
Fox,MikeDrop,66.0
Fox,Flow | ESPONJA,66.0
Fox,slowtai,68.0
Fox,ZouL,68.0
Fox,Loki,68.0
Fox,cockbread,77.0
Fox,PapaNoJohns,84.0
Fox,Vianny,93.0
Fox,donk,99.0
Fox,Vino,99.0
Fox,YBBT | leroydankins,116.0
Fox,DMT,116.0
Fox,Rickeye_rick,116.0
Fox,Crow,131.0
Fox,Oz,131.0
Fox,Hexjo,131.0
Fox,BubbleFuel,131.0
Fox,Moonking34,131.0
Fox,markrevival,152.0
Fox,Electroman,152.0
Fox,Jquinnsweg,166.0
Fox,rice,166.0
Fox,Melo,166.0
Fox,JoeyBonzo,186.0
Peach,Aura,14.0
Peach,SANS | Blues Clues,24.0
Peach,Willy P,30.0
Peach,Oaty,42.0
Peach,Fitz,59.0
Peach,Higgins,84.0
Peach,MaxJacks,116.0
Peach,SUPERUNKNOWN,152.0
Peach,roadkill,166.0
MidTiers,ycz6,12.0
MidTiers,CowCowCowCowCow,22.0
MidTiers,Siddward,32.0
MidTiers,CSTR#106 | Strazz,50.0
MidTiers,Miranda,56.0
MidTiers,Dream,59.0
MidTiers,jams,59.0
MidTiers,Kombeze Ataie,110.0
MidTiers,STP,112.0
MidTiers,K.H.D | Reign,116.0
MidTiers,Special K,131.0
Other,HoG | Warmmer,15.0
Other,LAG,17.0
Other,Fro116,18.0
Other,Bbatts,19.0
Other,Googlyeyed,27.0
Other,Frankhoe,29.0
Other,KG/SBC | Oreo,31.0
Other,Red Dead | Traplord,35.0
Other,Joey Bats,37.0
Other,Mud,42.0
Other,SC | Lad,46.0
Other,Savestate,46.0
Other,Zhyrri,50.0
Other,Ribboned Ace,54.0
Other,MMG | Seven,56.0
Other,SuperCuak,68.0
Other,Furniture,68.0
