Character,SmashTag,Rank
Fox,GUG | Kürv,10.0
Fox,EP | Justus,15.0
Fox,Lotfy,16.0
Fox,Krizski,18.0
Fox,Jet,27.0
Fox,Aura,30.0
Fox,CRACKSHACK | Quiggles,36.0
Fox,BHC | Evan,42.0
Fox,Cowbell,47.0
Fox,CREW | G,53.0
Fox,Frankhoe,56.0
Fox,SuperCuak,62.0
Fox,Nebulous | Jib,66.0
Fox,Toph,74.0
Fox,donk,74.0
Fox,Neck,77.0
Fox,slowtai,78.0
Fox,IWI | Marrgasm,82.0
Fox,TZ | Morrito,82.0
Fox,BuenasRetas | Cobs,86.0
Fox,QTT | Marco,86.0
Fox,PapaNoJohns,86.0
Fox,Megaman,95.0
Fox,cockbread,95.0
Fox,Tristan's Rule,102.0
Fox,Flow | ESPONJA,109.0
Fox,YBBT | leroydankins,114.0
Fox,Melo,127.0
Fox,Chem,127.0
Fox,MikeDrop,139.0
Fox,Loki,142.0
Fox,ZouL,142.0
Fox,OtES,142.0
Fox,Flow | Stark,142.0
Fox,Crow,152.0
Fox,Godslayer903,158.0
Fox,Asus(4),158.0
Fox,Hexjo,158.0
Fox,Vianny,164.0
Fox,Vino,177.0
Fox,jerma985,188.0
Fox,Oferton,188.0
Fox,Quadragesimus,188.0
Fox,rice,211.0
Fox,Rickeye_rick,220.0
Fox,Piti,220.0
Fox,DMT,220.0
Fox,BubbleFuel,240.0
Fox,Moonking34,240.0
Fox,Oz,240.0
Fox,markrevival,240.0
Fox,Ath | Bumble,240.0
Fox,FlLFFl,240.0
Fox,Electroman,263.0
Fox,Ratt,263.0
Fox,Jquinnsweg,263.0
Fox,Pingy,280.0
Fox,Phil,280.0
Fox,blazerboy,280.0
Fox,Dark Oreo Master,315.0
Fox,pr0j3cts,315.0
Fox,JoeyBonzo,315.0
Peach,GST | Ryobeat,26.0
Peach,Aura,30.0
Peach,Bbatts,32.0
Peach,SANS | Blues Clues,33.0
Peach,Willy P,58.0
Peach,Oaty,86.0
Peach,Fitz,127.0
Peach,Higgins,133.0
Peach,yBaS | MaxJacks,177.0
Peach,roadkill,177.0
Peach,sisig,263.0
Peach,Skeeter,263.0
Peach,SUPERUNKNOWN,263.0
Peach,Soltrain,280.0
Peach,DJAN,280.0
Peach,mathandsurf,315.0
Peach,Flippy,315.0
MidTiers,ycz6,11.0
MidTiers,Winx Club | Siddward,22.0
MidTiers,LFG | Eddy Mexico,45.0
MidTiers,RULES | Strazz,46.0
MidTiers,CowCowCowCowCow,49.0
MidTiers,Dream,56.0
MidTiers,Miranda,70.0
MidTiers,RE!GN,102.0
MidTiers,jams,127.0
MidTiers,ePG | Chevy,139.0
MidTiers,doubledown8,152.0
MidTiers,Egg$,164.0
MidTiers,Special K,198.0
MidTiers,Kombeze Ataie,198.0
MidTiers,STP,211.0
MidTiers,geg :),240.0
MidTiers,Old McJonald,263.0
MidTiers,maso soup,263.0
MidTiers,50 Rats in a Trenchcoat,315.0
Other,Drephen,22.0
Other,LAG,34.0
Other,LAGr | Travioli,37.0
Other,DannyPhantom,48.0
Other,Joey Bats,50.0
Other,I'm Michael BTW,51.0
Other,Dova,59.0
Other,GNIK,66.0
Other,Uncle B,69.0
Other,Epoodle,70.0
Other,Seraph,74.0
Other,Mr. Butterfly,82.0
Other,Captain Pretzel,86.0
Other,Gooms,86.0
Other,Savestate,95.0
Other,NJ | Tommy,95.0
Other,Zhyrri,102.0
Other,Maelstrom,102.0
Other,INDY,109.0
Other,Umarth,109.0
Other,KatBot,114.0
Other,RedX,114.0
Other,MMG | Seven,114.0
Other,B0XX | Sicca,120.0
Other,Noc,120.0
Other,Jr,120.0
Other,Enemy,120.0
Other,MDF | Amor,133.0
Other,Chance,142.0
Other,O N I,152.0
Other,Bayløck,158.0
Other,Slade,158.0
Other,Badboi,164.0
Other,Rutsky,164.0
Other,gsm | Pound,164.0
Other,Pilgrim,164.0
Other,Baja,164.0
Other,TG CS | EBND,164.0
Other,Melee Stats | Ambisinister,164.0
Other,Eddyvandamn,164.0
Other,Reese,164.0
Other,Archi,164.0
Other,diddylonglegs,177.0
Other,Lamonster,177.0
Other,Buffalo,188.0
Other,a-on,188.0
Other,Moshi,198.0
Other,BeanBurrito-San,198.0
Other,Kitsune,198.0
Other,Project Pat,198.0
Other,icecream,198.0
Other,KYROS | Chuchaka2112,211.0
Other,WRLD,211.0
Other,Fran,220.0
Other,TPYO,220.0
Other,davidparkpark,220.0
Other,TourGuide,220.0
Other,DT6 | Ogre,220.0
Other,Broasty,220.0
Other,Pogey,220.0
Other,Iron,220.0
Other,theassistant,220.0
Other,Leviath,220.0
Other,Comp... | PJThePuff,240.0
Other,Kawaii Kid | King Salmon,240.0
Other,S.O.D.A,240.0
Other,15SA | Raiken,240.0
Other,Amity,240.0
Other,Chompy,240.0
Other,Boyz II Mensch,240.0
Other,Bassline,240.0
Other,Minty Hippo,240.0
Other,Potts,240.0
Other,Riggs,240.0
Other,Radamen,263.0
Other,Phaunsey,263.0
Other,Joobey,280.0
Other,SpiritGun,280.0
Other,Salamanderman,280.0
Other,McLovin,280.0
Other,El Link,280.0
Other,kennypenny,280.0
Other,King,280.0
Other,Alex AF,280.0
Other,The Elder Statesman,280.0
Other,Stoon,280.0
Other,Zakqary,280.0
Other,SU | wild flower,280.0
Other,Okami,280.0
Other,Keppler,315.0
Other,JC,315.0
Other,Pooptown,315.0
Other,DBRDd#641,315.0
Other,thehumanblob,315.0
Other,Tomato,315.0
Other,niimo,315.0
Other,hellojoe34,315.0
Other,Mars,315.0
Other,Zant,315.0
