Character,SmashTag,Rank
Falcon,Silkylaroux,165.0
Falcon,TZ | Iván,165.0
Falcon,Newquake,165.0
Falcon,Captain G,173.0
Falcon,Sacred,182.0
Falcon,Dirty Lasagna,182.0
Falcon,Aldito1469,195.0
Falcon,Nard Dawg,195.0
Falcon,Connorasada,234.0
Falcon,Axis,247.0
Falcon,Neenor,261.0
Falcon,Fran,268.0
Falcon,Funk,286.0
Falcon,Bassline,286.0
Falcon,FestivalDeLaCombo,286.0
Falcon,Raffshot,312.0
Falcon,Alex AF,339.0
Falcon,Tomato,381.0
Falcon,Pooptown,381.0
Puff,PQ2 | CPU0,23.0
Puff,Faust,76.0
Puff,sad | UwUMysticalGirl,92.0
Puff,Lamdin,108.0
Puff,DD,118.0
Puff,PurpleZ,118.0
Puff,Lama,126.0
Puff,Fire,126.0
Puff,Crispy | Chango,135.0
Puff,SLO | GrizzlyBair,135.0
Puff,Golden,141.0
Puff,MDF | Amor,155.0
Puff,Furniture,165.0
Puff,Kanye Rest,173.0
Puff,Comp... | PJThePuff,286.0
Puff,$W@6 | rocketf20,339.0
Puff,Salamanderman,339.0
Puff,Divine Senator Kelly,339.0
Puff,Sav,381.0
Puff,Wobs,381.0
Fox,Mango's Friend | Lucky,3.0
Fox,Medz,6.0
Fox,GUG | Kürv,8.0
Fox,Soonsay,11.0
Fox,EP | Justus,14.0
Fox,Lotfy,17.0
Fox,Krizski,19.0
Fox,Jet,28.0
Fox,CRACKSHACK | Quiggles,41.0
Fox,BHC | Evan,50.0
Fox,Cowbell,57.0
Fox,DannyPhantom,58.0
Fox,K8A,59.0
Fox,CREW | G,64.0
Fox,Frankhoe,67.0
Fox,SuperCuak,74.0
Fox,Nebulous | Jib,76.0
Fox,OtES,80.0
Fox,GNIK,80.0
Fox,Solomon,84.0
Fox,Flow | ESPONJA,86.0
Fox,Elysian,92.0
Fox,Toph,97.0
Fox,Neck,101.0
Fox,slowtai,102.0
Fox,TZ | Morrito,105.0
Fox,IWI | Marrgasm,105.0
Fox,PapaNoJohns,108.0
Fox,Gooms,108.0
Fox,QTT | Marco,108.0
Fox,BuenasRetas | Cobs,108.0
Fox,cockbread,118.0
Fox,Flow | Stark,118.0
Fox,Megaman,118.0
Fox,Tristan's Rule,126.0
Fox,Schnurb,133.0
Fox,YBBT | leroydankins,135.0
Fox,Enemy,141.0
Fox,Melo,147.0
Fox,Chem,147.0
Fox,Crow,155.0
Fox,Hexjo,161.0
Fox,MikeDrop,161.0
Fox,ZouL,165.0
Fox,Loki,165.0
Fox,O N I,173.0
Fox,Aura,182.0
Fox,Godslayer903,182.0
Fox,Asus(4),182.0
Fox,Slade,182.0
Fox,TG CS | EBND,195.0
Fox,Quadragesimus,195.0
Fox,Rome0,195.0
Fox,Archi,195.0
Fox,Reese,195.0
Fox,Vianny,195.0
Fox,Eddyvandamn,195.0
Fox,Vino,216.0
Fox,FlLFFl,216.0
Fox,Oferton,234.0
Fox,jerma985,234.0
Fox,BeanBurrito-San,247.0
Fox,icecream,247.0
Fox,rice,247.0
Fox,DMT,268.0
Fox,Jquinnsweg,268.0
Fox,Leviath,268.0
Fox,markrevival,268.0
Fox,Iron,268.0
Fox,Rickeye_rick,268.0
Fox,Piti,268.0
Fox,S.O.D.A,286.0
Fox,BubbleFuel,286.0
Fox,Oz,286.0
Fox,Moonking34,286.0
Fox,Ath | Bumble,286.0
Fox,Electroman,312.0
Fox,RPG,312.0
Fox,Phaunsey,312.0
Fox,Ratt,312.0
Fox,mello,339.0
Fox,Pingy,339.0
Fox,blazerboy,339.0
Fox,Phil,339.0
Fox,SU | wild flower,339.0
Fox,pr0j3cts,381.0
Fox,JoeyBonzo,381.0
Fox,Dark Oreo Master,381.0
Fox,Mars,381.0
Peach,Bbatts,20.0
Peach,GST | Ryobeat,32.0
Peach,SANS | Blues Clues,34.0
Peach,Willy P,69.0
Peach,Oaty,108.0
Peach,Fitz,147.0
Peach,Higgins,155.0
Peach,Aura,182.0
Peach,roadkill,216.0
Peach,yBaS | MaxJacks,216.0
Peach,Riggs,286.0
Peach,SUPERUNKNOWN,312.0
Peach,sisig,312.0
Peach,Skeeter,312.0
Peach,DJAN,339.0
Peach,Soltrain,339.0
Peach,Flippy,381.0
Peach,mathandsurf,381.0
MidTiers,ycz6,12.0
MidTiers,Winx Club | Siddward,27.0
MidTiers,RCS | Chi,38.0
MidTiers,RULES | Strazz,53.0
MidTiers,LFG | Eddy Mexico,55.0
MidTiers,CowCowCowCowCow,61.0
MidTiers,Dream,67.0
MidTiers,Miranda,86.0
MidTiers,K.H.D | RE!GN,108.0
MidTiers,jams,147.0
MidTiers,ePG | Chevy,161.0
MidTiers,doubledown8,173.0
MidTiers,Bayløck,182.0
MidTiers,Egg$,195.0
MidTiers,Special K,234.0
MidTiers,Kombeze Ataie,247.0
MidTiers,STP,261.0
MidTiers,Boyz II Mensch,286.0
MidTiers,geg :),286.0
MidTiers,Amity,286.0
MidTiers,Old McJonald,312.0
MidTiers,maso soup,312.0
MidTiers,Stoon,339.0
MidTiers,50 Rats in a Trenchcoat,381.0
Other,Smashdaddy,15.0
Other,FreeMelee | Zuppy,22.0
Other,Slowking,29.0
Other,Tommy,38.0
Other,LAGr | Travioli,44.0
Other,LAG,45.0
Other,Redcoat,46.0
Other,Anchovy,47.0
Other,Joey Bats,54.0
Other,INDY,72.0
Other,Chance,80.0
Other,RedX,92.0
Other,Maelstrom,92.0
Other,KatBot,97.0
Other,Mr. Butterfly,105.0
Other,Captain Pretzel,108.0
Other,Savestate,118.0
Other,Melee Stats | Ambisinister,126.0
Other,Zhyrri,126.0
Other,Mootook,126.0
Other,MMG | Seven,135.0
Other,NathanSandwich,135.0
Other,TR | Lunez,135.0
Other,Chompy,141.0
Other,Sneakywill,141.0
Other,Pound,155.0
Other,Scar,155.0
Other,Chet,165.0
Other,thicceon,173.0
Other,B0XX | ADMJ,173.0
Other,RustyTrombone,173.0
Other,sfy | Fizz,182.0
Other,CarbonDog,182.0
Other,NSB  |  KXT,182.0
Other,Jpeg | RC,182.0
Other,Coco,182.0
Other,JoJoMyth,195.0
Other,FendrickLamar,195.0
Other,Baja,195.0
Other,EASTJ | Mike,195.0
Other,Pilgrim,195.0
Other,Badboi,195.0
Other,092 | LXIX,216.0
Other,Fasthands,216.0
Other,Moist | kennypenny,216.0
Other,Simon,216.0
Other,Lamonster,216.0
Other,TourGuide,216.0
Other,Chuchaka2112,234.0
Other,Chaboomba,234.0
Other,Moshi,247.0
Other,Project Pat,247.0
Other,Kitsune,247.0
Other,davidparkpark,247.0
Other,DumpyComb,261.0
Other,Pogey,268.0
Other,SquidTheCat,268.0
Other,PLEB | Capy,286.0
Other,Zuber,286.0
Other,Kawaii Kid | King Salmon,286.0
Other,omnijr,286.0
Other,FoUr,286.0
Other,Danimals,312.0
Other,doctahdylan,312.0
Other,Fiyah,312.0
Other,WA | AodhaN,312.0
Other,IHOP Dan,312.0
Other,Edier,312.0
Other,IDK,312.0
Other,AzLuFa,339.0
Other,King,339.0
Other,ArtlexPlays,339.0
Other,El Link,339.0
Other,Okami,339.0
Other,MrDrBoi,339.0
Other,Fleece,339.0
Other,SpiritGun,339.0
Other,Zant,339.0
Other,FreeHops,339.0
Other,Clay,339.0
Other,Joobey,339.0
Other,Saya | QQQ#348,339.0
Other,Zakqary,339.0
Other,bluecd,339.0
Other,The Elder Statesman,339.0
Other,Dorian uwu,381.0
Other,Keppler,381.0
Other,Hell'sLabyrinth,381.0
Other,krizzy,381.0
Other,Socknose,381.0
Other,2Pro4Pro | Toastrmann,381.0
Other,Luigi Gang | Brownie,381.0
Other,JC,381.0
Other,SirTaco,381.0
Other,hellojoe34,381.0
Other,Nayolfa,381.0
