Character,SmashTag,Rank
Falco,bobby big ballz,1.0
Falco,Westballz,12.0
Falco,Younger,13.0
Falco,YC | Peppi | | Pappi,22.0
Falco,LG | Ginger,22.0
Falco,yingling,25.0
Falco,HoG | Warmmer,26.0
Falco,LFTG | Logos,37.0
Falco,Neologism,41.0
Falco,Slowking,45.0
Falco,TBD,48.0
Falco,Mr. Butterfly,52.0
Falco,Khoron | Oreo,55.0
Falco,Traplord,58.0
Falco,Ghost Rider,61.0
Falco,I'm Michael BTW,64.0
Falco,Elk G | Ivayne,69.0
Falco,Dova,70.0
Falco,LG | Louis,76.0
Falco,Googlyeyed,91.0
Falco,Help,100.0
Falco,Chompy,101.0
Falco,shoelegend88,104.0
Falco,NOOT,107.0
Falco,Ober,107.0
Falco,Pulch,111.0
Falco,Seraph,113.0
Falco,Chance,122.0
Falco,diddylonglegs,135.0
Falco,Jakespeare,137.0
Falco,620 | Megacaat,140.0
Falco,ATX | Noops,140.0
Falco,gsm | Pound,143.0
Falco,CarbonDog,152.0
Falco,Alextrer,170.0
Falco,YeehawDaniels,170.0
Falco,TourGuide,178.0
Falco,Sneakywill,186.0
Falco,Jr,186.0
Falco,Good1ife,193.0
Falco,E-tie,203.0
Falco,Sodabro,209.0
Falco,Spi,212.0
Falco,Layer,220.0
Falco,jtetter,220.0
Falco,John,235.0
Falco,Rutsky,248.0
Falco,TheFormuoli,248.0
Falco,EASTJ | Mike,248.0
Falco,PLEB | Capy,248.0
Falco,Moist | kennypenny,273.0
Falco,092 | LXIX,273.0
Falco,unlimited boy,273.0
Falco,Fasthands,273.0
Falco,Calvin,273.0
Falco,91,273.0
Falco,Buffalo,295.0
Falco,Drewski,295.0
Falco,theassistant,295.0
Falco,WOMB#619 | Wombat,295.0
Falco,Chuchaka2112,295.0
Falco,ericiscool.net,295.0
Falco,Nudepenguin,307.0
Falco,KaiKwonDo,307.0
Falco,Kitsune,307.0
Falco,Broasty,307.0
Falco,hHerb,307.0
Falco,WRLD,318.0
Falco,pathojin,318.0
Falco,#215 | Ogre,318.0
Falco,will1v1_ttv,334.0
Falco,Penguis,334.0
Falco,Zuber,334.0
Falco,wally,334.0
Falco,Thumos,334.0
Falco,UCILadder,334.0
Falco,TPYO,334.0
Falco,Potts,351.0
Falco,jatpuan,351.0
Falco,thesiscat,351.0
Falco,Kawaii Kid | King Salmon,351.0
Falco,hestoned,351.0
Falco,SexGod | RitzyCheese,351.0
Falco,Minty Hippo,351.0
Falco,Elk_G | Karm,391.0
Falco,ArtlexPlays,391.0
Falco,WU | nerodero,391.0
Falco,imanastyhoe,391.0
Falco,Tequila,391.0
Falco,24 | Mamba!,391.0
Falco,ItsDad,391.0
Falco,DCG | Spots,391.0
Falco,Fiyah,391.0
Falco,IDK,391.0
Falco,Blu,424.0
Falco,MacTheStampede,424.0
Falco,TC | BuyMyMixTape,424.0
Falco,Ari,424.0
Falco,ushi,424.0
Falco,Bebop,424.0
Falco,deep_cuts,424.0
Falco,MrDrBoi,424.0
Falco,RGB,472.0
Falco,DBRDd#641,472.0
Falco,ledgefiend,472.0
Falco,niimo,472.0
Falco,trades,472.0
Falco,melatonin,472.0
Falco,Noobs | Edicus,472.0
Falco,JehL,472.0
Falco,ruco,472.0
Falco,JackO,472.0
