Character,SmashTag,Points
Falco,bobby big ballz,404.0
Falco,Westballz,177.0
Falco,Younger,111.0
Falco,Elk G | Ivayne,49.0
Falco,LFTG | Logos,47.0
Falco,yingling,47.0
Falco,shoelegend88,24.0
Falco,Neologism,21.0
Falco,E-tie,15.0
Falco,Good1ife,15.0
Falco,Jakespeare,13.0
Falco,Help,12.0
Falco,91,9.0
Falco,will1v1_ttv,5.0
Falco,pathojin,4.0
Falco,Spi,4.0
Falco,hHerb,4.0
Falco,thesiscat,4.0
Falco,ericiscool.net,4.0
Falco,WOMB#619 | Wombat,4.0
Falco,ItsDad,3.0
Falco,620 | Megacaat,3.0
Falco,Elk_G | Karm,3.0
Falco,DCG | Spots,3.0
Falco,Nudepenguin,2.0
Falco,TC | BuyMyMixTape,2.0
Marth,Quaff,372.0
Marth,Zeeker,159.0
Marth,Khryke,94.0
Marth,Typhoon,43.0
Marth,Yamasaki,20.0
Marth,Connor,16.0
Marth,JLo,9.0
Marth,akir,9.0
Marth,BEBO,5.0
Marth,Logan,4.0
Marth,Kandayo,4.0
Marth,Wiza,3.0
Marth,Floods,1.0
Sheik,NGG | Jflex,183.0
Sheik,Pipe,19.0
Sheik,Reaver_King,5.0
Sheik,LewdCelebs4Free,5.0
Sheik,100 Days Of Solitude,2.0
Sheik,Team Roz | aujory,1.0
Sheik,20PcMcnugget,1.0
Sheik,ASAPferq,1.0
Sheik,PeS | Puppy,1.0
Falcon,ight,23.0
Falcon,Silkylaroux,13.0
Falcon,Captain G,12.0
Falcon,Verdo,11.0
Falcon,RU | Midnight Blue,11.0
Falcon,Nard Dawg,10.0
Falcon,snacklepackle,10.0
Falcon,Neenor,6.0
Falcon,NS | Frog,4.0
Falcon,FestivalDeLaCombo,4.0
Falcon,Raffshot,3.0
Falcon,Axis,3.0
Falcon,Lechero,1.0
Puff,sad | UwUMysticalGirl,28.0
Puff,Lamdin,22.0
Puff,Golden,17.0
Puff,DD,13.0
Puff,Kanye Rest,12.0
Puff,$W@6 | rocketf20,2.0
Puff,Divine Senator Kelly,2.0
Fox,Soonsay,191.0
Fox,Lotfy,181.0
Fox,GUG | Kürv,179.0
Fox,Medz,156.0
Fox,Krizski,154.0
Fox,EP | Justus,135.0
Fox,Aura,107.0
Fox,HOLD$DOGE | Crypto Quiggles,64.0
Fox,BHC | Evan,63.0
Fox,Cowbell,39.0
Fox,CREW | G,35.0
Fox,Neck,25.0
Fox,TZ | Morrito,23.0
Fox,QTT | Marco,22.0
Fox,Nebulous | Jib,21.0
Fox,Tristan's Rule,20.0
Fox,BuenasRetas | Cobs,16.0
Fox,Flow | ESPONJA,14.0
Fox,MikeDrop,14.0
Fox,Loki,13.0
Fox,ZouL,13.0
Fox,slowtai,13.0
Fox,cockbread,12.0
Fox,PapaNoJohns,11.0
Fox,Vianny,10.0
Fox,Vino,9.0
Fox,donk,9.0
Fox,DMT,5.0
Fox,YBBT | leroydankins,5.0
Fox,Rickeye_rick,5.0
Fox,Crow,4.0
Fox,Oz,4.0
Fox,Hexjo,4.0
Fox,BubbleFuel,4.0
Fox,Moonking34,4.0
Fox,markrevival,3.0
Fox,Electroman,3.0
Fox,Jquinnsweg,2.0
Fox,rice,2.0
Fox,Melo,2.0
Fox,JoeyBonzo,1.0
Peach,Aura,107.0
Peach,SANS | Blues Clues,48.0
Peach,Willy P,41.0
Peach,Oaty,22.0
Peach,Fitz,16.0
Peach,Higgins,11.0
Peach,MaxJacks,5.0
Peach,SUPERUNKNOWN,3.0
Peach,roadkill,2.0
MidTiers,ycz6,124.0
MidTiers,CowCowCowCowCow,49.0
MidTiers,Siddward,39.0
MidTiers,CSTR#106 | Strazz,20.0
MidTiers,Miranda,18.0
MidTiers,Dream,16.0
MidTiers,jams,16.0
MidTiers,Kombeze Ataie,7.0
MidTiers,STP,6.0
MidTiers,K.H.D | Reign,5.0
