Character,SmashTag,Rank
Falco,bobby big ballz,1.0
Falco,Westballz,3.0
Falco,Younger,14.0
Falco,LFTG | Logos,15.0
Falco,Elk G | Ivayne,19.0
Falco,yingling,30.0
Falco,Good1ife,37.0
Falco,shoelegend88,71.0
Falco,WOMB#619 | Wombat,88.0
Falco,hHerb,88.0
Falco,thesiscat,88.0
Falco,pathojin,96.0
Falco,ItsDad,96.0
Falco,DCG | Spots,96.0
Falco,Elk_G | Karm,96.0
Falco,Spi,105.0
Falco,ericiscool.net,105.0
Falco,91,105.0
Falco,Help,105.0
Falco,TC | BuyMyMixTape,105.0
Marth,Quaff,4.0
Marth,Zeeker,11.0
Marth,Khryke,13.0
Marth,Yamasaki,61.0
Marth,Connor,65.0
Marth,akir,65.0
Marth,JLo,82.0
Marth,Wiza,96.0
Marth,Kandayo,105.0
Sheik,NGG | Jflex,10.0
Sheik,Pipe,42.0
Sheik,LewdCelebs4Free,82.0
Sheik,20PcMcnugget,124.0
Falcon,ight,37.0
Falcon,Captain G,49.0
Falcon,RU | Midnight Blue,56.0
Falcon,Silkylaroux,65.0
Falcon,Neenor,78.0
Falcon,snacklepackle,82.0
Falcon,Axis,96.0
Falcon,Verdo,96.0
Falcon,Lechero,124.0
Puff,sad | UwUMysticalGirl,21.0
Puff,Lamdin,26.0
Puff,Kanye Rest,49.0
Puff,Divine Senator Kelly,105.0
Puff,DD,105.0
Fox,Soonsay,2.0
Fox,Lotfy,5.0
Fox,Aura,6.0
Fox,Krizski,8.0
Fox,BHC | Evan,12.0
Fox,EP | Justus,17.0
Fox,TZ | Morrito,24.0
Fox,HOLD$DOGE | Crypto Quiggles,28.0
Fox,Tristan's Rule,29.0
Fox,Cowbell,32.0
Fox,CREW | G,32.0
Fox,Neck,40.0
Fox,MikeDrop,40.0
Fox,ZouL,42.0
Fox,Loki,42.0
Fox,QTT | Marco,49.0
Fox,Nebulous | Jib,61.0
Fox,Vianny,61.0
Fox,Vino,65.0
Fox,donk,65.0
Fox,BuenasRetas | Cobs,75.0
Fox,YBBT | leroydankins,82.0
Fox,BubbleFuel,88.0
Fox,Oz,88.0
Fox,markrevival,105.0
Fox,JoeyBonzo,124.0
Peach,Aura,6.0
Peach,SANS | Blues Clues,19.0
Peach,Oaty,26.0
Peach,Willy P,30.0
Peach,Fitz,88.0
Peach,MaxJacks,105.0
Peach,roadkill,124.0
MidTiers,Winx Club | Siddward,23.0
MidTiers,jams,35.0
MidTiers,Dream,35.0
MidTiers,CSTR#106 | Strazz,49.0
MidTiers,Miranda,56.0
MidTiers,Kombeze Ataie,75.0
MidTiers,CowCowCowCowCow,78.0
MidTiers,Special K,105.0
MidTiers,K.H.D | Reign,105.0
Other,HoG | Warmmer,7.0
Other,Bbatts,9.0
Other,Googlyeyed,16.0
Other,Red Dead | Traplord,18.0
Other,KG/SBC | Oreo,22.0
Other,LAG,24.0
Other,MMG | Seven,32.0
Other,Frankhoe,37.0
Other,SuperCuak,42.0
Other,Furniture,42.0
Other,Mud,42.0
Other,TZ | Iván,42.0
Other,Ribboned Ace,49.0
Other,Joey Bats,49.0
Other,doubledown8,49.0
Other,Sacred,56.0
Other,LAGr | Travioli,56.0
Other,PurpleZ,56.0
Other,Pilgrim,61.0
Other,Arn255,65.0
Other,Connorasada,71.0
Other,Godslayer903,71.0
Other,Oferton,71.0
Other,Maelstrom,75.0
Other,KYROS | Chuchaka2112,78.0
Other,Sworderailer,78.0
Other,Pogey,82.0
Other,Piti,82.0
Other,Funk,88.0
Other,Ath | Bumble,88.0
Other,maso soup,96.0
Other,Skeeter,96.0
Other,Quadragesimus,105.0
Other,Brandt,105.0
Other,Neee,105.0
Other,Pingy,105.0
Other,Phil,105.0
Other,Proobie44,105.0
Other,Churro,105.0
Other,JehL,124.0
Other,Wobs,124.0
Other,mathandsurf,124.0
Other,sidewinder572,124.0
Other,Abermega,124.0
Other,JackO,124.0
Other,50 Rats in a Trenchcoat,124.0
Other,pr0j3cts,124.0
Other,Kawaii Kid | King Salmon,124.0
