Character,SmashTag,Points
Falco,deep_cuts,2.0
Falco,MacTheStampede,2.0
Falco,Blu,2.0
Falco,niimo,1.0
Falco,DBRDd#641,1.0
Falco,JehL,1.0
Falco,RGB,1.0
Falco,trades,1.0
Falco,ruco,1.0
Falco,JackO,1.0
Marth,KoDoRiN,842.0
Marth,Zeeker,427.0
Marth,Quaff,382.0
Marth,Khryke,224.0
Marth,MIT | Fro116,140.0
Marth,Typhoon,113.0
Marth,SF | Herrán,107.0
Marth,Epoodle,81.0
Marth,Redcoat,76.0
Marth,Mud,73.0
Marth,Yamasaki,66.0
Marth,Phantom Airline,61.0
Marth,akir,61.0
Marth,B0XX | Sicca,49.0
Marth,Umarth,39.0
Marth,Ribboned Ace,35.0
Marth,SC | Lad,31.0
Marth,702 | AJ,23.0
Marth,a-on,22.0
Marth,JLo,21.0
Marth,Floods,19.0
Marth,Connor,16.0
Marth,DPMZ,15.0
Marth,Kandayo,14.0
Marth,Chaboomba,11.0
Marth,JorDank,11.0
Marth,Townes,11.0
Marth,FendrickLamar,10.0
Marth,N8v,10.0
Marth,Arn255,9.0
Marth,JFIRE,9.0
Marth,Sworderailer,8.0
Marth,BEBO,7.0
Marth,davidparkpark,7.0
Marth,Biggestbrain,6.0
Marth,Wiza,6.0
Marth,PP | rocky,5.0
Marth,Rodney,5.0
Marth,Logan,4.0
Marth,15SA | Raiken,4.0
Marth,Jesuscametwice,4.0
Marth,DQ,3.0
Marth,IHOP Dan,3.0
Marth,WA | AodhaN,3.0
Marth,pointykitty,3.0
Marth,Thad <3,3.0
Marth,Flame,2.0
Marth,Proobie44,2.0
Marth,SHRD#209 | Shredder,2.0
Marth,Neee,2.0
Marth,Okami,2.0
Marth,BABA | Babo,2.0
Marth,Keppler,1.0
Marth,A HUMAN | Agile,1.0
Marth,trfjosh,1.0
Marth,thehumanblob,1.0
Sheik,IMP | Ben,819.0
Sheik,NGG | Jflex,622.0
Sheik,Peppi | CrossFitJesus,133.0
Sheik,Drephen,123.0
Sheik,Tommy,118.0
Sheik,LAGr | Travioli,88.0
Sheik,ZOOK | Suezo,85.0
Sheik,Spiral Cafe | Krudo,56.0
Sheik,Pipe,43.0
Sheik,Uncle B,30.0
Sheik,LewdCelebs4Free,28.0
Sheik,MMG | Seven,18.0
Sheik,AR0,12.0
Sheik,Talen,11.0
Sheik,LanTurN,9.0
Sheik,Mo $,9.0
Sheik,Reaver_King,7.0
Sheik,Anzeray,6.0
Sheik,DumpyComb,6.0
Sheik,Hell'sLabyrinth,4.0
Sheik,Echo_SSBM | Commas,4.0
Sheik,Roz's Friend | aujory,3.0
Sheik,Radamen,3.0
Sheik,100 Days Of Solitude,2.0
Sheik,Brandt,2.0
Sheik,Ders,2.0
Sheik,The Elder Statesman,2.0
Sheik,FreeHops,2.0
Sheik,Churro,2.0
Sheik,Abermega,1.0
Sheik,NattyIce,1.0
Sheik,20PcMcnugget,1.0
Sheik,PeS | Puppy,1.0
Sheik,ASAPferq,1.0
Sheik,sidewinder572,1.0
Sheik,mourin,1.0
Sheik,kuzma,1.0
ICs,AHHHHH | Alice,6.0
Falcon,Revenge | Gahtzu,355.0
Falcon,LFG | PanterA,133.0
Falcon,TG NBR | Panayiotis,79.0
Falcon,Verdo,65.0
Falcon,NathanSandwich,61.0
Falcon,snacklepackle,48.0
Falcon,ijw,41.0
Falcon,Scar,32.0
Falcon,RU | Midnight Blue,31.0
Falcon,NS | Frog,29.0
Falcon,FISA | JoJo,29.0
Falcon,ight,27.0
Falcon,Dirty Lasagna,22.0
Falcon,Mootook,20.0
Falcon,Noc,17.0
Falcon,LFG | Fist Mexico,16.0
Falcon,Silkylaroux,13.0
Falcon,Newquake,13.0
Falcon,TZ | Iván,13.0
Falcon,Nard Dawg,12.0
Falcon,Aldito1469,12.0
Falcon,Hunt,12.0
Falcon,Captain G,12.0
Falcon,Sacred,11.0
Falcon,Coco,11.0
Falcon,Axis,10.0
Falcon,ImYourDade,9.0
Falcon,Connorasada,8.0
Falcon,doctahdylan,7.0
Falcon,Project Pat,7.0
Falcon,Neenor,6.0
Falcon,Fran,5.0
Falcon,SquidTheCat,5.0
Falcon,Bassline,4.0
Falcon,Funk,4.0
Falcon,FestivalDeLaCombo,4.0
Falcon,Raffshot,3.0
Falcon,Edier,3.0
Falcon,Fleece,2.0
Falcon,Zant,2.0
Falcon,Joobey,2.0
Falcon,bluecd,2.0
Falcon,Alex AF,2.0
Falcon,Tomato,1.0
Falcon,Pooptown,1.0
Puff,PQ2 | CPU0,164.0
Puff,Faust,35.0
Puff,SLO | GrizzlyBair,29.0
Puff,sad | UwUMysticalGirl,28.0
Puff,Fire,22.0
Puff,Lamdin,22.0
Puff,PurpleZ,21.0
Puff,DD,21.0
Puff,Lama,20.0
Puff,Crispy | Chango,18.0
Puff,TR | Lunez,18.0
Puff,Golden,17.0
Puff,MDF | Amor,15.0
Puff,thicceon,15.0
Puff,Furniture,13.0
Puff,Kanye Rest,12.0
Puff,Danimals,7.0
Puff,Divine Senator Kelly,6.0
Puff,Comp... | PJThePuff,4.0
Puff,Ripn,4.0
Puff,Salamanderman,2.0
Puff,$W@6 | rocketf20,2.0
Puff,AzLuFa,2.0
Puff,Wobs,1.0
Puff,Sav,1.0
Puff,Dorian uwu,1.0
Fox,Mango's Friend | Lucky,679.0
Fox,GUG | Kürv,541.0
Fox,Medz,437.0
Fox,Soonsay,298.0
Fox,EP | Justus,214.0
Fox,Smashdaddy,205.0
Fox,Lotfy,181.0
Fox,Krizski,154.0
Fox,Elysian,151.0
Fox,FreeMelee | Zuppy,145.0
Fox,Jet,126.0
Fox,CRACKSHACK | Quiggles,94.0
Fox,The Leaf,88.0
Fox,TG | Mot$,87.0
Fox,BHC | Evan,63.0
Fox,Chem,61.0
Fox,CREW | G,55.0
Fox,Cowbell,54.0
Fox,DannyPhantom,52.0
Fox,K8A,51.0
Fox,Frankhoe,42.0
Fox,Maelstrom,38.0
Fox,SuperCuak,36.0
Fox,Nebulous | Jib,35.0
Fox,slowtai,34.0
Fox,Solomon,33.0
Fox,GNIK,31.0
Fox,OtES,31.0
Fox,Flow | ESPONJA,29.0
Fox,Tanooki,29.0
Fox,BuenasRetas | Cobs,27.0
Fox,Toph,27.0
Fox,Neck,25.0
Fox,YBBT | leroydankins,23.0
Fox,IWI | Marrgasm,23.0
Fox,TZ | Morrito,23.0
Fox,QTT | Marco,22.0
Fox,Gooms,22.0
Fox,PapaNoJohns,22.0
Fox,Megaman,21.0
Fox,cockbread,21.0
Fox,Flow | Stark,21.0
Fox,Wassabi,20.0
Fox,Tristan's Rule,20.0
Fox,Melee Stats | Ambisinister,20.0
Fox,Schnurb,19.0
Fox,Oferton,18.0
Fox,Enemy,17.0
Fox,RustyTrombone,16.0
Fox,Melo,16.0
Fox,Crow,15.0
Fox,Hexjo,14.0
Fox,MikeDrop,14.0
Fox,Aura,13.0
Fox,ZouL,13.0
Fox,Chet,13.0
Fox,Loki,13.0
Fox,O N I,12.0
Fox,Godslayer903,11.0
Fox,Slade,11.0
Fox,sfy | Fizz,11.0
Fox,Jpeg | RC,11.0
Fox,Asus(4),11.0
Fox,Vianny,10.0
Fox,Quadragesimus,10.0
Fox,JoJoMyth,10.0
Fox,TG CS | EBND,10.0
Fox,Rome0,10.0
Fox,Eddyvandamn,10.0
Fox,Archi,10.0
Fox,Reese,10.0
Fox,rice,9.0
Fox,markrevival,9.0
Fox,Lamonster,9.0
Fox,FlLFFl,9.0
Fox,Simon,9.0
Fox,Vino,9.0
Fox,CW | rabit!,8.0
Fox,BeanBurrito-San,8.0
Fox,jerma985,8.0
Fox,icecream,7.0
Fox,Jquinnsweg,7.0
Fox,Gingerham,6.0
Fox,Power Kevin,6.0
Fox,Leviath,5.0
Fox,Iron,5.0
Fox,Piti,5.0
Fox,DMT,5.0
Fox,Rickeye_rick,5.0
Fox,Oz,4.0
Fox,omnijr,4.0
Fox,TSI | Zane,4.0
Fox,Ath | Bumble,4.0
Fox,Vigilance,4.0
Fox,S.O.D.A,4.0
Fox,Moonking34,4.0
Fox,FoUr,4.0
Fox,BubbleFuel,4.0
Fox,69 | | Kupo,4.0
Fox,carrotslat,4.0
Fox,SirTaco,3.0
Fox,Ratt,3.0
Fox,RPG,3.0
Fox,Phaunsey,3.0
Fox,Electroman,3.0
Fox,Just Nate,3.0
Fox,mello,2.0
Fox,Phil,2.0
Fox,King,2.0
Fox,SpiritGun,2.0
Fox,blazerboy,2.0
Fox,Pingy,2.0
Fox,SU | wild flower,2.0
Fox,Saya | QQQ#348,2.0
Fox,POOP | Zooty,1.0
Fox,RU | Graddy,1.0
Fox,Dark Oreo Master,1.0
Fox,2Pro4Pro | Toastrmann,1.0
Fox,Socknose,1.0
Fox,pr0j3cts,1.0
Fox,JoeyBonzo,1.0
Fox,Mars,1.0
Peach,SANS | Blues Clues,202.0
Peach,Anchovy,201.0
Peach,Bbatts,153.0
Peach,GST | Ryobeat,115.0
Peach,Willy P,41.0
Peach,Higgins,29.0
Peach,B0XX | ADMJ,23.0
Peach,Oaty,22.0
Peach,Fitz,16.0
Peach,yBaS | MaxJacks,14.0
Peach,Aura,13.0
Peach,NSB  |  KXT,11.0
Peach,roadkill,9.0
Peach,Moshi,7.0
Peach,Riggs,4.0
Peach,SUPERUNKNOWN,3.0
Peach,Skeeter,3.0
Peach,sisig,3.0
Peach,Clay,2.0
Peach,Soltrain,2.0
Peach,XXY Calico,2.0
Peach,DJAN,2.0
Peach,Flippy,1.0
Peach,mathandsurf,1.0
MidTiers,ycz6,271.0
MidTiers,Winx Club | Siddward,163.0
MidTiers,RCS | Chi,97.0
MidTiers,RULES | Strazz,70.0
MidTiers,LFG | Eddy Mexico,56.0
MidTiers,Dream,52.0
MidTiers,CowCowCowCowCow,49.0
MidTiers,INDY,47.0
MidTiers,Miranda,29.0
MidTiers,RE!GN,24.0
MidTiers,jams,16.0
MidTiers,ePG | Chevy,14.0
MidTiers,Kombeze Ataie,12.0
MidTiers,doubledown8,12.0
MidTiers,Bayløck,11.0
MidTiers,Egg$,10.0
MidTiers,Special K,9.0
MidTiers,Frap,7.0
MidTiers,STP,6.0
MidTiers,Amity,4.0
MidTiers,Boyz II Mensch,4.0
MidTiers,geg :),4.0
MidTiers,702 | Flameo Red,4.0
MidTiers,Lee,4.0
MidTiers,Old McJonald,3.0
MidTiers,maso soup,3.0
MidTiers,Stoon,2.0
MidTiers,Whoratio,2.0
MidTiers,Nayolfa,1.0
MidTiers,TheDarkMan,1.0
MidTiers,Luigi Gang | Brownie,1.0
MidTiers,50 Rats in a Trenchcoat,1.0
Other,Goosekhan,140.0
Other,LAG,108.0
Other,LeZagna,100.0
Other,Joey Bats,68.0
Other,RedX,39.0
Other,LG | Louis,37.0
Other,KatBot,37.0
Other,Ober,37.0
Other,Captain Pretzel,22.0
Other,Savestate,21.0
Other,Zhyrri,20.0
Other,Pilgrim,10.0
Other,Baja,10.0
Other,totally butts,10.0
Other,Badboi,10.0
Other,Pogey,5.0
Other,Zakqary,2.0
Other,El Link,2.0
Other,Agave,2.0
Other,krizzy,1.0
Other,JC,1.0
Other,hellojoe34,1.0
