SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
40476,Medz,9,0,0,0,0,1,0,1,WC
44671,Quaff,12,3,0,0,0,1,0,2,WC
4394,Zhyrri,12,3,0,0,0,1,0,2,WC
50143,R3 | $limChang,9,2,0,0,1,0,0,4,WC
37116,GUG | Kürv,9,2,0,0,1,0,0,4,WC
3299,Vish,8,2,0,0,1,0,0,6,WC
3772,Arcadia,10,3,0,0,1,0,0,7,WC
129363,Flow | ESPONJA,11,5,0,0,1,0,0,8,WC
67516,jeff | raid shadow legends,13,7,0,0,1,0,0,9,WC
12137,yingling,11,6,0,0,1,0,0,10,WC
10562,SFOP,7,1,0,0,1,0,0,11,WC
65777,bobby big ballz,7,1,0,0,1,0,0,11,WC
286931,Egg$,8,2,0,0,1,0,0,13,WC
29840,TBD,8,3,0,0,1,0,0,14,WC
173178,LAG,11,7,0,0,1,0,0,15,WC
39235,Dream,14,9,0,0,1,0,0,16,WC
852916,Krizski,8,6,0,1,0,0,0,17,WC
2140012,codetoilet,9,10,1,0,0,0,0,18,WC
61570,YC | Pappi,4,0,0,1,0,0,0,19,WC
230350,AR0,5,2,0,1,0,0,0,20,WC
64692,SANS | Blues Clues,6,3,0,1,0,0,0,21,WC
627118,Pipe,7,5,0,1,0,0,0,22,WC
436506,NeedLesFestival,5,4,0,1,0,0,0,23,WC
520837,Neck,13,11,0,1,0,0,0,24,WC
28663,QTT | Marco,6,7,1,0,0,0,0,25,WC
2147280,Saatvik,7,5,0,1,0,0,0,26,WC
15298,Cowbell,8,6,0,1,0,0,0,27,WC
1723399,jeddo,4,3,0,1,0,0,0,27,WC
530964,Heatedchaos,7,7,0,1,0,0,0,29,WC
982735,MordecaiPielord,5,5,1,0,0,0,0,29,WC
14062,Jzhu,10,11,1,0,0,0,0,31,WC
598192,Peña,5,6,1,0,0,0,0,32,WC
23501,Ratt,2,0,0,1,0,0,0,33,WC
573832,Egsid,3,2,0,1,0,0,0,34,WC
33731,Joemama,3,2,0,1,0,0,0,34,WC
18722,K.H.D | Reign,4,3,0,1,0,0,0,36,WC
954582,winismine,4,3,0,1,0,0,0,36,WC
26750,KoDoRiN,4,3,0,1,0,0,0,36,WC
40399,Elders React | Third Strongest,5,5,0,1,0,0,0,39,WC
183677,Yamasaki,6,6,0,1,0,0,0,39,WC
1388856,Shredder,3,3,0,1,0,0,0,39,WC
38643,RedX,5,5,1,0,0,0,0,39,WC
260286,24 | Mamba!,10,11,1,0,0,0,0,43,WC
10228,Flow | Stark,5,6,0,1,0,0,0,44,WC
880372,Good1ife,3,4,0,1,0,0,0,45,WC
2048453,D3WDify,3,4,1,0,0,0,0,45,WC
2038523,thesiscat,6,8,1,0,0,0,0,45,WC
13765,Help,6,8,0,1,0,0,0,45,WC
40839,IS | Bisfo,3,4,1,0,0,0,0,45,WC
132938,RU | Midnight Blue,5,8,1,0,0,0,0,50,WC
34399,BuenasRetas | Cobs,6,11,1,0,0,0,0,51,WC
1737518,Kombeze Ataie,6,11,1,0,0,0,0,51,WC
58588,Jeffthecheff,1,0,1,0,0,0,0,53,WC
1966716,LewdCelebs4Free,2,1,1,0,0,0,0,54,WC
507912,Top Shelf | Dulbasaur,3,2,1,0,0,0,0,55,WC
225396,Sor,4,3,1,0,0,0,0,56,WC
11606,Elk_G | Karm,2,2,1,0,0,0,0,57,WC
10485,DD,5,6,1,0,0,0,0,58,WC
129261,Zura,3,4,1,0,0,0,0,59,WC
301566,JustJoshin,5,8,1,0,0,0,0,60,WC
4317,donk,6,11,1,0,0,0,0,61,WC
11961,Mucho Man Randy Passion,3,6,1,0,0,0,0,62,WC
1525551,Lechero,2,4,1,0,0,0,0,62,WC
33371,Fraud,3,6,1,0,0,0,0,62,WC
13376,Dhir,1,2,1,0,0,0,0,62,WC
1944467,SUPERUNKNOWN,1,3,1,0,0,0,0,66,WC
1966739,ImYourDade,1,3,1,0,0,0,0,66,WC
144133,YBBT | leroydankins,3,12,1,0,0,0,0,68,WC
1466521,Floods,2,8,1,0,0,0,0,68,WC
148200,Big Pivot,2,10,1,0,0,0,0,70,WC
360229,BEBO,1,5,1,0,0,0,0,70,WC
725508,620 | Megacaat,3,16,1,0,0,0,0,72,WC
65760,Albuh,1,7,1,0,0,0,0,73,WC
30054,20PcMcnugget,2,14,1,0,0,0,0,73,WC
131635,afx,0,7,1,0,0,0,0,75,WC
1184224,Tancascade,0,3,1,0,0,0,0,75,WC
276041,Kettering,0,7,1,0,0,0,0,75,WC
1640788,Special K,0,8,1,0,0,0,0,75,WC
1617199,xavier,0,1,1,0,0,0,0,75,WC
257100,Yosemite Dabbs,0,1,1,0,0,0,0,75,WC
68728,Flowers,0,2,1,0,0,0,0,75,WC
61897,lluZ | PEP | LSD,10,0,0,0,0,1,0,1,EC
144798,akir,13,3,0,0,0,1,0,2,EC
1077,Revenge | Gahtzu,9,0,0,0,0,1,0,3,EC
127997,CW | Skittles,10,1,0,0,0,1,0,4,EC
11781,htwa,11,2,0,0,0,1,0,5,EC
12048,K8A,13,4,0,0,0,1,0,6,EC
7149,Trail,10,2,0,0,1,0,0,7,EC
31487,Winx Club | Siddward,10,3,0,0,1,0,0,8,EC
4390,NGG | Jflex,12,4,0,0,1,0,0,9,EC
184637,Joey Donuts,12,4,0,0,1,0,0,9,EC
819230,Willy P,13,10,0,0,1,0,0,11,EC
11490,Dash,15,10,0,0,1,0,0,12,EC
49711,sad | UwUMysticalGirl,13,9,0,0,1,0,0,13,EC
13956,Vino,10,5,0,0,1,0,0,14,EC
153599,NS | Frog,6,4,0,1,0,0,0,15,EC
10298,119 | Fabio,7,5,0,1,0,0,0,16,EC
16393,Higgins,11,9,0,1,0,0,0,17,EC
425930,Syched,5,1,0,1,0,0,0,18,EC
22595,Aura,6,2,0,1,0,0,0,19,EC
37162,SmashBob SquarePants,4,2,0,1,0,0,0,20,EC
14305,Nard Dawg,7,5,0,1,0,0,0,21,EC
856699,Logan,8,7,0,1,0,0,0,22,EC
184545,Pulch,7,8,0,1,0,0,0,23,EC
69524,Dusk,4,2,0,1,0,0,0,24,EC
26387,Phantom Airline,8,6,0,1,0,0,0,25,EC
657464,CowCowCowCowCow,5,4,0,1,0,0,0,26,EC
3936,GUILD | ghettowarmachine420,6,5,0,1,0,0,0,27,EC
5869,KL | Kid,6,5,0,1,0,0,0,27,EC
62721,UL | Dirty Lasagna,8,7,0,1,0,0,0,29,EC
65566,Miranda,10,11,0,1,0,0,0,30,EC
1631449,:) | Koints,7,10,0,1,0,0,0,31,EC
232446,ash6,3,2,0,1,0,0,0,32,EC
185618,Captain G,4,4,0,1,0,0,0,33,EC
4446,RCS | Chi,2,2,1,0,0,0,0,33,EC
5765,Liquid,2,2,1,0,0,0,0,33,EC
213911,jtetter,4,5,0,1,0,0,0,36,EC
157615,ight,8,11,1,0,0,0,0,37,EC
175490,QoT | Cruelscotty,7,10,1,0,0,0,0,38,EC
1572687,Dog,4,7,1,0,0,0,0,39,EC
512704,Axis,5,11,1,0,0,0,0,40,EC
2148389,LilTayNastyTay,2,1,1,0,0,0,0,41,EC
39389,Profanity,2,2,1,0,0,0,0,42,EC
5618,RadicalLiberal | Quiggles,2,2,1,0,0,0,0,42,EC
5630,BKB! | stocmoney,2,2,1,0,0,0,0,42,EC
1135639,Dog,7,8,1,0,0,0,0,45,EC
7693,Kanye Rest,3,4,1,0,0,0,0,46,EC
278295,ItsDad,6,8,1,0,0,0,0,46,EC
2019913,jatpuan,4,6,1,0,0,0,0,48,EC
1729667,SlickSiwik,4,6,1,0,0,0,0,48,EC
1522245,119 | pyro,4,7,1,0,0,0,0,50,EC
62632,TheRed,5,9,1,0,0,0,0,51,EC
37062,Reaver_King,6,11,1,0,0,0,0,52,EC
1263692,ushi,1,2,1,0,0,0,0,53,EC
2147839,Aidanafoo,4,8,1,0,0,0,0,53,EC
29373,DirtyDan | Sigh,2,5,1,0,0,0,0,55,EC
71442,Wiza,2,6,1,0,0,0,0,56,EC
1918686,roadkill,3,3,1,0,0,0,0,57,EC
1919823,YungFlexxer,1,2,1,0,0,0,0,58,EC
48578,LoneCubone,1,2,1,0,0,0,0,58,EC
1936292,barcode,1,2,1,0,0,0,0,58,EC
30865,Spi,1,2,1,0,0,0,0,58,EC
1617046,Ponchy | Corkey,2,5,1,0,0,0,0,62,EC
11945,CSTR#106 | Strazz,3,8,1,0,0,0,0,63,EC
50937,Wumbo,2,6,1,0,0,0,0,64,EC
279757,Velos,2,6,1,0,0,0,0,64,EC
2149809,BOG | bioPhile,2,6,1,0,0,0,0,64,EC
1056142,Gerbungis,1,5,1,0,0,0,0,67,EC
2156433,Anime Tiddies | Asuka,1,7,1,0,0,0,0,68,EC
1931799,Edicus,1,11,1,0,0,0,0,69,EC
2029884,Nudepenguin,1,12,1,0,0,0,0,70,EC
2159655,Fathom,0,2,1,0,0,0,0,71,EC
1728675,pongo,0,12,1,0,0,0,0,71,EC
2156685,Nanami,0,1,1,0,0,0,0,71,EC
2163048,MK | RedSoul,0,8,1,0,0,0,0,71,EC
2065666,eee,0,2,1,0,0,0,0,71,EC
