SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
1554675,NoFuxGiven,13,4,0,0,0,1,0,1,WC
1030,LFG | Eddy Mexico,10,1,0,0,0,1,0,2,WC
265808,NOOT,11,4,0,0,1,0,0,3,WC
61570,YC | Pappi,8,1,0,0,1,0,0,4,WC
221423,Typhoon,7,1,0,0,1,0,0,5,WC
10485,DD,10,3,0,0,1,0,0,6,WC
37116,GUG | Kürv,7,1,0,0,1,0,0,7,WC
173178,LAG,7,1,0,0,1,0,0,7,WC
927948,cliché,9,3,0,0,1,0,0,9,WC
15298,Cowbell,8,3,0,0,1,0,0,10,WC
64692,SANS | Blues Clues,8,4,0,0,1,0,0,11,WC
3499,Boy,12,8,0,0,1,0,0,12,WC
395730,PQ2 | CPU0,12,9,0,0,1,0,0,13,WC
623333,ParkedInTraffic | Commas,7,5,0,1,0,0,0,14,WC
50047,ScrubUp,13,10,0,0,1,0,0,15,WC
627118,Pipe,12,10,0,0,1,0,0,16,WC
158003,Mono,5,2,0,1,0,0,0,17,WC
35423,Gaz333,8,4,0,1,0,0,0,18,WC
418257,CardsNG,5,3,0,1,0,0,0,19,WC
38643,RedX,10,8,0,1,0,0,0,20,WC
13765,Help,9,8,0,1,0,0,0,21,WC
1969893,Enrique Iglesias,8,6,0,1,0,0,0,22,WC
41492,Divine Senator Kelly,5,4,0,1,0,0,0,23,WC
21525,Kaptinkillem,8,7,0,1,0,0,0,24,WC
982735,MordecaiPielord,13,14,1,0,0,0,0,25,WC
175324,Dandy,10,11,0,1,0,0,0,26,WC
4647,Gaz,7,5,0,1,0,0,0,27,WC
682345,Rive,9,10,1,0,0,0,0,28,WC
30581,Jolf,10,15,1,0,0,0,0,29,WC
228514,dabt,5,12,1,0,0,0,0,30,WC
183677,Yamasaki,2,5,1,0,0,0,0,31,WC
1966716,LewdCelebs4Free,7,19,1,0,0,0,0,32,WC
425209,Acuna,5,14,1,0,0,0,0,33,WC
1966739,ImYourDade,2,11,1,0,0,0,0,34,WC
144133,YBBT | leroydankins,2,6,1,0,0,0,0,35,WC
1623681,Xad,1,4,1,0,0,0,0,36,WC
2142566,lavalamp,3,13,1,0,0,0,0,37,WC
40403,Pawn,1,9,1,0,0,0,0,38,WC
178194,foxmcchicken,1,9,1,0,0,0,0,38,WC
360229,BEBO,1,17,1,0,0,0,0,40,WC
276041,Kettering,0,6,1,0,0,0,0,41,WC
956568,Night,0,1,1,0,0,0,0,41,WC
5457,Bones,10,1,0,0,0,1,0,1,EC
61897,PEP | LSD,11,2,0,0,0,1,0,2,EC
47866,Erik,13,4,0,0,0,1,0,3,EC
4390,NGG | Jflex,10,2,0,0,1,0,0,4,EC
16393,Higgins,13,5,0,0,1,0,0,5,EC
370970,Mahik,9,4,0,0,1,0,0,6,EC
150123,TPN,13,8,0,0,1,0,0,7,EC
138710,Golden,7,1,0,0,1,0,0,8,EC
6700,JCubez,12,6,0,0,1,0,0,9,EC
25478,Maruf,7,2,0,0,1,0,0,10,EC
15390,Tammerath,5,3,0,1,0,0,0,11,EC
657464,CowCowCowCowCow,8,5,0,1,0,0,0,12,EC
157615,ight,12,8,0,1,0,0,0,13,EC
47650,shoelegend88,11,8,0,1,0,0,0,14,EC
312097,Nyte,10,8,0,1,0,0,0,15,EC
5618,ANTIFA CEO | Quiggles,11,10,0,1,0,0,0,16,EC
45356,OtES,9,10,0,1,0,0,0,17,EC
1263692,ushi,4,2,0,1,0,0,0,18,EC
64644,STP,7,13,1,0,0,0,0,19,EC
213911,jtetter,7,10,1,0,0,0,0,20,EC
30865,Spi,6,12,1,0,0,0,0,21,EC
171034,Den,2,5,1,0,0,0,0,22,EC
1597042,Rome0,6,15,1,0,0,0,0,22,EC
782984,Blanks,3,5,1,0,0,0,0,24,EC
2094677,peenlover,1,3,1,0,0,0,0,25,EC
186967,Bug Juice | Snorlaxative,3,9,1,0,0,0,0,25,EC
61640,CAPTwheatroll,5,20,1,0,0,0,0,27,EC
1261759,melatonin,1,4,1,0,0,0,0,27,EC
2026451,ASAPferq,1,15,1,0,0,0,0,29,EC
205873,Funktrocious,0,5,1,0,0,0,0,30,EC
694759,snek,0,6,1,0,0,0,0,30,EC
253180,Yuki08,0,6,1,0,0,0,0,30,EC
