SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
132537,RG | Far!,9,0,0,0,0,1,0,1,WC
1019,CLG. | SFAT,10,1,0,0,0,1,0,2,WC
26750,KoDoRiN,7,0,0,0,1,0,0,3,WC
327212,Marrgasm,8,1,0,0,1,0,0,4,WC
133666,404 YC | Salt,9,2,0,0,1,0,0,5,WC
173178,LAG,14,8,0,0,1,0,0,6,WC
37116,GUG | Kürv,7,1,0,0,1,0,0,7,WC
64692,SANS | Blues Clues,8,2,0,0,1,0,0,8,WC
627118,Pipe,12,7,0,0,1,0,0,9,WC
183280,WW | Lemonjuices,12,7,0,0,1,0,0,9,WC
927948,cliché,14,10,0,0,1,0,0,11,WC
10485,DD,8,3,0,0,1,0,0,12,WC
152430,HWY | ybot,9,4,0,0,1,0,0,13,WC
38643,RedX,11,9,0,1,0,0,0,14,WC
1598204,YoungHanSolo,3,0,0,1,0,0,0,15,WC
10362,Elk G | Ivayne,3,2,0,1,0,0,0,16,WC
27527,Megaman,8,7,0,1,0,0,0,17,WC
130672,Soltrain,4,4,0,1,0,0,0,18,WC
41211,Denzill,6,6,0,1,0,0,0,18,WC
682345,Rive,13,16,0,1,0,0,0,20,WC
13765,Help,9,12,1,0,0,0,0,21,WC
1094290,SDJ | SudoJoe,7,10,1,0,0,0,0,22,WC
229216,KaiKwonDo,5,8,1,0,0,0,0,23,WC
51055,bird | unlucky,7,14,1,0,0,0,0,24,WC
1940641,100 Days Of Solitude,4,4,1,0,0,0,0,25,WC
268767,markrevival,3,5,1,0,0,0,0,26,WC
40403,Pawn,3,6,1,0,0,0,0,27,WC
276041,Kettering,4,9,1,0,0,0,0,28,WC
1640788,Special K,2,6,1,0,0,0,0,29,WC
18722,K.H.D | Reign,2,3,1,0,0,0,0,30,WC
1301072,Melos,1,3,1,0,0,0,0,31,WC
33387,pointykitty,2,11,1,0,0,0,0,32,WC
703647,LVD | Super,0,12,1,0,0,0,0,33,WC
2122811,$W@6 | rocketf20,0,10,1,0,0,0,0,33,WC
34266,WOMB#619 | Wombat,0,6,1,0,0,0,0,33,WC
1575919,Snickerdoodle,0,15,1,0,0,0,0,33,WC
5457,Bones,9,0,0,0,0,1,0,1,EC
694497,Ben,10,1,0,0,0,1,0,2,EC
47866,S.C.E. | Erik,12,3,0,0,0,1,0,3,EC
21661,GLR | JAM,11,3,0,0,1,0,0,4,EC
6700,JCubez,12,4,0,0,1,0,0,5,EC
127639,Neologism,12,4,0,0,1,0,0,5,EC
51488,Maher,8,1,0,0,1,0,0,7,EC
5618,ANTIFA CEO | Quiggles,15,9,0,0,1,0,0,8,EC
157615,ight,12,11,0,0,1,0,0,9,EC
862074,snacklepackle,13,8,0,0,1,0,0,10,EC
11603,Arctic,12,10,0,1,0,0,0,11,EC
700566,olé,5,1,0,1,0,0,0,12,EC
162779,FISA | JoJo,5,2,0,1,0,0,0,13,EC
25478,Maruf,6,3,0,1,0,0,0,14,EC
175490,QoT | Cruelscotty,12,10,0,1,0,0,0,15,EC
55354,Travy,11,12,0,1,0,0,0,16,EC
24423,Talen,3,0,0,1,0,0,0,17,EC
26387,Phantom Airline,5,2,0,1,0,0,0,18,EC
149952,Jakespeare,8,7,0,1,0,0,0,19,EC
241260,Alex18+,8,9,0,1,0,0,0,20,EC
1325809,CB,6,5,0,1,0,0,0,21,EC
171034,Den,7,7,0,1,0,0,0,22,EC
64644,STP,8,9,1,0,0,0,0,23,EC
526019,CSR | Tezlik,7,9,0,1,0,0,0,24,EC
158148,Chewy,7,9,1,0,0,0,0,24,EC
508959,BCM | veggies,6,11,1,0,0,0,0,26,EC
65566,Miranda,3,10,1,0,0,0,0,27,EC
1263692,CSB | ushi,4,9,1,0,0,0,0,28,EC
493224,Futz,3,8,1,0,0,0,0,29,EC
885830,HorseGirl420,3,9,1,0,0,0,0,30,EC
451734,CID,3,17,1,0,0,0,0,31,EC
330200,TT | Dair,1,7,1,0,0,0,0,32,EC
694759,snek,0,20,1,0,0,0,0,33,EC
1312079,ACAB | Mugen,0,11,1,0,0,0,0,33,EC
259437,Daddy Icey,0,1,1,0,0,0,0,33,EC
2123726,Sax,0,4,1,0,0,0,0,33,EC
170887,Ahung,0,1,1,0,0,0,0,33,EC
