SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
10562,SFOP,14,2,0,0,0,1,0,1,WC
64692,SANS | Blues Clues,13,2,0,0,0,1,0,2,WC
135088,LFG | PanterA,15,5,0,0,0,1,0,3,WC
7634,MT,13,4,0,0,0,1,0,4,WC
37116,GUG | Kürv,14,6,0,0,0,1,0,5,WC
65777,bobby big ballz,9,2,0,0,1,0,0,6,WC
27754,Chummi,16,10,0,0,1,0,0,7,WC
279722,EP | Justus,6,1,0,0,1,0,0,8,WC
1196449,RB | Cum Fox,10,4,0,0,1,0,0,9,WC
27527,Megaman,15,9,0,0,1,0,0,10,WC
48857,hestoned,14,13,0,0,1,0,0,11,WC
63720,TNC | n3zModGod,7,2,0,0,1,0,0,12,WC
418257,CardsNG,8,4,0,0,1,0,0,13,WC
221423,Typhoon,9,5,0,0,1,0,0,14,WC
13932,Mango's Friend | Lucky,12,9,0,0,1,0,0,15,WC
15298,Cowbell,9,7,0,1,0,0,0,16,WC
39997,Sparky,9,10,0,1,0,0,0,17,WC
4029,mixx,5,2,0,1,0,0,0,18,WC
2147247,UPTILT | Nishi,8,5,0,1,0,0,0,19,WC
47832,IceCreamOG,8,6,0,1,0,0,0,20,WC
10228,Flow | Stark,9,7,0,1,0,0,0,21,WC
183677,Yamasaki,3,3,1,0,0,0,0,22,WC
232213,MikeDrop,11,13,0,1,0,0,0,23,WC
1966716,LewdCelebs4Free,9,11,1,0,0,0,0,24,WC
538935,Jangu,7,10,0,1,0,0,0,25,WC
13906,SSBM-T | LuigiKid,5,3,0,1,0,0,0,26,WC
2147280,Saatvik,6,6,0,1,0,0,0,27,WC
2145485,scrubjr,10,11,1,0,0,0,0,28,WC
27257,TBS | Nero,5,6,0,1,0,0,0,29,WC
1094290,SudoJoe,8,12,1,0,0,0,0,30,WC
26701,dirtyDev,5,9,0,1,0,0,0,31,WC
176387,Badboi,3,2,1,0,0,0,0,32,WC
286517,Thad <3,2,2,1,0,0,0,0,33,WC
30581,Jolf,7,11,1,0,0,0,0,34,WC
2146702,Port!!!,3,6,1,0,0,0,0,35,WC
360229,BEBO,5,13,1,0,0,0,0,36,WC
185178,Captain Koala,1,11,1,0,0,0,0,37,WC
31473,C H U M P I S,8,12,1,0,0,0,0,38,WC
18722,K.H.D | Reign,1,3,1,0,0,0,0,39,WC
1112770,Penguis,1,4,1,0,0,0,0,40,WC
275884,Maljo,3,15,1,0,0,0,0,41,WC
40403,Pawn,1,7,1,0,0,0,0,42,WC
276041,Kettering,1,10,1,0,0,0,0,43,WC
1044913,Majora,0,14,1,0,0,0,0,44,WC
64260,Hellraid,0,13,1,0,0,0,0,44,WC
327212,Marrgasm,0,2,1,0,0,0,0,44,WC
268767,markrevival,0,2,1,0,0,0,0,44,WC
748365,ledgefiend,0,2,1,0,0,0,0,44,WC
7277,GOL | JSalt,9,0,0,0,0,1,0,1,EC
257406,Lotfy,13,4,0,0,0,1,0,2,EC
47866,Erik,13,5,0,0,0,1,0,3,EC
4390,NGG | Jflex,9,1,0,0,1,0,0,4,EC
21661,GLR | JAM,11,4,0,0,1,0,0,5,EC
5618,ANTIFA CEO | Quiggles,8,2,0,0,1,0,0,6,EC
45356,OtES,10,11,0,1,0,0,0,7,EC
657464,CowCowCowCowCow,10,5,0,0,1,0,0,8,EC
58670,RCS | Savestate,14,11,0,0,1,0,0,9,EC
225081,:3 | fenceturtle,8,4,0,1,0,0,0,10,EC
11945,Strazz,6,4,0,1,0,0,0,11,EC
65566,Miranda,4,4,0,1,0,0,0,12,EC
26387,Phantom Airline,11,11,0,1,0,0,0,12,EC
14305,Nard Dawg,4,3,0,1,0,0,0,14,EC
10994,RedHousePainter,6,7,1,0,0,0,0,15,EC
641180,Luppi,5,9,1,0,0,0,0,16,EC
1729667,SlickSiwik,2,5,1,0,0,0,0,17,EC
47650,shoelegend88,4,4,1,0,0,0,0,18,EC
1597042,Rome0,4,8,1,0,0,0,0,19,EC
1631004,Homeslice,4,9,1,0,0,0,0,20,EC
213911,jtetter,3,15,1,0,0,0,0,21,EC
255496,ericiscool.net,1,5,1,0,0,0,0,21,EC
1261759,melatonin,1,6,1,0,0,0,0,23,EC
1833788,dust,1,11,1,0,0,0,0,24,EC
15390,Tammerath,0,7,1,0,0,0,0,25,EC
219761,volt.,0,6,1,0,0,0,0,25,EC
