SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
10562,TLOC | SFOP,12,3,0,0,0,1,0,1,WC
24024,OAK | Spacepigeon,16,8,0,0,1,0,0,2,WC
12137,yingling,13,7,0,0,1,0,0,3,WC
64692,SANS | Blues Clues,14,8,0,0,1,0,0,4,WC
34980,Crispy | Chango,8,1,0,0,1,0,0,5,WC
18652,LFTG | Logos,9,2,0,0,1,0,0,6,WC
37116,GUG | Kürv,7,1,0,0,1,0,0,7,WC
27754,Chummi,7,2,0,0,1,0,0,8,WC
13932,Mango's Friend | Lucky,10,5,0,0,1,0,0,9,WC
65777,bobby big ballz,5,2,0,1,0,0,0,10,WC
39997,Sparky,5,4,0,1,0,0,0,11,WC
627118,Pipe,12,10,0,1,0,0,0,12,WC
19951,bliutwo,8,7,0,1,0,0,0,13,WC
466221,Melo,4,4,1,0,0,0,0,14,WC
15298,Cowbell,8,6,0,1,0,0,0,15,WC
221423,Typhoon,9,7,0,1,0,0,0,16,WC
329937,LanTurN,8,8,0,1,0,0,0,17,WC
49211,deluxe,5,11,1,0,0,0,0,18,WC
418246,2five3 | Templar,3,1,0,1,0,0,0,19,WC
520837,Neck,6,5,0,1,0,0,0,20,WC
21305,Galen The Wise,4,6,1,0,0,0,0,21,WC
38643,RedX,6,9,1,0,0,0,0,21,WC
232213,MikeDrop,4,10,1,0,0,0,0,23,WC
4438,pinecone22,1,2,1,0,0,0,0,24,WC
2151326,JB,4,9,1,0,0,0,0,25,WC
268767,markrevival,2,10,1,0,0,0,0,26,WC
269238,91,3,10,1,0,0,0,0,27,WC
360229,BEBO,2,11,1,0,0,0,0,28,WC
148200,Big Pivot,0,12,1,0,0,0,0,29,WC
18722,K.H.D | Reign,0,3,1,0,0,0,0,29,WC
275884,Maljo,0,4,1,0,0,0,0,29,WC
28588,pem$,0,1,1,0,0,0,0,29,WC
40403,Pawn,0,6,1,0,0,0,0,29,WC
267849,TG | Mot$,10,1,0,0,0,1,0,1,EC
47866,Erik,11,2,0,0,0,1,0,2,EC
147811,Dawson,10,3,0,0,1,0,0,3,EC
12048,K8A,12,5,0,0,1,0,0,4,EC
5618,ANTIFA CEO | Quiggles,13,10,0,0,1,0,0,5,EC
4738,Young,7,1,0,0,1,0,0,6,EC
4390,NGG | Jflex,9,6,0,1,0,0,0,7,EC
637179,Sodabro,5,1,0,0,1,0,0,8,EC
619715,Porkaye,6,2,0,0,1,0,0,9,EC
15171,oh,7,3,0,0,1,0,0,10,EC
14305,Nard Dawg,9,4,0,0,1,0,0,11,EC
657464,CowCowCowCowCow,13,9,0,0,1,0,0,12,EC
184637,Joey Donuts,8,7,0,1,0,0,0,13,EC
65777,bobby big ballz,4,1,0,1,0,0,0,14,EC
32190,Crow,9,9,0,1,0,0,0,15,EC
1250551,PSai,2,3,1,0,0,0,0,16,EC
41433,MP3,5,8,1,0,0,0,0,17,EC
1263692,ushi,2,4,1,0,0,0,0,18,EC
11945,Strazz,7,8,1,0,0,0,0,19,EC
45356,OtES,8,12,1,0,0,0,0,20,EC
64644,STP,5,10,1,0,0,0,0,21,EC
213911,jtetter,4,12,1,0,0,0,0,22,EC
287743,ASH | Oig,1,6,1,0,0,0,0,23,EC
1034300,Oz,1,10,1,0,0,0,0,24,EC
1802123,mello,1,23,1,0,0,0,0,25,EC
1729667,SlickSiwik,0,3,1,0,0,0,0,26,EC
219761,volt.,0,6,1,0,0,0,0,26,EC
