SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
40476,Medz,13,1,0,0,0,1,0,1,WC
10282,Air,16,7,0,0,0,1,0,2,WC
18652,LFTG | Logos,8,0,0,0,1,0,0,3,WC
24024,OAK | Spacepigeon,9,1,0,0,1,0,0,4,WC
1092,Connor,8,1,0,0,1,0,0,5,WC
64692,SANS | Blues Clues,10,2,0,0,1,0,0,6,WC
173178,LAG,11,3,0,0,1,0,0,7,WC
15298,Cowbell,7,0,0,0,1,0,0,8,WC
3734,Hulka,8,1,0,0,1,0,0,9,WC
70796,BHC | Evan,12,5,0,0,1,0,0,10,WC
10653,Joshuwasha,12,9,0,0,1,0,0,11,WC
39235,Dream,8,2,0,0,1,0,0,12,WC
230350,AR0,9,5,0,0,1,0,0,13,WC
23422,ZimD00D,12,7,0,0,1,0,0,14,WC
130746,TZ | Morrito,14,9,0,0,1,0,0,15,WC
520837,Neck,13,11,0,0,1,0,0,16,WC
13765,Help,8,3,0,0,1,0,0,17,WC
33655,Mo $,7,3,0,0,1,0,0,18,WC
2147280,Saatvik,8,5,0,1,0,0,0,19,WC
10060,PapaNoJohns,9,13,1,0,0,0,0,20,WC
8096,Salty Seth,5,1,0,1,0,0,0,21,WC
1598204,YoungHanSolo,7,3,0,1,0,0,0,22,WC
14062,Jzhu,4,3,0,1,0,0,0,23,WC
231685,DMT,4,4,1,0,0,0,0,24,WC
129363,Flow | ESPONJA,8,9,0,1,0,0,0,25,WC
221423,Typhoon,4,1,0,1,0,0,0,26,WC
12137,yingling,3,1,0,1,0,0,0,27,WC
1944467,SUPERUNKNOWN,4,2,0,1,0,0,0,28,WC
28663,QTT | Marco,6,4,0,1,0,0,0,29,WC
35258,LFG | Fist Mexico,8,6,0,1,0,0,0,30,WC
10485,DD,4,3,0,1,0,0,0,30,WC
51464,UCLA | Suvir,5,4,0,1,0,0,0,32,WC
1932225,FunRock,7,6,0,1,0,0,0,33,WC
12817,WU | nerodero,5,5,0,1,0,0,0,34,WC
54997,RetroSHFFL | Lex,10,12,0,1,0,0,0,35,WC
7550,OXY | TheCrimsonBlur,5,6,1,0,0,0,0,35,WC
982735,MordecaiPielord,7,9,0,1,0,0,0,37,WC
135795,Luke,5,7,1,0,0,0,0,38,WC
1973589,Rooster,3,2,0,1,0,0,0,39,WC
627118,Pipe,6,4,0,1,0,0,0,39,WC
144133,YBBT | leroydankins,6,5,0,1,0,0,0,41,WC
28391,Vigilance,8,7,0,1,0,0,0,42,WC
33239,SheepHair,2,2,1,0,0,0,0,43,WC
286517,Thad <3,2,2,1,0,0,0,0,43,WC
193839,Loki,3,3,1,0,0,0,0,43,WC
288850,Wasp,6,7,1,0,0,0,0,46,WC
27069,JoeyBonzo,4,5,1,0,0,0,0,47,WC
1737518,Kombeze Ataie,9,14,1,0,0,0,0,48,WC
11590,Rickeye_rick,8,7,1,0,0,0,0,49,WC
26830,Fent0n,4,4,1,0,0,0,0,50,WC
41211,Denzill,2,2,1,0,0,0,0,50,WC
40399,Elders React | Third Strongest,4,4,1,0,0,0,0,50,WC
22458,Kandayo,3,3,1,0,0,0,0,50,WC
34399,BuenasRetas | Cobs,8,9,1,0,0,0,0,54,WC
51112,Pilgrim,8,10,1,0,0,0,0,55,WC
132188,Dandy,3,4,1,0,0,0,0,56,WC
1816060,FKA Minerali,7,10,1,0,0,0,0,57,WC
14489,Crow,6,9,1,0,0,0,0,58,WC
654514,probably high,3,5,1,0,0,0,0,59,WC
230537,hHerb,3,5,1,0,0,0,0,59,WC
1638022,pathojin,5,9,1,0,0,0,0,61,WC
1691247,NotTheMC,3,6,1,0,0,0,0,62,WC
56038,Retro SHFFL | Lengüitas,1,2,1,0,0,0,0,62,WC
2151985,MilkJustice,1,3,1,0,0,0,0,64,WC
2093540,SexGod | RitzyCheese,2,11,1,0,0,0,0,65,WC
360229,BEBO,1,13,1,0,0,0,0,66,WC
130672,Soltrain,1,1,1,0,0,0,0,67,WC
4317,donk,1,1,1,0,0,0,0,67,WC
4876,will1v1_ttv,1,1,1,0,0,0,0,67,WC
1906382,KatBot,4,5,1,0,0,0,0,70,WC
183677,Yamasaki,2,3,1,0,0,0,0,71,WC
10228,Flow | Stark,2,4,1,0,0,0,0,72,WC
41492,Divine Senator Kelly,2,4,1,0,0,0,0,72,WC
2151397,METALFACE,1,3,1,0,0,0,0,74,WC
64260,Tayhow,2,7,1,0,0,0,0,75,WC
