SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
37116,GUG | Kürv,11,1,0,0,0,1,0,1,WC
1092,Connor,12,3,0,0,0,1,0,2,WC
44671,Quaff,9,0,0,0,0,1,0,3,WC
4215,rocky,11,2,0,0,0,1,0,4,WC
48850,TNS | Asashi,11,2,0,0,0,1,0,4,WC
46349,Aura,10,2,0,0,0,1,0,6,WC
34980,Crispy | Chango,12,3,0,0,0,1,0,7,WC
133666,404 YC | Salt,13,4,0,0,0,1,0,8,WC
38979,RULE#492 | Tristan's Rule,11,3,0,0,1,0,0,9,WC
39235,Dream,12,4,0,0,1,0,0,10,WC
10666,SF | Herrán,12,6,0,0,1,0,0,11,WC
64692,SANS | Blues Clues,15,9,0,0,1,0,0,12,WC
38643,RedX,8,5,0,1,0,0,0,13,WC
880372,Good1ife,14,9,0,0,1,0,0,14,WC
327212,IWI | Marrgasm,13,9,0,0,1,0,0,15,WC
1196449,RB | Cum Fox,8,2,0,0,1,0,0,16,WC
173178,LAG,10,4,0,0,1,0,0,17,WC
520837,Neck,11,8,0,0,1,0,0,18,WC
45197,Daz,10,8,0,1,0,0,0,19,WC
852916,Krizski,12,11,0,0,1,0,0,20,WC
998814,Stiv,8,3,0,0,1,0,0,21,WC
28663,QTT | Marco,8,4,0,0,1,0,0,22,WC
286931,Egg$,8,4,0,0,1,0,0,22,WC
4317,donk,11,7,0,0,1,0,0,24,WC
627118,Pipe,11,7,0,0,1,0,0,24,WC
10362,Elk G | Ivayne,13,10,0,1,0,0,0,26,WC
1832439,imrainh2o,9,8,0,1,0,0,0,27,WC
11606,Elk_G | Karm,6,2,0,1,0,0,0,28,WC
466221,Melo,7,5,0,1,0,0,0,29,WC
1598204,YoungHanSolo,10,8,0,1,0,0,0,30,WC
27257,TBS | Nero,4,4,1,0,0,0,0,31,WC
129781,LL | Duky,7,4,0,1,0,0,0,32,WC
1086597,TCM | MrG,6,4,0,1,0,0,0,33,WC
46752,doby,7,5,0,1,0,0,0,34,WC
15298,Cowbell,10,8,0,1,0,0,0,35,WC
4197,Uncle Pete,6,5,0,1,0,0,0,36,WC
49211,deluxe,10,9,0,1,0,0,0,37,WC
288395,jams,6,6,0,1,0,0,0,38,WC
34863,Gulu,5,5,0,1,0,0,0,38,WC
1065944,Juuuuurien,10,11,0,1,0,0,0,40,WC
232213,MikeDrop,8,9,0,1,0,0,0,41,WC
275922,Otto_Zone,6,7,1,0,0,0,0,42,WC
1940641,100 Days Of Solitude,5,6,1,0,0,0,0,43,WC
227242,SquirtlSquad,6,8,1,0,0,0,0,44,WC
18652,LFTG | Logos,2,0,0,1,0,0,0,45,WC
41492,Divine Senator Kelly,2,0,0,1,0,0,0,45,WC
51112,Pilgrim,4,2,0,1,0,0,0,47,WC
617254,N8V,5,3,0,1,0,0,0,48,WC
175669,H19 | chaka,6,4,0,1,0,0,0,49,WC
2157013,keyboard gamer,3,2,0,1,0,0,0,49,WC
48931,in10city,4,3,0,1,0,0,0,51,WC
4293,Jahan,5,4,0,1,0,0,0,52,WC
39997,Sparky,6,5,0,1,0,0,0,53,WC
130672,Soltrain,2,2,1,0,0,0,0,54,WC
10520,CREW | G,11,11,0,1,0,0,0,54,WC
2048453,D3WDify,6,6,0,1,0,0,0,54,WC
558076,EOKA | Christos,7,8,1,0,0,0,0,57,WC
413758,Exia,6,7,1,0,0,0,0,58,WC
144133,YBBT | leroydankins,5,6,1,0,0,0,0,59,WC
1511270,pimmwrecks,9,11,1,0,0,0,0,60,WC
62206,mia,4,5,1,0,0,0,0,61,WC
1816060,Aleksander,4,5,1,0,0,0,0,61,WC
193839,Loki,4,5,1,0,0,0,0,61,WC
27527,Megaman,7,9,1,0,0,0,0,64,WC
231685,DMT,4,6,1,0,0,0,0,65,WC
950362,EWA | ERGonomics,3,5,1,0,0,0,0,66,WC
153308,Mac,5,9,1,0,0,0,0,67,WC
257100,Yosemite Dabbs,4,8,1,0,0,0,0,68,WC
4438,pinecone22,2,1,1,0,0,0,0,69,WC
41211,Denzill,5,4,1,0,0,0,0,70,WC
525553,Fux McLoud,6,6,1,0,0,0,0,71,WC
2013353,WeedWizard,2,2,1,0,0,0,0,71,WC
183677,Yamasaki,4,5,1,0,0,0,0,73,WC
2156792,CUCK | BreahdToDaBeuhrds,3,4,1,0,0,0,0,74,WC
153254,Slemdog,7,10,1,0,0,0,0,75,WC
472971,yBaS | MaxJacks,7,10,1,0,0,0,0,75,WC
360229,BEBO,7,11,1,0,0,0,0,77,WC
225396,Sor,3,5,1,0,0,0,0,78,WC
40780,Elk G | Digimon,3,5,1,0,0,0,0,78,WC
407228,K.YUNG,3,6,1,0,0,0,0,80,WC
269238,91,3,8,1,0,0,0,0,81,WC
1640788,Special K,1,7,1,0,0,0,0,82,WC
654514,probably high,5,8,1,0,0,0,0,83,WC
1795087,Justyn,3,5,1,0,0,0,0,84,WC
64260,Hellraid,3,6,1,0,0,0,0,85,WC
1973589,Rooster,1,2,1,0,0,0,0,85,WC
26701,dirtyDev,2,4,1,0,0,0,0,85,WC
11961,Mucho Man Randy Passion,2,4,1,0,0,0,0,85,WC
221423,Typhoon,1,2,1,0,0,0,0,85,WC
247698,UCI | Kavi,2,6,1,0,0,0,0,90,WC
21469,ramrod,1,3,1,0,0,0,0,90,WC
1694324,Roulette Rider,1,3,1,0,0,0,0,90,WC
1466521,Floods,3,10,1,0,0,0,0,93,WC
786226,Noodle,2,7,1,0,0,0,0,94,WC
1016100,CurvedFat,2,8,1,0,0,0,0,95,WC
275884,Maljo,2,8,1,0,0,0,0,95,WC
34266,WOMB#619 | Wombat,1,5,1,0,0,0,0,97,WC
1667291,DarkSamYT,3,16,1,0,0,0,0,98,WC
153138,ZouL,1,6,1,0,0,0,0,99,WC
1974127,aujory,1,6,1,0,0,0,0,99,WC
1245502,Whoratio,1,6,1,0,0,0,0,99,WC
1301072,Melos,1,7,1,0,0,0,0,102,WC
1944467,SUPERUNKNOWN,1,11,1,0,0,0,0,103,WC
2141037,josh,1,19,1,0,0,0,0,104,WC
176333,Wrong Doug,0,2,1,0,0,0,0,105,WC
2157012,HunterGee,0,5,1,0,0,0,0,105,WC
1222010,PajamaBoyPete,0,8,1,0,0,0,0,105,WC
278800,Cabbage Man,0,2,1,0,0,0,0,105,WC
1998865,buttcakes29,0,1,1,0,0,0,0,105,WC
3661,Hunt,0,2,1,0,0,0,0,105,WC
127997,CW | Skittles,13,3,0,0,0,1,0,1,EC
4390,NGG | Jflex,9,0,0,0,0,1,0,2,EC
221136,Zeeker,11,2,0,0,0,1,0,3,EC
3936,GUILD | ghettowarmachine420,11,3,0,0,0,1,0,4,EC
1942273,Fankriss,13,4,0,0,0,1,0,5,EC
31487,Winx Club | Siddward,15,7,0,0,0,1,0,6,EC
12048,K8A,13,5,0,0,1,0,0,7,EC
5618,RadicalLiberal | Quiggles,15,7,0,0,1,0,0,8,EC
184637,Joey Donuts,12,5,0,0,1,0,0,9,EC
819230,Willy P,13,7,0,0,1,0,0,10,EC
36782,Oaty,10,6,0,0,1,0,0,11,EC
11781,htwa,6,0,0,0,1,0,0,12,EC
26387,Phantom Airline,9,4,0,0,1,0,0,13,EC
32190,Crow,10,7,0,0,1,0,0,14,EC
29103,Hexjo,8,7,0,1,0,0,0,15,EC
2156685,Nanami,4,1,0,1,0,0,0,16,EC
22595,Aura,4,1,0,1,0,0,0,16,EC
2029721,Ghost Rider,5,2,0,1,0,0,0,18,EC
1236538,LSK,5,3,0,1,0,0,0,19,EC
1975549,Tap Jump,13,11,0,1,0,0,0,20,EC
11490,Dash,3,1,0,1,0,0,0,21,EC
14305,Nard Dawg,4,2,0,1,0,0,0,22,EC
152800,not NJ wally | wally,9,6,0,1,0,0,0,23,EC
15070,Verdo,6,4,0,1,0,0,0,23,EC
14025,Austintacious,3,2,0,1,0,0,0,23,EC
11945,Strazz,3,2,0,1,0,0,0,23,EC
65566,Miranda,6,5,0,1,0,0,0,27,EC
789026,Douglas.J.Gov,8,7,0,1,0,0,0,28,EC
5630,BKB! | stocmoney,8,7,0,1,0,0,0,28,EC
637232,Jazzy,9,10,0,1,0,0,0,30,EC
157615,ight,8,9,0,1,0,0,0,31,EC
5869,KL | Kid,6,7,1,0,0,0,0,32,EC
493224,Fitz,9,11,1,0,0,0,0,33,EC
278295,ItsDad,10,14,1,0,0,0,0,34,EC
2147839,Aidanafoo,6,12,1,0,0,0,0,35,EC
22088,Jib,4,2,0,1,0,0,0,36,EC
58588,Jeffthecheff,4,2,0,1,0,0,0,36,EC
7693,Kanye Rest,4,2,0,1,0,0,0,36,EC
232446,ash6,5,3,0,1,0,0,0,39,EC
26144,Flounder,7,5,0,1,0,0,0,40,EC
1866109,BubbleFuel,4,3,0,1,0,0,0,41,EC
32201,PRIN$E,5,4,0,1,0,0,0,42,EC
153599,DAL | Frog,6,5,0,1,0,0,0,43,EC
60417,SoS | Cor,6,6,0,1,0,0,0,44,EC
175490,QoT | Cruelscotty,9,10,1,0,0,0,0,45,EC
3602,JLo,8,9,1,0,0,0,0,46,EC
1760355,ArStar,4,6,1,0,0,0,0,47,EC
1077081,LilMitts,1,0,1,0,0,0,0,48,EC
448153,Neenor,1,0,1,0,0,0,0,48,EC
132627,Farko,4,4,1,0,0,0,0,50,EC
585248,magnumgunn3r,3,3,1,0,0,0,0,50,EC
255496,ericiscool.net,6,7,1,0,0,0,0,52,EC
354953,RPG,4,5,1,0,0,0,0,53,EC
16294,Ders,5,7,1,0,0,0,0,54,EC
27479,Canes | ATM,6,9,1,0,0,0,0,55,EC
48322,AHHHHH | Alice,4,7,1,0,0,0,0,56,EC
170695,Chidoe,1,2,1,0,0,0,0,57,EC
1617046,Corkey,4,11,1,0,0,0,0,58,EC
156511,Nate,1,3,1,0,0,0,0,59,EC
158416,lowqualityjpeg,1,1,1,0,0,0,0,60,EC
1263692,ushi,2,3,1,0,0,0,0,61,EC
2156847,DRC,3,7,1,0,0,0,0,62,EC
213911,jtetter,3,9,1,0,0,0,0,63,EC
2153787,Caveman3732,2,6,1,0,0,0,0,63,EC
2156433,Asuka,3,9,1,0,0,0,0,63,EC
582190,rice,2,12,1,0,0,0,0,66,EC
1477443,Lionbooster,1,7,1,0,0,0,0,67,EC
2065666,eee,2,15,1,0,0,0,0,68,EC
