SmasherID,SmashTag,Wins,Losses,Placement
1019,CLG. | SFAT,5,0,1
65777,bobby big ballz,6,2,2
37116,GUG | Kürv,4,2,3
694497,IMP | Ben,3,2,4
61570,YC | Pappi,5,2,5
47866,Erik,3,2,5
1030,LFG | Eddy Mexico,2,2,7
138710,Golden,2,2,7
4390,NGG | Jflex,3,2,9
64692,SANS | Blues Clues,2,2,9
26750,KoDoRiN,1,2,9
5457,Bones,1,2,9
221423,Typhoon,1,2,13
16393,Higgins,1,2,13
265808,NOOT,2,2,13
150123,TPN,1,2,13
1554675,NoFuxGiven,0,2,17
173178,LAG,1,2,17
6700,JCubez,1,2,17
370970,Mahik,0,2,17
10485,DD,0,2,17
25478,Maruf,0,2,17
61897,PEP | LSD,0,2,17
