SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
1008,Westballz,15,1,0,0,0,0,1,1,WC
1017,S2J,12,1,0,0,0,1,0,2,WC
13748,null,10,1,0,0,0,1,0,3,WC
265808,NOOT,12,3,0,0,0,1,0,4,WC
37116,GUG | Kürv,14,5,0,0,0,1,0,5,WC
2088,ycz6,11,4,0,0,1,0,0,6,WC
61570,Pappi,7,0,0,0,1,0,0,7,WC
34980,Crispy | Chango,8,1,0,0,1,0,0,8,WC
29840,TBD,10,3,0,0,1,0,0,9,WC
22479,GEM | CrossFitJesus,10,3,0,0,1,0,0,9,WC
10485,DD,10,4,0,0,1,0,0,11,WC
22848,darkwizard123,11,7,0,0,1,0,0,12,WC
164047,CG | Firebolt,16,13,0,0,1,0,0,13,WC
4317,Solo.,10,9,0,1,0,0,0,14,WC
250581,Fizz,6,1,0,0,1,0,0,15,WC
15298,Cowbell,11,7,0,0,1,0,0,16,WC
627118,Pipe,12,8,0,0,1,0,0,17,WC
927948,cliché,13,10,0,0,1,0,0,18,WC
173178,LAG,13,11,0,1,0,0,0,19,WC
50047,ScrubUp,9,8,0,1,0,0,0,20,WC
22688,ROFL,14,11,0,1,0,0,0,21,WC
420458,Jorge,12,12,0,1,0,0,0,22,WC
1682252,BABA | shama,7,5,0,1,0,0,0,23,WC
53131,DHB | IggyNieves,9,7,0,1,0,0,0,24,WC
858866,SLO | GrizzlyBair,6,5,0,1,0,0,0,25,WC
2114347,adamaggy,8,8,1,0,0,0,0,26,WC
1794541,Chubbz,10,10,0,1,0,0,0,26,WC
264211,BLM | Rats!,10,13,0,1,0,0,0,28,WC
63720,TNC | n3zModGod,2,0,0,1,0,0,0,29,WC
26750,KoDoRiN,2,0,0,1,0,0,0,29,WC
41492,Divine Senator Kelly,6,4,0,1,0,0,0,31,WC
130672,Soltrain,5,4,0,1,0,0,0,32,WC
7550,OXY | TheCrimsonBlur,5,4,0,1,0,0,0,32,WC
329937,LanTurN,7,7,0,1,0,0,0,34,WC
